element_type,osmid,amenity,building,name,tourism,geometry
way,419471259,,house,,,"POLYGON ((13.2324913 -8.902435000000001, 13.2326293 -8.902394599999999, 13.2326523 -8.902471500000001, 13.2325144 -8.9025119, 13.2324913 -8.902435000000001))"
way,419471260,,house,,,"POLYGON ((13.2325605 -8.902609699999999, 13.2327007 -8.9025848, 13.2327144 -8.902659999999999, 13.2325741 -8.902684900000001, 13.2325605 -8.902609699999999))"
way,419471261,,house,,,"POLYGON ((13.2327985 -8.902533399999999, 13.2329253 -8.9025488, 13.2329165 -8.902619700000001, 13.2327897 -8.9026043, 13.2327985 -8.902533399999999))"
way,419471262,,house,,,"POLYGON ((13.2327402 -8.902399600000001, 13.2327491 -8.9023988, 13.2327477 -8.9023845, 13.2328065 -8.902379099999999, 13.2328081 -8.9023956, 13.2328784 -8.9023892, 13.2328856 -8.9024661, 13.2327476 -8.9024787, 13.2327402 -8.902399600000001))"
way,419471263,,house,,,"POLYGON ((13.2329851 -8.903356499999999, 13.2331119 -8.9033719, 13.233103 -8.903442800000001, 13.2329762 -8.9034274, 13.2329851 -8.903356499999999))"
way,419471264,,house,,,"POLYGON ((13.2330295 -8.9035037, 13.2331544 -8.903530399999999, 13.2331391 -8.9036002, 13.2330142 -8.9035736, 13.2330295 -8.9035037))"
way,419471265,,house,,,"POLYGON ((13.2330629 -8.9036837, 13.2331897 -8.903699100000001, 13.2331808 -8.90377, 13.233054 -8.903754599999999, 13.2330629 -8.9036837))"
way,419471266,,house,,,"POLYGON ((13.2327395 -8.9034727, 13.2327413 -8.9033932, 13.2328693 -8.9033961, 13.2328675 -8.9034756, 13.2327395 -8.9034727))"
way,419471267,,house,,,"POLYGON ((13.2328112 -8.9035584, 13.2328903 -8.9035432, 13.2329148 -8.9036674, 13.2328358 -8.9036826, 13.2328112 -8.9035584))"
way,419471268,,house,,,"POLYGON ((13.2327976 -8.903728299999999, 13.2328765 -8.9037127, 13.2329017 -8.903836699999999, 13.2328227 -8.9038524, 13.2327976 -8.903728299999999))"
way,419471269,,house,,,"POLYGON ((13.2328836 -8.904129299999999, 13.232889 -8.9040499, 13.2330168 -8.9040585, 13.2330114 -8.904137800000001, 13.2328836 -8.904129299999999))"
way,419471270,,house,,,"POLYGON ((13.2328802 -8.903980600000001, 13.232859 -8.9039039, 13.2329826 -8.903870599999999, 13.2330038 -8.9039474, 13.2328802 -8.903980600000001))"
way,419471271,,house,,,"POLYGON ((13.2329949 -8.9029604, 13.2329685 -8.902956700000001, 13.2329672 -8.9029658, 13.2329225 -8.9029595, 13.2329239 -8.9029504, 13.2328584 -8.902941200000001, 13.2328699 -8.9028619, 13.2330064 -8.902881199999999, 13.2329949 -8.9029604))"
way,419471272,,house,,,"POLYGON ((13.2330817 -8.9032841, 13.2330551 -8.9032824, 13.2330545 -8.903291599999999, 13.2330094 -8.9032886, 13.2330101 -8.903279400000001, 13.2329441 -8.9032751, 13.2329495 -8.903195200000001, 13.2330871 -8.903204300000001, 13.2330817 -8.9032841))"
way,419471273,,house,,,"POLYGON ((13.2326892 -8.903238699999999, 13.2327157 -8.9032357, 13.2327146 -8.903226500000001, 13.2327595 -8.903221500000001, 13.2327605 -8.903230600000001, 13.2328262 -8.903223199999999, 13.2328354 -8.903302699999999, 13.2326984 -8.903318199999999, 13.2326892 -8.903238699999999))"
way,419471274,,house,,,"POLYGON ((13.2332132 -8.903931500000001, 13.233187 -8.9039267, 13.2331853 -8.903935799999999, 13.2331409 -8.9039278, 13.2331426 -8.9039187, 13.2330776 -8.903906900000001, 13.2330922 -8.9038282, 13.2332278 -8.9038527, 13.2332132 -8.903931500000001))"
way,419471275,,house,,,"POLYGON ((13.2332592 -8.904060599999999, 13.2332441 -8.904064099999999, 13.2332481 -8.904081100000001, 13.233192 -8.904094000000001, 13.2331877 -8.904075600000001, 13.2331184 -8.9040915, 13.2330986 -8.9040076, 13.2331798 -8.903988999999999, 13.2331779 -8.903980799999999, 13.2332224 -8.9039705, 13.233224 -8.9039777, 13.2332388 -8.9039743, 13.2332592 -8.904060599999999))"
way,419471276,,house,,,"POLYGON ((13.2326663 -8.903146700000001, 13.2326708 -8.903070700000001, 13.2327996 -8.9030784, 13.232795 -8.903154199999999, 13.2327292 -8.9031503, 13.2327284 -8.9031632, 13.2326803 -8.903160400000001, 13.232681 -8.903147499999999, 13.2326663 -8.903146700000001))"
way,419471277,,house,,,"POLYGON ((13.2325772 -8.9028162, 13.2325817 -8.9027402, 13.2327105 -8.9027479, 13.2327059 -8.902823700000001, 13.2326401 -8.9028197, 13.2326393 -8.902832699999999, 13.2325912 -8.9028299, 13.2325919 -8.902817000000001, 13.2325772 -8.9028162))"
way,419471278,,house,,,"POLYGON ((13.2326157 -8.902982, 13.2326163 -8.902911700000001, 13.2327469 -8.902912600000001, 13.2327464 -8.902983000000001, 13.2326157 -8.902982))"
way,419471279,,yes,,,"POLYGON ((13.2328331 -8.90302, 13.2329202 -8.9030007, 13.232954 -8.90315, 13.232867 -8.9031693, 13.2328331 -8.90302))"
way,419471280,,house,,,"POLYGON ((13.2329692 -8.902711200000001, 13.2329766 -8.902786799999999, 13.2328482 -8.902799099999999, 13.2328408 -8.9027235, 13.2329064 -8.902717300000001, 13.2329052 -8.9027043, 13.2329532 -8.902699699999999, 13.2329545 -8.9027125, 13.2329692 -8.902711200000001))"
way,419471282,,house,,,"POLYGON ((13.2315336 -8.9027637, 13.2315192 -8.902694800000001, 13.2316472 -8.9026687, 13.2316616 -8.9027376, 13.2315336 -8.9027637))"
way,419471283,,house,,,"POLYGON ((13.2318521 -8.9026827, 13.2318374 -8.9026122, 13.2319668 -8.902585999999999, 13.2319813 -8.902655899999999, 13.231915 -8.902669400000001, 13.2319173 -8.9026806, 13.2318781 -8.902688599999999, 13.2318759 -8.902677799999999, 13.2318521 -8.9026827))"
way,419471284,,house,,,"POLYGON ((13.2320088 -8.9026827, 13.2319951 -8.9026174, 13.2321198 -8.9025917, 13.2321336 -8.9026576, 13.2321027 -8.9026639, 13.2321057 -8.9026782, 13.2320671 -8.9026861, 13.232064 -8.902671399999999, 13.2320088 -8.9026827))"
way,419471285,,house,,,"POLYGON ((13.2317504 -8.902965999999999, 13.2317365 -8.902898, 13.2317563 -8.902894, 13.2317528 -8.902877399999999, 13.231793 -8.9028694, 13.2317961 -8.9028846, 13.231864 -8.902870999999999, 13.2318783 -8.9029404, 13.2317504 -8.902965999999999))"
way,419471286,,house,,,"POLYGON ((13.231223 -8.9028597, 13.2312071 -8.9027919, 13.2313273 -8.9027645, 13.2313431 -8.9028323, 13.231223 -8.9028597))"
way,419471287,,house,,,"POLYGON ((13.2311264 -8.903139299999999, 13.2311105 -8.903071499999999, 13.2312307 -8.903044100000001, 13.2312465 -8.903111900000001, 13.2311264 -8.903139299999999))"
way,419471288,,house,,,"POLYGON ((13.2307925 -8.903224099999999, 13.2307766 -8.903156299999999, 13.2308968 -8.9031289, 13.2309126 -8.903196700000001, 13.2307925 -8.903224099999999))"
way,419471289,,house,,,"POLYGON ((13.2306409 -8.903275799999999, 13.230625 -8.903207999999999, 13.2307452 -8.903180600000001, 13.230761 -8.903248400000001, 13.2306409 -8.903275799999999))"
way,419471290,,house,,,"POLYGON ((13.2309494 -8.9032135, 13.2309335 -8.9031457, 13.2310537 -8.903118299999999, 13.2310695 -8.903186099999999, 13.2309494 -8.9032135))"
way,419471291,,house,,,"POLYGON ((13.2305878 -8.903014799999999, 13.2305717 -8.902945000000001, 13.2306933 -8.9029177, 13.230709 -8.902986200000001, 13.2306423 -8.903001099999999, 13.2306448 -8.903012199999999, 13.2306113 -8.9030197, 13.230609 -8.90301, 13.2305878 -8.903014799999999))"
way,419471292,,house,,,"POLYGON ((13.231375 -8.902847599999999, 13.2313572 -8.9027726, 13.2314753 -8.902745299999999, 13.231493 -8.9028201, 13.2314514 -8.9028297, 13.2314543 -8.9028422, 13.2314278 -8.9028483, 13.2314249 -8.902836000000001, 13.231375 -8.902847599999999))"
way,419471293,,house,,,"POLYGON ((13.2312448 -8.9044978, 13.2312284 -8.904419499999999, 13.231351 -8.904394399999999, 13.2313674 -8.904472699999999, 13.2312448 -8.9044978))"
way,419471294,,house,,,"POLYGON ((13.2314141 -8.904423100000001, 13.2313975 -8.9043454, 13.2315252 -8.904318699999999, 13.2315419 -8.9043963, 13.2314141 -8.904423100000001))"
way,419471295,,house,,,"POLYGON ((13.2315552 -8.904385599999999, 13.2315385 -8.904308, 13.2316663 -8.9042812, 13.2316829 -8.9043589, 13.2315552 -8.904385599999999))"
way,419471296,,house,,,"POLYGON ((13.2318873 -8.9043473, 13.2318706 -8.9042704, 13.2319935 -8.9042444, 13.2320101 -8.904321299999999, 13.2318873 -8.9043473))"
way,419471297,,house,,,"POLYGON ((13.2320587 -8.904288299999999, 13.2320421 -8.904211399999999, 13.2321649 -8.904185500000001, 13.2321816 -8.904262299999999, 13.2320587 -8.904288299999999))"
way,419471298,,house,,,"POLYGON ((13.2322061 -8.9042762, 13.2321894 -8.9041994, 13.2323123 -8.904173399999999, 13.2323289 -8.904250299999999, 13.2322061 -8.9042762))"
way,419471299,,house,,,"POLYGON ((13.2323795 -8.904235999999999, 13.2323629 -8.9041592, 13.2324857 -8.9041332, 13.2325023 -8.904210000000001, 13.2323795 -8.904235999999999))"
way,419471300,,house,,,"POLYGON ((13.2321499 -8.904028500000001, 13.2321333 -8.903951599999999, 13.2322561 -8.9039257, 13.2322727 -8.904002500000001, 13.2321499 -8.904028500000001))"
way,419471301,,house,,,"POLYGON ((13.2323046 -8.903976200000001, 13.2322879 -8.903899300000001, 13.2324108 -8.9038734, 13.2324274 -8.903950200000001, 13.2323046 -8.903976200000001))"
way,419471302,,house,,,"POLYGON ((13.2324853 -8.903905399999999, 13.2324687 -8.903828600000001, 13.2325915 -8.903802600000001, 13.2326082 -8.903879399999999, 13.2324853 -8.903905399999999))"
way,419471304,,house,,,"POLYGON ((13.2316621 -8.9041143, 13.2316453 -8.9040354, 13.2317696 -8.904009500000001, 13.2317861 -8.9040871, 13.2317609 -8.9040924, 13.2317628 -8.904101300000001, 13.2317201 -8.9041102, 13.2317185 -8.9041026, 13.2316621 -8.9041143))"
way,419471305,,house,,,"POLYGON ((13.2325055 -8.904106000000001, 13.2325616 -8.9040941, 13.2325599 -8.904086100000001, 13.2326031 -8.9040769, 13.2326049 -8.904085200000001, 13.2326306 -8.9040798, 13.2326477 -8.904158600000001, 13.2325227 -8.904185099999999, 13.2325055 -8.904106000000001))"
way,419471306,,house,,,"POLYGON ((13.2313168 -8.9041815, 13.2312613 -8.904196000000001, 13.2312635 -8.904204, 13.2312207 -8.904215199999999, 13.2312185 -8.904207, 13.2311932 -8.9042136, 13.2311722 -8.904135699999999, 13.2312958 -8.904103299999999, 13.2313168 -8.9041815))"
way,419471308,,house,,,"POLYGON ((13.2316223 -8.9041231, 13.2315669 -8.9041376, 13.231569 -8.9041455, 13.2315262 -8.9041567, 13.231524 -8.9041485, 13.2314987 -8.9041552, 13.2314778 -8.904077300000001, 13.2316013 -8.904044900000001, 13.2316223 -8.9041231))"
way,419471309,,house,,,"POLYGON ((13.2313556 -8.9042089, 13.2313388 -8.904129899999999, 13.2314631 -8.9041041, 13.2314796 -8.904181700000001, 13.2314544 -8.904186899999999, 13.2314563 -8.9041958, 13.2314137 -8.904204699999999, 13.231412 -8.904197099999999, 13.2313556 -8.9042089))"
way,419471311,,house,,,"POLYGON ((13.2319832 -8.9040432, 13.2319664 -8.9039643, 13.2320908 -8.903938399999999, 13.2321073 -8.904016, 13.2320821 -8.9040213, 13.2320839 -8.904030199999999, 13.2320413 -8.9040391, 13.2320397 -8.9040315, 13.2319832 -8.9040432))"
way,419471312,,house,,,"POLYGON ((13.2319603 -8.904025000000001, 13.2319048 -8.9040395, 13.2319069 -8.904047500000001, 13.2318642 -8.9040587, 13.231862 -8.9040505, 13.2318366 -8.904057099999999, 13.2318157 -8.9039792, 13.2319393 -8.9039468, 13.2319603 -8.904025000000001))"
way,419471313,,house,,,"POLYGON ((13.2317399 -8.904371599999999, 13.2317233 -8.904294, 13.231851 -8.9042672, 13.2318677 -8.9043449, 13.2317399 -8.904371599999999))"
way,419471315,,house,,,"POLYGON ((13.2314178 -8.903772, 13.2314012 -8.9036951, 13.231524 -8.9036691, 13.2315407 -8.903746, 13.2314178 -8.903772))"
way,419471317,,house,,,"POLYGON ((13.231281 -8.903838199999999, 13.2312644 -8.9037614, 13.2313872 -8.9037354, 13.2314039 -8.903812200000001, 13.231281 -8.903838199999999))"
way,419471318,,house,,,"POLYGON ((13.2312032 -8.903549399999999, 13.2311866 -8.903472499999999, 13.2313094 -8.903446600000001, 13.2313261 -8.903523399999999, 13.2312032 -8.903549399999999))"
way,419471319,,house,,,"POLYGON ((13.2307419 -8.903676600000001, 13.2307252 -8.903599699999999, 13.2308481 -8.903573700000001, 13.2308647 -8.903650600000001, 13.2307419 -8.903676600000001))"
way,419471320,,house,,,"POLYGON ((13.231513 -8.9034646, 13.2314964 -8.9033877, 13.2316192 -8.903361800000001, 13.2316359 -8.903438599999999, 13.231513 -8.9034646))"
way,419471321,,house,,,"POLYGON ((13.2323847 -8.9035454, 13.2323681 -8.903468500000001, 13.2324909 -8.9034426, 13.2325076 -8.9035194, 13.2323847 -8.9035454))"
way,419471322,,house,,,"POLYGON ((13.2318362 -8.903378399999999, 13.2318196 -8.903301600000001, 13.2319424 -8.903275600000001, 13.2319591 -8.9033525, 13.2318362 -8.903378399999999))"
way,419471323,,house,,,"POLYGON ((13.2316927 -8.903449999999999, 13.2316761 -8.9033731, 13.2317989 -8.903347200000001, 13.2318156 -8.903423999999999, 13.2316927 -8.903449999999999))"
way,419471324,,house,,,"POLYGON ((13.2318652 -8.9037129, 13.231789 -8.9037357, 13.2317526 -8.903616899999999, 13.2318287 -8.903594099999999, 13.2318652 -8.9037129))"
way,419471325,,house,,,"POLYGON ((13.2324405 -8.903327300000001, 13.2323644 -8.903350100000001, 13.2323279 -8.903231399999999, 13.232404 -8.9032085, 13.2324405 -8.903327300000001))"
way,419471326,,house,,,"POLYGON ((13.2311719 -8.903734500000001, 13.2311918 -8.903787700000001, 13.2311996 -8.9037849, 13.2312149 -8.903825899999999, 13.2312069 -8.903828799999999, 13.231216 -8.903853099999999, 13.2311394 -8.903881, 13.2310951 -8.9037626, 13.2311719 -8.903734500000001))"
way,419471328,,house,,,"POLYGON ((13.2310617 -8.9037735, 13.231081 -8.903851899999999, 13.2309576 -8.9038816, 13.2309385 -8.903804600000001, 13.2309636 -8.903798500000001, 13.2309614 -8.903789700000001, 13.2310038 -8.903779500000001, 13.2310056 -8.903786999999999, 13.2310617 -8.9037735))"
way,419471329,,house,,,"POLYGON ((13.2316998 -8.903616100000001, 13.2317192 -8.9036945, 13.2315957 -8.9037243, 13.2315767 -8.9036472, 13.2316018 -8.903641199999999, 13.2315996 -8.9036323, 13.2316419 -8.9036221, 13.2316438 -8.9036296, 13.2316998 -8.903616100000001))"
way,419471330,,house,,,"POLYGON ((13.2320136 -8.9035631, 13.232033 -8.903641500000001, 13.2319095 -8.903671299999999, 13.2318905 -8.903594200000001, 13.2319156 -8.9035882, 13.2319134 -8.903579300000001, 13.2319557 -8.9035691, 13.2319576 -8.903576599999999, 13.2320136 -8.9035631))"
way,419471331,,house,,,"POLYGON ((13.2314859 -8.903499500000001, 13.2314304 -8.9035139, 13.2314325 -8.903521899999999, 13.2313898 -8.903532999999999, 13.2313876 -8.9035248, 13.2313622 -8.9035314, 13.2313415 -8.9034534, 13.2314651 -8.9034213, 13.2314859 -8.903499500000001))"
way,419471332,,house,,,"POLYGON ((13.2311877 -8.903578599999999, 13.2311322 -8.903593000000001, 13.2311344 -8.903601, 13.2310916 -8.9036121, 13.2310894 -8.9036039, 13.231064 -8.903610499999999, 13.2310433 -8.903532500000001, 13.2311669 -8.9035004, 13.2311877 -8.903578599999999))"
way,419471333,,house,,,"POLYGON ((13.2321371 -8.9033406, 13.2320815 -8.9033547, 13.2320836 -8.903362599999999, 13.2320407 -8.9033734, 13.2320386 -8.9033652, 13.2320132 -8.9033716, 13.231993 -8.9032935, 13.2321168 -8.9032623, 13.2321371 -8.9033406))"
way,419471334,,house,,,"POLYGON ((13.2321677 -8.903309, 13.2321536 -8.9032295, 13.2322788 -8.9032079, 13.2322926 -8.903286, 13.2322672 -8.903290399999999, 13.2322688 -8.9032994, 13.2322259 -8.903306799999999, 13.2322245 -8.903299199999999, 13.2321677 -8.903309))"
way,419471335,,house,,,"POLYGON ((13.2320443 -8.903588299999999, 13.2320999 -8.9035744, 13.2320979 -8.9035665, 13.2321408 -8.903555799999999, 13.2321429 -8.903563999999999, 13.2321683 -8.9035577, 13.2321882 -8.903635899999999, 13.2320643 -8.9036667, 13.2320443 -8.903588299999999))"
way,419471336,,house,,,"POLYGON ((13.2322399 -8.903627500000001, 13.2322233 -8.9035507, 13.2323461 -8.9035247, 13.2323627 -8.9036016, 13.2322399 -8.903627500000001))"
way,419471337,,house,,,"POLYGON ((13.2308759 -8.9036042, 13.2308602 -8.903525, 13.2309849 -8.903500899999999, 13.2310003 -8.9035788, 13.230975 -8.9035837, 13.2309768 -8.9035926, 13.230934 -8.903600900000001, 13.2309325 -8.903593300000001, 13.2308759 -8.9036042))"
way,419483756,,house,,,"POLYGON ((13.2307844 -8.901829899999999, 13.2307743 -8.901910000000001, 13.2308329 -8.9019172, 13.2308317 -8.901926, 13.2308673 -8.901930399999999, 13.2308684 -8.9019218, 13.2308973 -8.9019254, 13.2309075 -8.9018452, 13.2307844 -8.901829899999999))"
way,419483757,,yes,Pipocas e Sumo da Banda,,"POLYGON ((13.2309038 -8.901719099999999, 13.2308937 -8.9017991, 13.2309523 -8.9018064, 13.2309511 -8.9018152, 13.2309867 -8.9018196, 13.2309878 -8.901811, 13.2310167 -8.9018146, 13.2310269 -8.9017344, 13.2309038 -8.901719099999999))"
way,419483758,,house,,,"POLYGON ((13.2311472 -8.901456, 13.2311033 -8.9015241, 13.2311531 -8.901555399999999, 13.2311483 -8.9015629, 13.2311785 -8.9015819, 13.2311832 -8.9015746, 13.2312078 -8.901590000000001, 13.2312517 -8.901521900000001, 13.2311472 -8.901456))"
way,419483760,,house,,,"POLYGON ((13.2313657 -8.901407799999999, 13.2313102 -8.9013486, 13.2312669 -8.9013882, 13.2312608 -8.9013817, 13.2312345 -8.9014057, 13.2312405 -8.9014121, 13.2312191 -8.9014316, 13.2312747 -8.901491, 13.2313657 -8.901407799999999))"
way,419483761,,house,,,"POLYGON ((13.2317262 -8.900917400000001, 13.2317178 -8.9009976, 13.2317765 -8.9010037, 13.2317756 -8.901012400000001, 13.2318113 -8.9010161, 13.2318122 -8.9010075, 13.2318411 -8.901010400000001, 13.2318495 -8.900930000000001, 13.2317262 -8.900917400000001))"
way,419483763,,house,,,"POLYGON ((13.2318231 -8.9008631, 13.2318315 -8.900793800000001, 13.2318973 -8.900801700000001, 13.2318993 -8.9007858, 13.2319366 -8.900790199999999, 13.2319346 -8.9008068, 13.2319614 -8.9008099, 13.231953 -8.900878499999999, 13.2318231 -8.9008631))"
way,419483765,,house,,,"POLYGON ((13.2316546 -8.9007781, 13.2316125 -8.9008444, 13.2315567 -8.9008097, 13.2315481 -8.900823300000001, 13.2315164 -8.900803700000001, 13.2315253 -8.900789700000001, 13.2315024 -8.9007755, 13.2315442 -8.900709600000001, 13.2316546 -8.9007781))"
way,419483766,,house,,,"POLYGON ((13.2314129 -8.9010067, 13.2313909 -8.901072900000001, 13.2313279 -8.9010526, 13.2313229 -8.9010677, 13.2312871 -8.901056199999999, 13.2312923 -8.901040399999999, 13.2312667 -8.9010321, 13.2312885 -8.900966499999999, 13.2314129 -8.9010067))"
way,419483768,,house,,,"POLYGON ((13.231591 -8.901104800000001, 13.2316046 -8.901036400000001, 13.2316697 -8.901049, 13.2316728 -8.901033399999999, 13.2317098 -8.9010406, 13.2317065 -8.9010569, 13.2317329 -8.901062, 13.2317194 -8.9011298, 13.231591 -8.901104800000001))"
way,419483769,,house,,,"POLYGON ((13.2308086 -8.901541699999999, 13.2307968 -8.901610399999999, 13.2307314 -8.9015995, 13.2307287 -8.9016152, 13.2306916 -8.901609000000001, 13.2306944 -8.901592600000001, 13.2306679 -8.901588200000001, 13.2306795 -8.901520100000001, 13.2308086 -8.901541699999999))"
way,419483771,,house,,,"POLYGON ((13.2302361 -8.902015499999999, 13.2302888 -8.901969100000001, 13.2303329 -8.902018, 13.230345 -8.9020074, 13.2303701 -8.902035100000001, 13.2303575 -8.902046199999999, 13.2303754 -8.902066, 13.2303232 -8.902112000000001, 13.2302361 -8.902015499999999))"
way,419483773,,house,,,"POLYGON ((13.2306574 -8.902006399999999, 13.2306734 -8.9019385, 13.230738 -8.901953300000001, 13.2307416 -8.901937800000001, 13.2307783 -8.901946199999999, 13.2307745 -8.9019624, 13.2308007 -8.901968399999999, 13.2307849 -8.902035700000001, 13.2306574 -8.902006399999999))"
way,419483774,,house,,,"POLYGON ((13.2309832 -8.901635499999999, 13.2310346 -8.9015877, 13.2310801 -8.9016354, 13.2310918 -8.901624399999999, 13.2311177 -8.9016515, 13.2311054 -8.9016629, 13.2311239 -8.9016822, 13.2310731 -8.901729599999999, 13.2309832 -8.901635499999999))"
way,419483776,,house,,,"POLYGON ((13.2309562 -8.901464000000001, 13.2309283 -8.901533300000001, 13.2308665 -8.901509000000001, 13.2308606 -8.9015238, 13.2308257 -8.901510099999999, 13.2308319 -8.901494599999999, 13.230807 -8.9014849, 13.2308345 -8.9014162, 13.2309562 -8.901464000000001))"
way,419483778,,house,,,"POLYGON ((13.2307055 -8.9016506, 13.2306937 -8.901719399999999, 13.2306283 -8.9017084, 13.2306256 -8.9017242, 13.2305885 -8.9017179, 13.2305913 -8.901701600000001, 13.2305647 -8.9016971, 13.2305764 -8.901629, 13.2307055 -8.9016506))"
way,419483779,,house,,,"POLYGON ((13.2310548 -8.9013151, 13.2310465 -8.9013943, 13.2309811 -8.9013876, 13.2309794 -8.9014036, 13.2309418 -8.9013998, 13.2309435 -8.9013834, 13.2309166 -8.9013806, 13.2309248 -8.9013019, 13.2310548 -8.9013151))"
way,419483780,,house,,,"POLYGON ((13.2311827 -8.9012148, 13.2311744 -8.901294, 13.231109 -8.9012873, 13.2311073 -8.9013033, 13.2310697 -8.901299399999999, 13.2310714 -8.901282999999999, 13.2310445 -8.9012803, 13.2310527 -8.901201500000001, 13.2311827 -8.9012148))"
way,419483781,,house,,,"POLYGON ((13.2313116 -8.901104699999999, 13.2312997 -8.901183400000001, 13.2312347 -8.9011738, 13.2312323 -8.901189799999999, 13.2311949 -8.901184300000001, 13.2311974 -8.901168, 13.2311705 -8.901164, 13.2311823 -8.901085699999999, 13.2313116 -8.901104699999999))"
way,419483782,,house,,,"POLYGON ((13.2313289 -8.9013118, 13.2313652 -8.9012431, 13.2314779 -8.9013011, 13.2314416 -8.901369799999999, 13.2313289 -8.9013118))"
way,419483783,,house,,,"POLYGON ((13.2314709 -8.9012165, 13.2314796 -8.901139499999999, 13.2316059 -8.901153499999999, 13.2315972 -8.9012305, 13.2314709 -8.9012165))"
way,419483784,,house,,,"POLYGON ((13.2311549 -8.9007272, 13.2310317 -8.900692400000001, 13.2310107 -8.9007647, 13.2310643 -8.9007799, 13.2310604 -8.9007933, 13.2311068 -8.9008065, 13.2311103 -8.9007945, 13.2311335 -8.900801100000001, 13.2311549 -8.9007272))"
way,419483785,,house,,,"POLYGON ((13.2306539 -8.9012008, 13.2305609 -8.9011136, 13.2305084 -8.901168200000001, 13.2305489 -8.9012061, 13.2305391 -8.9012162, 13.2305742 -8.901249099999999, 13.2305828 -8.901240100000001, 13.2306003 -8.901256500000001, 13.2306539 -8.9012008))"
way,419483786,,house,,,"POLYGON ((13.230435 -8.9013908, 13.230313 -8.9013518, 13.2302896 -8.9014235, 13.2303426 -8.9014404, 13.2303383 -8.901453699999999, 13.2303842 -8.901468400000001, 13.2303881 -8.901456599999999, 13.2304111 -8.9014639, 13.230435 -8.9013908))"
way,419483787,,house,,,"POLYGON ((13.2303393 -8.9015059, 13.2302143 -8.901477699999999, 13.2301974 -8.901551100000001, 13.2302517 -8.901563400000001, 13.2302485 -8.901577, 13.2302956 -8.901587599999999, 13.2302984 -8.9015755, 13.230322 -8.9015808, 13.2303393 -8.9015059))"
way,419483788,,house,,,"POLYGON ((13.2297564 -8.9011522, 13.2296294 -8.9011347, 13.2296189 -8.9012093, 13.2296741 -8.9012169, 13.2296722 -8.901230699999999, 13.22972 -8.9012373, 13.2297218 -8.901225, 13.2297457 -8.9012283, 13.2297564 -8.9011522))"
way,419483789,,house,,,"POLYGON ((13.2306788 -8.900229899999999, 13.2305519 -8.9002123, 13.2305413 -8.9002868, 13.2305965 -8.900294499999999, 13.2305945 -8.900308300000001, 13.2306424 -8.900315000000001, 13.2306441 -8.900302699999999, 13.230668 -8.900306, 13.2306788 -8.900229899999999))"
way,419483790,,house,,,"POLYGON ((13.2302249 -8.8997776, 13.2300992 -8.899752700000001, 13.2300842 -8.8998265, 13.2301388 -8.899837399999999, 13.230136 -8.899851, 13.2301834 -8.899860500000001, 13.2301859 -8.8998483, 13.2302095 -8.899853, 13.2302249 -8.8997776))"
way,419483791,,house,,,"POLYGON ((13.230431 -8.899563300000001, 13.230317 -8.899489600000001, 13.2302759 -8.899551799999999, 13.2303294 -8.899586299999999, 13.2303217 -8.8995979, 13.2303621 -8.8996241, 13.2303691 -8.8996136, 13.2303892 -8.899626599999999, 13.230431 -8.899563300000001))"
way,419483792,,house,,,"POLYGON ((13.2303701 -8.8992098, 13.230235 -8.899193500000001, 13.2302247 -8.899277400000001, 13.2302811 -8.8992842, 13.2302794 -8.899297799999999, 13.230327 -8.8993035, 13.2303285 -8.8992909, 13.2303597 -8.8992947, 13.2303701 -8.8992098))"
way,419483793,,house,,,"POLYGON ((13.2295074 -8.900441000000001, 13.2293806 -8.9004224, 13.2293695 -8.9004969, 13.2294246 -8.900505000000001, 13.2294225 -8.9005188, 13.2294703 -8.9005258, 13.2294721 -8.900513500000001, 13.229496 -8.900517000000001, 13.2295074 -8.900441000000001))"
way,419483794,,house,,,"POLYGON ((13.2291503 -8.900792300000001, 13.2290237 -8.9007722, 13.2290117 -8.900846599999999, 13.2290667 -8.9008553, 13.2290645 -8.9008691, 13.2291121 -8.9008767, 13.2291141 -8.9008644, 13.229138 -8.9008682, 13.2291503 -8.900792300000001))"
way,419483795,,house,,,"POLYGON ((13.2288184 -8.9002163, 13.2286909 -8.900202800000001, 13.2286828 -8.9002777, 13.2287382 -8.9002836, 13.2287367 -8.900297399999999, 13.2287847 -8.9003025, 13.2287861 -8.900290200000001, 13.2288101 -8.9002927, 13.2288184 -8.9002163))"
way,419483796,,house,,,"POLYGON ((13.2289372 -8.900100699999999, 13.2288098 -8.9000872, 13.2288016 -8.900162099999999, 13.228857 -8.900168000000001, 13.2288555 -8.9001819, 13.2289036 -8.9001869, 13.2289049 -8.9001746, 13.2289289 -8.900177100000001, 13.2289372 -8.900100699999999))"
way,419483797,,house,,,"POLYGON ((13.2290308 -8.8999864, 13.2289103 -8.8999431, 13.2288843 -8.9000138, 13.2289366 -8.900032599999999, 13.2289318 -8.900045799999999, 13.2289772 -8.9000621, 13.2289815 -8.9000504, 13.2290042 -8.900058599999999, 13.2290308 -8.8999864))"
way,419483798,,house,,,"POLYGON ((13.2292813 -8.8997595, 13.2291558 -8.899733899999999, 13.2291404 -8.899807600000001, 13.229195 -8.8998188, 13.2291921 -8.899832399999999, 13.2292394 -8.899842100000001, 13.229242 -8.8998299, 13.2292656 -8.8998347, 13.2292813 -8.8997595))"
