element_type,osmid,amenity,building,name,tourism,geometry
way,95786976,,yes,,,"POLYGON ((13.2662383 -8.8958937, 13.26613 -8.8957961, 13.2661545 -8.895769599999999, 13.2661673 -8.895781100000001, 13.2661855 -8.8957614, 13.2661727 -8.8957499, 13.2661984 -8.8957221, 13.2662771 -8.895792999999999, 13.2662342 -8.8958394, 13.2662638 -8.895866099999999, 13.2662383 -8.8958937))"
way,95786977,,yes,,,"POLYGON ((13.2654642 -8.8964353, 13.2654315 -8.896406000000001, 13.2654641 -8.8963705, 13.2654968 -8.8963999, 13.2654642 -8.8964353))"
way,95786979,,yes,,,"POLYGON ((13.263264 -8.8988801, 13.263245 -8.8987365, 13.2632811 -8.8987319, 13.2632833 -8.8987488, 13.2633101 -8.8987453, 13.2633079 -8.8987284, 13.2633456 -8.898723499999999, 13.2633594 -8.898827900000001, 13.2632964 -8.8988361, 13.2633016 -8.8988753, 13.263264 -8.8988801))"
way,95786980,,yes,,,"POLYGON ((13.266498 -8.899979500000001, 13.2666041 -8.900079399999999, 13.2665789 -8.9001055, 13.2665665 -8.900093699999999, 13.2665478 -8.900112999999999, 13.2665603 -8.9001248, 13.266534 -8.900152, 13.2664569 -8.9000793, 13.2665008 -8.9000339, 13.2664719 -8.900006599999999, 13.266498 -8.899979500000001))"
way,95786983,,yes,,,"POLYGON ((13.2653977 -8.8980745, 13.2654993 -8.8979701, 13.2655255 -8.897995, 13.2655136 -8.8980073, 13.265533 -8.898025799999999, 13.265545 -8.898013499999999, 13.2655724 -8.898039499999999, 13.2654986 -8.8981154, 13.2654528 -8.8980719, 13.265425 -8.898100400000001, 13.2653977 -8.8980745))"
way,95786984,,yes,,,"POLYGON ((13.2671447 -8.895607, 13.2670432 -8.8957116, 13.2670169 -8.895686700000001, 13.2670289 -8.8956743, 13.2670094 -8.8956559, 13.2669975 -8.895668199999999, 13.26697 -8.895642199999999, 13.2670437 -8.895566199999999, 13.2670896 -8.8956097, 13.2671173 -8.895581099999999, 13.2671447 -8.895607))"
way,95786986,,yes,,,"POLYGON ((13.2634312 -8.896358599999999, 13.2635767 -8.896340500000001, 13.2635812 -8.896376200000001, 13.2635641 -8.8963783, 13.2635674 -8.896404799999999, 13.2635846 -8.896402699999999, 13.2635893 -8.89644, 13.2634836 -8.8964531, 13.2634757 -8.896390800000001, 13.263436 -8.896395699999999, 13.2634312 -8.896358599999999))"
way,95786987,,yes,,,"POLYGON ((13.2674954 -8.8968379, 13.2673962 -8.896944599999999, 13.2673694 -8.8969202, 13.2673811 -8.8969077, 13.2673612 -8.8968896, 13.2673495 -8.8969022, 13.2673215 -8.896876799999999, 13.2673935 -8.8967992, 13.2674404 -8.8968417, 13.2674675 -8.896812600000001, 13.2674954 -8.8968379))"
way,95786991,,yes,,,"POLYGON ((13.2675242 -8.8988894, 13.2676325 -8.898987099999999, 13.2676079 -8.8990136, 13.2675952 -8.899002100000001, 13.267577 -8.8990218, 13.2675897 -8.899033299999999, 13.2675641 -8.899061100000001, 13.2674854 -8.898990100000001, 13.2675282 -8.8989437, 13.2674987 -8.8989171, 13.2675242 -8.8988894))"
way,95786992,,yes,,,"POLYGON ((13.2644719 -8.899079499999999, 13.2645711 -8.8989729, 13.2645979 -8.8989972, 13.2645863 -8.8990098, 13.2646061 -8.899027800000001, 13.2646178 -8.8990153, 13.2646458 -8.8990407, 13.2645737 -8.8991182, 13.2645269 -8.899075699999999, 13.2644998 -8.8991048, 13.2644719 -8.899079499999999))"
way,95786995,,yes,,,"POLYGON ((13.2679783 -8.898394100000001, 13.2680866 -8.8984918, 13.268062 -8.898518299999999, 13.2680493 -8.8985068, 13.2680311 -8.898526499999999, 13.2680438 -8.898538, 13.2680182 -8.8985658, 13.2679395 -8.898494899999999, 13.2679823 -8.898448399999999, 13.2679528 -8.898421799999999, 13.2679783 -8.898394100000001))"
way,95787001,,yes,,,"POLYGON ((13.2663013 -8.899927699999999, 13.266193 -8.899830100000001, 13.2662176 -8.8998036, 13.2662303 -8.8998151, 13.2662485 -8.8997954, 13.2662358 -8.899783899999999, 13.2662614 -8.899756099999999, 13.2663401 -8.899827, 13.2662973 -8.899873400000001, 13.2663269 -8.8999001, 13.2663013 -8.899927699999999))"
way,95787003,,yes,,,"POLYGON ((13.2630413 -8.8982332, 13.2630223 -8.8980896, 13.2630584 -8.898085, 13.2630606 -8.8981019, 13.2630874 -8.8980984, 13.2630851 -8.8980815, 13.2631229 -8.8980766, 13.2631367 -8.898180999999999, 13.2630737 -8.898189199999999, 13.2630789 -8.898228400000001, 13.2630413 -8.8982332))"
way,95787007,,yes,,,"POLYGON ((13.2660515 -8.8960975, 13.2659432 -8.8959999, 13.2659677 -8.8959733, 13.2659805 -8.895984800000001, 13.2659987 -8.8959651, 13.2659859 -8.8959536, 13.2660116 -8.895925800000001, 13.2660903 -8.895996800000001, 13.2660474 -8.896043199999999, 13.266077 -8.896069799999999, 13.2660515 -8.8960975))"
way,95787008,,yes,,,"POLYGON ((13.2668958 -8.8969518, 13.2669973 -8.896847299999999, 13.2670236 -8.896872200000001, 13.2670116 -8.896884500000001, 13.2670311 -8.896903, 13.267043 -8.8968907, 13.2670705 -8.8969168, 13.2669967 -8.8969927, 13.2669508 -8.8969492, 13.2669231 -8.896977700000001, 13.2668958 -8.8969518))"
way,95787010,,yes,,,"POLYGON ((13.2665441 -8.898667700000001, 13.2664358 -8.898570100000001, 13.2664603 -8.8985436, 13.2664731 -8.898555099999999, 13.2664913 -8.8985354, 13.2664785 -8.898523900000001, 13.2665042 -8.898496099999999, 13.2665829 -8.898567, 13.26654 -8.8986134, 13.2665696 -8.8986401, 13.2665441 -8.898667700000001))"
way,95787012,,yes,,,"POLYGON ((13.2634286 -8.8983367, 13.2634467 -8.8984805, 13.2634106 -8.8984849, 13.2634085 -8.898467999999999, 13.2633817 -8.898471300000001, 13.2633838 -8.898488199999999, 13.263346 -8.8984928, 13.2633329 -8.8983884, 13.263396 -8.898380599999999, 13.2633911 -8.8983414, 13.2634286 -8.8983367))"
way,95787015,,yes,,,"POLYGON ((13.2677046 -8.898682300000001, 13.2678107 -8.898782199999999, 13.2677856 -8.898808300000001, 13.2677731 -8.8987965, 13.2677545 -8.898815799999999, 13.267767 -8.898827600000001, 13.2677407 -8.898854800000001, 13.2676636 -8.8987821, 13.2677075 -8.898736700000001, 13.2676785 -8.8987093, 13.2677046 -8.898682300000001))"
way,95787017,,yes,,,"POLYGON ((13.2624546 -8.898984, 13.2624356 -8.898840399999999, 13.2624717 -8.898835699999999, 13.2624739 -8.8988526, 13.2625007 -8.898849200000001, 13.2624985 -8.898832199999999, 13.2625362 -8.8988274, 13.26255 -8.8989317, 13.262487 -8.8989399, 13.2624922 -8.8989791, 13.2624546 -8.898984))"
way,95787022,,yes,,,"POLYGON ((13.2657717 -8.896398100000001, 13.2656634 -8.896300500000001, 13.2656879 -8.896273900000001, 13.2657007 -8.8962854, 13.2657188 -8.896265700000001, 13.2657061 -8.8962542, 13.2657317 -8.896226499999999, 13.2658105 -8.8962974, 13.2657676 -8.8963438, 13.2657972 -8.8963705, 13.2657717 -8.896398100000001))"
way,95787025,,yes,,,"POLYGON ((13.2635122 -8.897024800000001, 13.2636576 -8.8970067, 13.2636622 -8.8970424, 13.263645 -8.897044599999999, 13.2636484 -8.897071, 13.2636655 -8.897068900000001, 13.2636703 -8.8971062, 13.2635646 -8.8971193, 13.2635567 -8.897057, 13.2635169 -8.897061900000001, 13.2635122 -8.897024800000001))"
way,95787028,,yes,,,"POLYGON ((13.26755 -8.8995864, 13.2674417 -8.8994888, 13.2674662 -8.8994622, 13.2674789 -8.8994737, 13.2674971 -8.899454, 13.2674844 -8.899442499999999, 13.26751 -8.899414699999999, 13.2675887 -8.8994857, 13.2675459 -8.8995321, 13.2675755 -8.8995587, 13.26755 -8.8995864))"
way,95787029,,yes,,,"POLYGON ((13.2678999 -8.897200099999999, 13.2678008 -8.897306800000001, 13.2677739 -8.8972824, 13.2677856 -8.8972699, 13.2677657 -8.897251799999999, 13.2677541 -8.897264399999999, 13.267726 -8.897239000000001, 13.2677981 -8.8971614, 13.2678449 -8.897203899999999, 13.267872 -8.8971748, 13.2678999 -8.897200099999999))"
way,95787030,,yes,,,"POLYGON ((13.2632611 -8.896592, 13.2631156 -8.8966102, 13.2631111 -8.8965745, 13.2631282 -8.8965724, 13.2631248 -8.8965459, 13.2631077 -8.896547999999999, 13.2631029 -8.8965107, 13.2632086 -8.896497500000001, 13.2632166 -8.8965599, 13.2632563 -8.8965549, 13.2632611 -8.896592))"
way,95787031,,yes,,,"POLYGON ((13.2645843 -8.8980452, 13.2646926 -8.8981429, 13.264668 -8.8981694, 13.2646553 -8.898157899999999, 13.2646371 -8.8981776, 13.2646498 -8.8981891, 13.2646242 -8.8982169, 13.2645455 -8.898145899999999, 13.2645884 -8.898099500000001, 13.2645588 -8.898072900000001, 13.2645843 -8.8980452))"
way,95787032,,yes,,,"POLYGON ((13.2670961 -8.897142000000001, 13.2671953 -8.8970354, 13.2672221 -8.897059799999999, 13.2672104 -8.8970723, 13.2672303 -8.8970904, 13.267242 -8.8970778, 13.26727 -8.897103299999999, 13.2671979 -8.897180799999999, 13.2671511 -8.897138200000001, 13.267124 -8.897167400000001, 13.2670961 -8.897142000000001))"
way,95787036,,yes,,,"POLYGON ((13.2678727 -8.8982283, 13.2677644 -8.898130800000001, 13.267789 -8.898104200000001, 13.2678017 -8.8981157, 13.2678199 -8.898096000000001, 13.2678071 -8.8980845, 13.2678328 -8.8980567, 13.2679115 -8.8981276, 13.2678687 -8.898173999999999, 13.2678982 -8.8982007, 13.2678727 -8.8982283))"
way,95787038,,yes,,,"POLYGON ((13.2658817 -8.900363799999999, 13.2659809 -8.9002572, 13.2660077 -8.9002815, 13.265996 -8.9002941, 13.2660159 -8.900312100000001, 13.2660276 -8.9002996, 13.2660556 -8.900325, 13.2659835 -8.9004025, 13.2659367 -8.900359999999999, 13.2659096 -8.9003891, 13.2658817 -8.900363799999999))"
way,95787039,,yes,,,"POLYGON ((13.2658496 -8.898721200000001, 13.2657481 -8.8988257, 13.2657219 -8.8988008, 13.2657338 -8.8987885, 13.2657143 -8.8987701, 13.2657024 -8.8987824, 13.2656749 -8.898756300000001, 13.2657487 -8.8986804, 13.2657946 -8.8987239, 13.2658223 -8.8986953, 13.2658496 -8.898721200000001))"
way,95787040,,yes,,,"POLYGON ((13.2649308 -8.8985792, 13.26503 -8.8984725, 13.2650568 -8.8984969, 13.2650451 -8.8985094, 13.265065 -8.8985275, 13.2650767 -8.8985149, 13.2651047 -8.8985404, 13.2650326 -8.8986179, 13.2649858 -8.898575299999999, 13.2649587 -8.898604499999999, 13.2649308 -8.8985792))"
way,95787044,,yes,,,"POLYGON ((13.268294 -8.8987911, 13.2681857 -8.8986935, 13.2682102 -8.8986669, 13.268223 -8.8986784, 13.2682412 -8.8986587, 13.2682284 -8.898647199999999, 13.2682541 -8.898619399999999, 13.2683328 -8.8986904, 13.2682899 -8.8987368, 13.2683195 -8.898763499999999, 13.268294 -8.8987911))"
way,95787046,,yes,,,"POLYGON ((13.2673216 -8.898828999999999, 13.2672155 -8.898728999999999, 13.2672406 -8.898702999999999, 13.2672531 -8.8987148, 13.2672718 -8.898695500000001, 13.2672593 -8.898683699999999, 13.2672855 -8.8986565, 13.2673627 -8.898729100000001, 13.2673188 -8.898774599999999, 13.2673478 -8.8988019, 13.2673216 -8.898828999999999))"
way,95787049,,yes,,,"POLYGON ((13.2679648 -8.8963432, 13.2678633 -8.8964477, 13.267837 -8.8964228, 13.267849 -8.8964105, 13.2678295 -8.8963921, 13.2678175 -8.8964044, 13.2677901 -8.8963783, 13.2678638 -8.8963024, 13.2679097 -8.8963459, 13.2679374 -8.8963173, 13.2679648 -8.8963432))"
way,95787053,,yes,,,"POLYGON ((13.2658005 -8.898448200000001, 13.2658997 -8.8983416, 13.2659265 -8.8983659, 13.2659148 -8.8983785, 13.2659347 -8.8983965, 13.2659464 -8.898384, 13.2659744 -8.8984094, 13.2659023 -8.8984869, 13.2658555 -8.898444400000001, 13.2658284 -8.8984735, 13.2658005 -8.898448200000001))"
way,95787055,,yes,,,"POLYGON ((13.2621834 -8.899020200000001, 13.2621643 -8.898876599999999, 13.2622004 -8.898872000000001, 13.2622027 -8.898888899999999, 13.2622295 -8.898885399999999, 13.2622272 -8.898868500000001, 13.262265 -8.8988636, 13.2622788 -8.898968, 13.2622157 -8.8989761, 13.2622209 -8.8990154, 13.2621834 -8.899020200000001))"
way,95787058,,yes,,,"POLYGON ((13.265205 -8.8989726, 13.2651059 -8.8990793, 13.265079 -8.899055000000001, 13.2650907 -8.899042400000001, 13.2650708 -8.8990244, 13.2650592 -8.899037, 13.2650311 -8.8990115, 13.2651032 -8.898934000000001, 13.26515 -8.8989765, 13.2651771 -8.8989473, 13.265205 -8.8989726))"
way,95787060,,yes,,,"POLYGON ((13.2676406 -8.899484899999999, 13.2675323 -8.899387300000001, 13.2675569 -8.899360700000001, 13.2675696 -8.8993722, 13.2675878 -8.899352500000001, 13.2675751 -8.899341, 13.2676007 -8.8993132, 13.2676794 -8.899384100000001, 13.2676366 -8.899430600000001, 13.2676662 -8.899457200000001, 13.2676406 -8.899484899999999))"
way,95787063,,yes,,,"POLYGON ((13.2634504 -8.8981838, 13.2634314 -8.898040200000001, 13.2634675 -8.898035500000001, 13.2634697 -8.8980525, 13.2634965 -8.898049, 13.2634943 -8.8980321, 13.263532 -8.8980272, 13.2635458 -8.898131599999999, 13.2634828 -8.8981397, 13.263488 -8.898179000000001, 13.2634504 -8.8981838))"
way,95787064,,yes,,,"POLYGON ((13.2656201 -8.8967542, 13.2656496 -8.896723, 13.2657713 -8.8968358, 13.2657418 -8.896866899999999, 13.2656201 -8.8967542))"
way,95787066,,yes,,,"POLYGON ((13.2626774 -8.897577, 13.2626635 -8.897474799999999, 13.2627473 -8.897463699999999, 13.2627612 -8.8975659, 13.2626774 -8.897577))"
way,95787067,,yes,,,"POLYGON ((13.2626036 -8.896808800000001, 13.2624582 -8.896826900000001, 13.2624536 -8.8967913, 13.2624707 -8.896789099999999, 13.2624673 -8.8967627, 13.2624502 -8.8967648, 13.2624454 -8.896727500000001, 13.2625511 -8.896714299999999, 13.2625591 -8.896776600000001, 13.2625988 -8.8967717, 13.2626036 -8.896808800000001))"
way,95787071,,yes,,,"POLYGON ((13.2684845 -8.898586699999999, 13.2683762 -8.898489100000001, 13.2684007 -8.898462500000001, 13.2684135 -8.898474, 13.2684316 -8.898454299999999, 13.2684189 -8.8984428, 13.2684445 -8.898415, 13.2685233 -8.898485900000001, 13.2684804 -8.898532400000001, 13.26851 -8.898559000000001, 13.2684845 -8.898586699999999))"
way,95787073,,yes,,,"POLYGON ((13.2669189 -8.8982642, 13.2668106 -8.8981666, 13.2668351 -8.898140100000001, 13.2668479 -8.8981516, 13.2668661 -8.898131899999999, 13.2668533 -8.8981204, 13.266879 -8.8980926, 13.2669577 -8.898163500000001, 13.2669148 -8.898209899999999, 13.2669444 -8.898236600000001, 13.2669189 -8.8982642))"
way,95787075,,yes,,,"POLYGON ((13.2646708 -8.898587300000001, 13.2645717 -8.898694000000001, 13.2645449 -8.8986696, 13.2645566 -8.898657099999999, 13.2645367 -8.898638999999999, 13.264525 -8.898651600000001, 13.264497 -8.898626200000001, 13.264569 -8.8985486, 13.2646159 -8.898591100000001, 13.2646429 -8.898562, 13.2646708 -8.898587300000001))"
way,95787078,,yes,,,"POLYGON ((13.2649698 -8.899534299999999, 13.2650714 -8.8994298, 13.2650976 -8.8994547, 13.2650857 -8.899467, 13.2651051 -8.899485500000001, 13.2651171 -8.899473199999999, 13.2651446 -8.8994993, 13.2650708 -8.899575199999999, 13.2650249 -8.8995316, 13.2649972 -8.8995602, 13.2649698 -8.899534299999999))"
way,95787080,,yes,,,"POLYGON ((13.2636045 -8.897665399999999, 13.2636194 -8.897809499999999, 13.2635831 -8.8978131, 13.2635814 -8.897796100000001, 13.2635545 -8.8977989, 13.2635563 -8.8978158, 13.2635184 -8.8978196, 13.2635076 -8.8977149, 13.2635709 -8.8977086, 13.2635668 -8.897669199999999, 13.2636045 -8.897665399999999))"
way,95787082,,yes,,,"POLYGON ((13.2626199 -8.896940799999999, 13.2624745 -8.896959000000001, 13.2624699 -8.896923299999999, 13.262487 -8.8969212, 13.2624836 -8.896894700000001, 13.2624665 -8.8968969, 13.2624617 -8.8968595, 13.2625674 -8.8968463, 13.2625754 -8.896908699999999, 13.2626151 -8.896903699999999, 13.2626199 -8.896940799999999))"
way,95787085,,yes,,,"POLYGON ((13.2667391 -8.898731400000001, 13.2668473 -8.898828999999999, 13.2668228 -8.898855599999999, 13.26681 -8.8988441, 13.2667918 -8.898863800000001, 13.2668046 -8.8988753, 13.2667789 -8.8989031, 13.2667002 -8.8988321, 13.2667431 -8.898785699999999, 13.2667135 -8.898759, 13.2667391 -8.898731400000001))"
way,95787086,,yes,,,"POLYGON ((13.2634763 -8.8967542, 13.2636218 -8.896736199999999, 13.2636263 -8.896771899999999, 13.2636092 -8.896774000000001, 13.2636125 -8.8968004, 13.2636297 -8.8967983, 13.2636344 -8.896835599999999, 13.2635287 -8.896848800000001, 13.2635208 -8.8967864, 13.2634811 -8.8967914, 13.2634763 -8.8967542))"
way,95787089,,yes,,,"POLYGON ((13.2669962 -8.900185799999999, 13.2668879 -8.900088200000001, 13.2669124 -8.900061600000001, 13.2669252 -8.9000731, 13.2669434 -8.900053399999999, 13.2669306 -8.9000419, 13.2669563 -8.9000141, 13.267035 -8.900085000000001, 13.2669921 -8.900131399999999, 13.2670217 -8.900158100000001, 13.2669962 -8.900185799999999))"
way,95787094,,yes,,,"POLYGON ((13.2664917 -8.8965953, 13.2665909 -8.896488700000001, 13.2666177 -8.896513000000001, 13.266606 -8.8965256, 13.2666259 -8.896543599999999, 13.2666376 -8.896531100000001, 13.2666656 -8.896556500000001, 13.2665935 -8.896634000000001, 13.2665467 -8.8965915, 13.2665196 -8.8966206, 13.2664917 -8.8965953))"
way,95787095,,yes,,,"POLYGON ((13.2674514 -8.8965523, 13.2675506 -8.896445699999999, 13.2675774 -8.896470000000001, 13.2675657 -8.896482600000001, 13.2675856 -8.8965006, 13.2675973 -8.896488099999999, 13.2676253 -8.896513499999999, 13.2675532 -8.896591000000001, 13.2675064 -8.8965485, 13.2674793 -8.896577600000001, 13.2674514 -8.8965523))"
way,95787099,,yes,,,"POLYGON ((13.2638777 -8.897634999999999, 13.2638926 -8.897779, 13.2638564 -8.8977827, 13.2638546 -8.897765700000001, 13.2638278 -8.8977684, 13.2638295 -8.8977854, 13.2637917 -8.8977892, 13.2637809 -8.8976845, 13.2638441 -8.8976781, 13.2638401 -8.897638799999999, 13.2638777 -8.897634999999999))"
way,95787101,,yes,,,"POLYGON ((13.2672722 -8.899886199999999, 13.2671639 -8.899788600000001, 13.2671885 -8.899762000000001, 13.2672012 -8.8997735, 13.2672194 -8.899753799999999, 13.2672067 -8.8997423, 13.2672323 -8.8997145, 13.267311 -8.8997855, 13.2672682 -8.899831900000001, 13.2672978 -8.8998586, 13.2672722 -8.899886199999999))"
way,95787103,,yes,,,"POLYGON ((13.2633969 -8.8988602, 13.2633811 -8.8987163, 13.2634172 -8.898712400000001, 13.2634191 -8.898729299999999, 13.2634459 -8.898726399999999, 13.2634441 -8.898709500000001, 13.2634819 -8.898705400000001, 13.2634934 -8.8988101, 13.2634302 -8.898816800000001, 13.2634345 -8.898856200000001, 13.2633969 -8.8988602))"
way,95787105,,yes,,,"POLYGON ((13.2652009 -8.8978979, 13.2653001 -8.8977912, 13.2653269 -8.897815599999999, 13.2653152 -8.8978281, 13.2653351 -8.8978462, 13.2653467 -8.8978336, 13.2653748 -8.8978591, 13.2653027 -8.8979366, 13.2652559 -8.897894000000001, 13.2652288 -8.897923199999999, 13.2652009 -8.8978979))"
way,95787106,,yes,,,"POLYGON ((13.2665296 -8.896877699999999, 13.2664305 -8.896984399999999, 13.2664037 -8.896960099999999, 13.2664154 -8.8969475, 13.2663955 -8.896929500000001, 13.2663838 -8.896941999999999, 13.2663557 -8.896916600000001, 13.2664278 -8.896839099999999, 13.2664746 -8.8968816, 13.2665017 -8.8968524, 13.2665296 -8.896877699999999))"
way,95787107,,yes,,,"POLYGON ((13.2653376 -8.8989466, 13.2654368 -8.89884, 13.2654636 -8.8988643, 13.2654519 -8.898876899999999, 13.2654718 -8.8988949, 13.2654835 -8.8988824, 13.2655115 -8.8989078, 13.2654394 -8.8989853, 13.2653926 -8.8989428, 13.2653655 -8.898971899999999, 13.2653376 -8.8989466))"
way,95787108,,yes,,,"POLYGON ((13.2652782 -8.8967382, 13.2653527 -8.896656800000001, 13.2654235 -8.89672, 13.2653489 -8.896801399999999, 13.265361 -8.896812199999999, 13.2652686 -8.896913100000001, 13.2651683 -8.8968235, 13.2652607 -8.896722499999999, 13.2652782 -8.8967382))"
way,95787109,,yes,,,"POLYGON ((13.2662709 -8.8989683, 13.2661647 -8.8988684, 13.2661899 -8.898842399999999, 13.2662024 -8.898854099999999, 13.266221 -8.898834799999999, 13.2662085 -8.8988231, 13.2662348 -8.8987958, 13.2663119 -8.898868500000001, 13.266268 -8.8989139, 13.266297 -8.898941199999999, 13.2662709 -8.8989683))"
way,95787110,,yes,,,"POLYGON ((13.2671949 -8.897964699999999, 13.2670866 -8.897867099999999, 13.2671112 -8.897840499999999, 13.2671239 -8.897852, 13.2671421 -8.897832299999999, 13.2671293 -8.8978208, 13.267155 -8.897793, 13.2672337 -8.897864, 13.2671909 -8.897910400000001, 13.2672204 -8.897937000000001, 13.2671949 -8.897964699999999))"
way,95787111,,yes,,,"POLYGON ((13.2673952 -8.8967458, 13.2672961 -8.8968525, 13.2672693 -8.8968282, 13.267281 -8.8968156, 13.2672611 -8.896797599999999, 13.2672494 -8.8968101, 13.2672214 -8.8967847, 13.2672934 -8.8967072, 13.2673403 -8.896749700000001, 13.2673673 -8.896720500000001, 13.2673952 -8.8967458))"
way,95787114,,house,V10,,"POLYGON ((13.2655096 -8.8992313, 13.2654105 -8.899338, 13.2653837 -8.8993137, 13.2653954 -8.899301100000001, 13.2653755 -8.8992831, 13.2653638 -8.8992957, 13.2653357 -8.8992702, 13.2654078 -8.8991927, 13.2654546 -8.8992352, 13.2654817 -8.899206, 13.2655096 -8.8992313))"
way,95787117,,yes,,,"POLYGON ((13.2670376 -8.8973295, 13.2669361 -8.897434000000001, 13.2669098 -8.897409100000001, 13.2669218 -8.897396799999999, 13.2669023 -8.897378399999999, 13.2668903 -8.897390700000001, 13.2668629 -8.8973646, 13.2669366 -8.897288700000001, 13.2669825 -8.897332199999999, 13.2670102 -8.897303600000001, 13.2670376 -8.8973295))"
way,95787118,,yes,,,"POLYGON ((13.2665231 -8.895859, 13.2666314 -8.8959566, 13.2666069 -8.8959832, 13.2665941 -8.8959717, 13.2665759 -8.8959914, 13.2665887 -8.896002899999999, 13.266563 -8.896030700000001, 13.2664843 -8.895959700000001, 13.2665272 -8.8959133, 13.2664976 -8.895886600000001, 13.2665231 -8.895859))"
way,95787121,,yes,,,"POLYGON ((13.2643153 -8.898352300000001, 13.2644236 -8.898449899999999, 13.264399 -8.898476499999999, 13.2643863 -8.898465, 13.2643681 -8.898484699999999, 13.2643808 -8.8984962, 13.2643552 -8.898523900000001, 13.2642765 -8.898453, 13.2643193 -8.8984066, 13.2642898 -8.8983799, 13.2643153 -8.898352300000001))"
way,95787122,,yes,,,"POLYGON ((13.268343 -8.897539399999999, 13.2683387 -8.8974423, 13.2686185 -8.8974303, 13.2686228 -8.8975273, 13.268343 -8.897539399999999))"
way,95787123,,yes,,,"POLYGON ((13.2685599 -8.896895499999999, 13.2684584 -8.897, 13.2684321 -8.896975100000001, 13.2684441 -8.896962800000001, 13.2684246 -8.896944400000001, 13.2684126 -8.8969567, 13.2683852 -8.896930599999999, 13.2684589 -8.8968547, 13.2685048 -8.896898200000001, 13.2685325 -8.8968696, 13.2685599 -8.896895499999999))"
way,95787124,,yes,,,"POLYGON ((13.2664534 -8.8987693, 13.2663451 -8.8986717, 13.2663697 -8.8986451, 13.2663824 -8.898656600000001, 13.2664006 -8.8986369, 13.2663879 -8.8986254, 13.2664135 -8.8985976, 13.2664922 -8.898668499999999, 13.2664494 -8.8987149, 13.266479 -8.898741599999999, 13.2664534 -8.8987693))"
way,95787125,,yes,,,"POLYGON ((13.2625826 -8.898968, 13.2625668 -8.898823999999999, 13.2626029 -8.8988201, 13.2626048 -8.8988371, 13.2626316 -8.8988342, 13.2626298 -8.8988172, 13.2626676 -8.898813199999999, 13.2626791 -8.8989178, 13.2626159 -8.898924600000001, 13.2626202 -8.8989639, 13.2625826 -8.898968))"
way,95787126,,yes,,,"POLYGON ((13.2674753 -8.897919399999999, 13.2675836 -8.898017100000001, 13.2675591 -8.898043599999999, 13.2675463 -8.8980321, 13.2675281 -8.898051799999999, 13.2675409 -8.8980633, 13.2675152 -8.8980911, 13.2674365 -8.8980201, 13.2674794 -8.8979737, 13.2674498 -8.8979471, 13.2674753 -8.897919399999999))"
way,95787127,,yes,,,"POLYGON ((13.2666545 -8.8951402, 13.2665531 -8.8952448, 13.2665268 -8.895219900000001, 13.2665387 -8.8952075, 13.2665192 -8.8951891, 13.2665073 -8.895201399999999, 13.2664798 -8.895175399999999, 13.2665536 -8.895099399999999, 13.2665995 -8.8951429, 13.2666272 -8.895114299999999, 13.2666545 -8.8951402))"
way,95787128,,yes,,,"POLYGON ((13.2626278 -8.8982855, 13.262612 -8.898141499999999, 13.2626482 -8.8981376, 13.2626501 -8.8981546, 13.2626769 -8.8981517, 13.262675 -8.8981347, 13.2627129 -8.898130699999999, 13.2627244 -8.8982353, 13.2626612 -8.898242099999999, 13.2626655 -8.8982814, 13.2626278 -8.8982855))"
way,95787129,,yes,,,"POLYGON ((13.2677941 -8.8971108, 13.267695 -8.8972175, 13.2676682 -8.8971932, 13.2676798 -8.8971806, 13.26766 -8.8971626, 13.2676483 -8.8971752, 13.2676202 -8.8971497, 13.2676923 -8.8970722, 13.2677391 -8.897114699999999, 13.2677662 -8.897085499999999, 13.2677941 -8.8971108))"
way,95787130,,yes,,,"POLYGON ((13.266931 -8.8985257, 13.2670392 -8.898623300000001, 13.2670147 -8.898649900000001, 13.2670019 -8.898638399999999, 13.2669837 -8.8986581, 13.2669965 -8.8986696, 13.2669708 -8.8986973, 13.2668921 -8.898626399999999, 13.266935 -8.898580000000001, 13.2669054 -8.8985533, 13.266931 -8.8985257))"
way,95787131,,yes,,,"POLYGON ((13.2677499 -8.8968255, 13.2678491 -8.8967189, 13.2678759 -8.8967432, 13.2678643 -8.8967557, 13.2678841 -8.8967738, 13.2678958 -8.8967612, 13.2679238 -8.8967867, 13.2678517 -8.8968642, 13.2678049 -8.8968217, 13.2677778 -8.896850799999999, 13.2677499 -8.8968255))"
way,95787132,,yes,,,"POLYGON ((13.2630304 -8.8975332, 13.2629419 -8.897545300000001, 13.2629271 -8.8974396, 13.2630156 -8.8974276, 13.2630304 -8.8975332))"
way,95787133,,yes,,,"POLYGON ((13.2646157 -8.8976352, 13.2645165 -8.8977419, 13.2644897 -8.8977176, 13.2645014 -8.897705, 13.2644815 -8.897686999999999, 13.2644698 -8.897699599999999, 13.2644418 -8.8976741, 13.2645138 -8.8975966, 13.2645607 -8.897639099999999, 13.2645878 -8.897609900000001, 13.2646157 -8.8976352))"
