element_type,osmid,amenity,building,name,tourism,geometry
way,477732260,,yes,,,"POLYGON ((29.9676255 31.2197541, 29.9674701 31.2198264, 29.9675813 31.2199273, 29.9676966 31.2198252, 29.9676255 31.2197541))"
way,477732261,,yes,,,"POLYGON ((29.9676339 31.2197445, 29.9677153 31.219826, 29.9677682 31.2197786, 29.967699 31.2197069, 29.9676339 31.2197445))"
way,477732262,,yes,,,"POLYGON ((29.9677035 31.2196975, 29.9677768 31.2197706, 29.9678126 31.2197365, 29.9677402 31.2196655, 29.9677035 31.2196975))"
way,477732263,,yes,,,"POLYGON ((29.9677483 31.2196585, 29.96782 31.2197302, 29.9678737 31.219678, 29.9678012 31.2196091, 29.9677483 31.2196585))"
way,477732264,,yes,,,"POLYGON ((29.9678786 31.219671, 29.9679803 31.2195937, 29.9679209 31.2195262, 29.9678102 31.2196042, 29.9678786 31.219671))"
way,477732265,,yes,,,"POLYGON ((29.9677431 31.2195358, 29.9678551 31.2194634, 29.9679091 31.2195205, 29.9678058 31.2195974, 29.9677431 31.2195358))"
way,477732266,,yes,,,"POLYGON ((29.9677101 31.219512, 29.9676505 31.2194432, 29.9677806 31.2193608, 29.9678401 31.2194296, 29.9677101 31.219512))"
way,477732267,,yes,,,"POLYGON ((29.9677119 31.2195429, 29.9675505 31.2196541, 29.9676169 31.2197245, 29.9677783 31.2196133, 29.9677119 31.2195429))"
way,477732268,,yes,,,"POLYGON ((29.9676804 31.2195241, 29.9676245 31.2195564, 29.9675693 31.2194863, 29.9676252 31.219454, 29.9676804 31.2195241))"
way,477732269,,yes,,,"POLYGON ((29.9675469 31.2195173, 29.9674128 31.219602, 29.9674655 31.2196631, 29.9675997 31.2195784, 29.9675469 31.2195173))"
way,477732270,,yes,,,"POLYGON ((29.9673682 31.2197478, 29.9674411 31.2198158, 29.9676 31.2197289, 29.9675383 31.2196647, 29.9673682 31.2197478))"
way,477732271,,yes,,,"POLYGON ((29.9672065 31.2198573, 29.9672553 31.2199114, 29.9674109 31.2198248, 29.9673512 31.2197707, 29.9672065 31.2198573))"
way,477732272,,yes,,,"POLYGON ((29.967148 31.2199849, 29.9672359 31.2199138, 29.9670846 31.2197768, 29.9669991 31.2198379, 29.967148 31.2199849))"
way,477732273,,yes,,,"POLYGON ((29.9669957 31.2198282, 29.9668915 31.2197545, 29.9669769 31.2196807, 29.967073 31.2197643, 29.9669957 31.2198282))"
way,477732274,,yes,,,"POLYGON ((29.9671911 31.2197433, 29.9670945 31.2196458, 29.9670087 31.2196974, 29.967124 31.2197937, 29.9671911 31.2197433))"
way,477732275,,yes,,,"POLYGON ((29.9672188 31.2197388, 29.967308 31.2196958, 29.967209 31.2195777, 29.9671186 31.2196279, 29.9672188 31.2197388))"
way,477732276,,yes,,,"POLYGON ((29.9673181 31.2196994, 29.9673973 31.2196476, 29.9672273 31.2194575, 29.9671481 31.2195093, 29.9673181 31.2196994))"
way,477732277,,yes,,,"POLYGON ((29.9671136 31.2196185, 29.9671956 31.2195735, 29.9671479 31.2195107, 29.9670647 31.2195631, 29.9671136 31.2196185))"
way,477732278,,yes,,,"POLYGON ((29.9670069 31.2196842, 29.9670874 31.2196384, 29.9670284 31.2195913, 29.9669573 31.2196349, 29.9670069 31.2196842))"
way,477732279,,yes,,,"POLYGON ((29.9668736 31.2197129, 29.9669527 31.2196521, 29.9668816 31.2195741, 29.9667932 31.2196235, 29.9668736 31.2197129))"
way,477732280,,yes,,,"POLYGON ((29.9669463 31.2196272, 29.9670228 31.2195819, 29.9669886 31.2195283, 29.9669023 31.2195743, 29.9669463 31.2196272))"
way,477732347,,yes,,,"POLYGON ((29.9526196 31.2243908, 29.9524067 31.2244464, 29.9523404 31.2242739, 29.9526098 31.2241993, 29.9526196 31.2243908))"
way,477732348,,yes,,,"POLYGON ((29.9523843 31.2244342, 29.9523387 31.2244493, 29.9521794 31.2245018, 29.9521627 31.2245073, 29.9521058 31.2243439, 29.9523294 31.2242743, 29.9523843 31.2244342))"
way,477732349,,yes,,,"POLYGON ((29.952406 31.2245584, 29.9523614 31.2244638, 29.9526196 31.2243908, 29.9526403 31.22448, 29.952406 31.2245584))"
way,477732350,,yes,لاركو,,"POLYGON ((29.9523917 31.2245719, 29.952224 31.2246177, 29.9521794 31.2245018, 29.9523387 31.2244493, 29.9523917 31.2245719))"
way,477732351,,yes,,,"POLYGON ((29.952197 31.2246122, 29.9521449 31.2245088, 29.9521127 31.2245203, 29.9520872 31.2245341, 29.9521127 31.2246029, 29.952047 31.2246178, 29.9520309 31.2245696, 29.9519478 31.2245914, 29.9519901 31.2246747, 29.952197 31.2246122))"
way,477732352,,yes,,,"POLYGON ((29.9519464 31.2244652, 29.9520792 31.224432, 29.952046 31.2243522, 29.9519191 31.2243934, 29.9519464 31.2244652))"
way,477732353,,yes,,,"POLYGON ((29.9516924 31.2246485, 29.9516589 31.2245372, 29.9516805 31.2244586, 29.9518458 31.2244004, 29.9519244 31.2245716, 29.9518885 31.2245835, 29.9516924 31.2246485))"
way,477732354,,yes,,,"POLYGON ((29.951769 31.224746, 29.9517273 31.2247196, 29.9516924 31.2246485, 29.9518885 31.2245835, 29.9519287 31.2246972, 29.951769 31.224746))"
way,477732355,,yes,,,"POLYGON ((29.9526874 31.2248114, 29.9526406 31.2248186, 29.9526139 31.2246908, 29.9525777 31.2246964, 29.9526124 31.2248621, 29.95255 31.2248717, 29.9524916 31.2245928, 29.952637 31.2245705, 29.9526874 31.2248114))"
way,477732356,,yes,,,"POLYGON ((29.9525144 31.2247756, 29.9524805 31.2246043, 29.952251 31.2246636, 29.9523465 31.2250166, 29.9524245 31.2249876, 29.9525509 31.2249355, 29.9525144 31.2247756))"
way,477732357,,yes,,,"POLYGON ((29.952246 31.2250015, 29.9521306 31.2250369, 29.9521202 31.225012, 29.9520901 31.2250212, 29.9520672 31.2249666, 29.9520407 31.2249651, 29.9519562 31.2247647, 29.952161 31.2247055, 29.9522089 31.2248732, 29.9521958 31.2248818, 29.952246 31.2250015))"
way,477732358,,yes,,,"POLYGON ((29.9520197 31.2250076, 29.9518347 31.225051, 29.9517942 31.2249248, 29.9519792 31.2248814, 29.9520197 31.2250076))"
way,477732359,,yes,,,"POLYGON ((29.9519575 31.2248711, 29.9519154 31.2247646, 29.9517624 31.2248089, 29.9518045 31.2249153, 29.9519575 31.2248711))"
way,477732360,,yes,,,"POLYGON ((29.9520342 31.2252144, 29.9519511 31.2252567, 29.9518946 31.2252409, 29.9518479 31.2251062, 29.9518502 31.2250652, 29.9519705 31.2250433, 29.9519623 31.2250762, 29.9520342 31.2252144))"
way,477732361,,yes,,,"POLYGON ((29.9520718 31.2252098, 29.9520233 31.2250863, 29.9521542 31.2250395, 29.9521939 31.2251449, 29.9521811 31.2251708, 29.9520718 31.2252098))"
way,477732362,,yes,,,"POLYGON ((29.9527006 31.2249736, 29.9526763 31.2248935, 29.9524358 31.2249933, 29.9524704 31.225063, 29.9527006 31.2249736))"
way,477732363,,yes,,,"POLYGON ((29.9524428 31.2250822, 29.9524056 31.2250052, 29.9523613 31.2250221, 29.9523986 31.225098, 29.9524428 31.2250822))"
way,477732364,,yes,,,"POLYGON ((29.9520468 31.2255033, 29.9520078 31.2254082, 29.9519346 31.2254301, 29.951991 31.2255678, 29.9521491 31.2255205, 29.9521341 31.225479, 29.9520859 31.2254925, 29.9520468 31.2255033))"
way,477732365,,yes,,,"POLYGON ((29.9520859 31.2254925, 29.9520152 31.2253081, 29.9521218 31.2252782, 29.9521574 31.225371, 29.9521757 31.2254187, 29.9521172 31.2254351, 29.9521341 31.225479, 29.9520859 31.2254925))"
way,477732366,,yes,,,"POLYGON ((29.9522137 31.225519, 29.952178 31.2254257, 29.9523776 31.2253618, 29.9523946 31.2254568, 29.9522137 31.225519))"
way,477732367,,yes,,,"POLYGON ((29.9521218 31.2252782, 29.9522128 31.2252454, 29.9522501 31.2253372, 29.9521574 31.225371, 29.9521218 31.2252782))"
way,477732368,,yes,,,"POLYGON ((29.9522937 31.2253457, 29.9523693 31.2253264, 29.9523625 31.2253067, 29.952323 31.2251935, 29.9522474 31.2252127, 29.9522937 31.2253457))"
way,477732369,,yes,,,"POLYGON ((29.9524509 31.2254314, 29.9524203 31.2253668, 29.9525114 31.2253333, 29.9524889 31.2252887, 29.952547 31.2252673, 29.9525604 31.225294, 29.9526344 31.2252669, 29.9526211 31.2252404, 29.9526908 31.2252148, 29.9527397 31.2253119, 29.9524509 31.2254314))"
way,477732370,,yes,,,"POLYGON ((29.9526475 31.2252187, 29.9525639 31.2252538, 29.9525404 31.2252091, 29.9526221 31.2251692, 29.9526475 31.2252187))"
way,477732371,,yes,,,"POLYGON ((29.9527676 31.2251703, 29.9527304 31.2250588, 29.9525723 31.2251158, 29.9525211 31.2251343, 29.9525536 31.225192, 29.952619 31.225161, 29.9526475 31.2252187, 29.9527676 31.2251703))"
way,477732372,,yes,Sarai Home,,"POLYGON ((29.952196 31.2240073, 29.9519521 31.2240706, 29.9518601 31.2238117, 29.952104 31.2237483, 29.952196 31.2240073))"
way,477732373,,yes,,,"POLYGON ((29.9520004 31.2242692, 29.9519434 31.2240927, 29.9517966 31.224121, 29.9517335 31.2241359, 29.9517396 31.2241547, 29.9516779 31.2241693, 29.9516829 31.2241849, 29.9516149 31.224201, 29.9516657 31.2243774, 29.9520004 31.2242692))"
way,477732678,,yes,,,"POLYGON ((29.9678548 31.2158436, 29.9677223 31.2159008, 29.9677779 31.2160126, 29.9678982 31.215968, 29.9678548 31.2158436))"
way,477732679,,yes,,,"POLYGON ((29.9675102 31.2159857, 29.9675688 31.2160866, 29.9676448 31.2160557, 29.9675979 31.2159497, 29.9675102 31.2159857))"
way,477732680,,yes,,,"POLYGON ((29.9675857 31.2161356, 29.9676355 31.2162334, 29.9677234 31.2162009, 29.9676705 31.2161021, 29.9675857 31.2161356))"
way,477732681,,yes,,,"POLYGON ((29.967395 31.2160444, 29.9674406 31.2161399, 29.9674869 31.2161208, 29.9674394 31.2160267, 29.967395 31.2160444))"
way,477732682,,yes,,,"POLYGON ((29.9674505 31.2160252, 29.9674722 31.2160742, 29.9675346 31.2160479, 29.9675067 31.2159986, 29.9674505 31.2160252))"
way,477732683,,yes,,,"POLYGON ((29.9674756 31.2160821, 29.9674921 31.216116, 29.967558 31.2160939, 29.9675389 31.216054, 29.9674756 31.2160821))"
way,477732684,,yes,,,"POLYGON ((29.9674028 31.2163209, 29.9674454 31.216412, 29.9675157 31.2163862, 29.967471 31.2162959, 29.9674028 31.2163209))"
way,477732685,,yes,,,"POLYGON ((29.9676065 31.215949, 29.9676614 31.2160625, 29.9677126 31.2160457, 29.9676609 31.2159283, 29.9676065 31.215949))"
way,477732686,,yes,,,"POLYGON ((29.967667 31.2159291, 29.9676916 31.2159816, 29.9677453 31.2159603, 29.9677178 31.2159051, 29.967667 31.2159291))"
way,477732687,,yes,,,"POLYGON ((29.9676973 31.2159903, 29.9677196 31.2160421, 29.9677705 31.2160173, 29.9677472 31.2159669, 29.9676973 31.2159903))"
way,477732688,,yes,,,"POLYGON ((29.9674456 31.2161891, 29.967469 31.2162421, 29.9675062 31.2162288, 29.9674836 31.216173, 29.9674456 31.2161891))"
way,477732689,,yes,,,"POLYGON ((29.9674724 31.2162469, 29.9674839 31.2162745, 29.9675198 31.216257, 29.9675076 31.216233, 29.9674724 31.2162469))"
way,477732690,,yes,,,"POLYGON ((29.9674877 31.2161713, 29.9675007 31.2161997, 29.9675512 31.2161796, 29.9675378 31.2161496, 29.9674877 31.2161713))"
way,477732691,,yes,,,"POLYGON ((29.9675057 31.2162108, 29.9675344 31.2162682, 29.9675806 31.2162506, 29.9675535 31.2161929, 29.9675057 31.2162108))"
way,477732692,,yes,,,"POLYGON ((29.9676292 31.2162596, 29.9676676 31.2163392, 29.9677282 31.2163162, 29.9676916 31.2162333, 29.9676292 31.2162596))"
way,477732693,,yes,,,"POLYGON ((29.9675444 31.2161466, 29.9675574 31.2161766, 29.9675902 31.2161669, 29.9675766 31.2161383, 29.9675444 31.2161466))"
way,477732694,,yes,,,"POLYGON ((29.9675612 31.2161882, 29.9675874 31.2162489, 29.9676275 31.2162328, 29.9675978 31.216175, 29.9675612 31.2161882))"
way,477732695,,yes,,,"POLYGON ((29.9671677 31.2158409, 29.9673801 31.2157428, 29.9674181 31.2158093, 29.9672094 31.215905, 29.9671677 31.2158409))"
way,477732697,,yes,,,"POLYGON ((29.9672509 31.215895, 29.9673006 31.2158721, 29.9673448 31.2159415, 29.967267 31.2159759, 29.967259 31.2159621, 29.9672865 31.2159484, 29.9672509 31.215895))"
way,477732698,,yes,,,"POLYGON ((29.9673585 31.215847, 29.9674061 31.2159186, 29.9674745 31.2158905, 29.9674282 31.2158148, 29.9673585 31.215847))"
way,477732701,,yes,,,"POLYGON ((29.9670716 31.2169615, 29.9670964 31.2170107, 29.9671438 31.2169914, 29.9671167 31.2169436, 29.9670716 31.2169615))"
way,477732702,,yes,,,"POLYGON ((29.9671218 31.2169439, 29.9671486 31.2169892, 29.9672063 31.2169668, 29.9671808 31.2169181, 29.9671218 31.2169439))"
way,477732703,,yes,,,"POLYGON ((29.9671941 31.2169043, 29.9672249 31.2169651, 29.9672973 31.2169363, 29.9672651 31.2168743, 29.9671941 31.2169043))"
way,477732704,,yes,,,"POLYGON ((29.9672469 31.2169644, 29.9672596 31.2169904, 29.9673294 31.2169634, 29.9673127 31.2169361, 29.9672469 31.2169644))"
way,477732705,,yes,,,"POLYGON ((29.9673957 31.2157367, 29.967427 31.2157911, 29.9674981 31.2157586, 29.9674668 31.2157043, 29.9673957 31.2157367))"
way,477732706,,yes,,,"POLYGON ((29.9674386 31.2158011, 29.9674697 31.2158502, 29.9675359 31.2158216, 29.9675048 31.2157711, 29.9674386 31.2158011))"
way,477732707,,yes,,,"POLYGON ((29.9674729 31.2158611, 29.9674881 31.2158836, 29.9675527 31.215857, 29.9675367 31.2158297, 29.9674729 31.2158611))"
way,477732708,,yes,,,"POLYGON ((29.9676703 31.2156714, 29.9676861 31.2157022, 29.9678981 31.2156145, 29.9678801 31.2155826, 29.9676703 31.2156714))"
way,477732709,,yes,,,"POLYGON ((29.9676841 31.2161045, 29.9677154 31.2161638, 29.9677692 31.2161419, 29.9677415 31.2160819, 29.9676841 31.2161045))"
way,477732710,,yes,,,"POLYGON ((29.9677417 31.2160632, 29.9677811 31.216152, 29.9678403 31.2161295, 29.9677971 31.2160399, 29.9677417 31.2160632))"
way,477732711,,yes,,,"POLYGON ((29.9673591 31.2181677, 29.967402 31.2182732, 29.9675106 31.2182274, 29.9674583 31.2181345, 29.9673591 31.2181677))"
way,477732712,,yes,,,"POLYGON ((29.9674097 31.2182889, 29.9674357 31.218366, 29.9675586 31.2183053, 29.9675169 31.2182368, 29.9674097 31.2182889))"
way,477732713,,yes,,,"POLYGON ((29.9674395 31.2183741, 29.9674622 31.2184333, 29.9675732 31.2183806, 29.9675381 31.2183254, 29.9674395 31.2183741))"
way,477732714,,yes,,,"POLYGON ((29.9674716 31.2181287, 29.9675032 31.2181866, 29.9676126 31.2181451, 29.9675731 31.2180863, 29.9674716 31.2181287))"
way,477732715,,yes,,,"POLYGON ((29.9675093 31.2181967, 29.9675542 31.218273, 29.9676615 31.2182231, 29.9676186 31.2181531, 29.9675093 31.2181967))"
way,477732716,,yes,,,"POLYGON ((29.9675541 31.2183209, 29.9675843 31.2183737, 29.9676701 31.218337, 29.9676312 31.2182796, 29.9675541 31.2183209))"
way,477732717,,yes,,,"POLYGON ((29.9676386 31.2181136, 29.9676665 31.2181654, 29.9677717 31.2181177, 29.9677438 31.2180673, 29.9676386 31.2181136))"
way,477732718,,yes,,,"POLYGON ((29.967675 31.2181809, 29.9676978 31.218219, 29.9678077 31.2181671, 29.9677783 31.2181274, 29.967675 31.2181809))"
way,477732719,,yes,,,"POLYGON ((29.9677242 31.2180317, 29.9677911 31.2180023, 29.967843 31.2181006, 29.9677792 31.2181285, 29.9677242 31.2180317))"
way,477732720,,yes,,,"POLYGON ((29.967797 31.2179992, 29.967848 31.218098, 29.9679142 31.2180721, 29.9678632 31.2179739, 29.967797 31.2179992))"
way,477732722,,yes,,,"POLYGON ((29.9676372 31.218276, 29.9676754 31.2183339, 29.9677241 31.2183108, 29.967689 31.2182514, 29.9676372 31.218276))"
way,477732724,,yes,,,"POLYGON ((29.9676974 31.2182334, 29.9677373 31.2182954, 29.9678409 31.2182456, 29.9678034 31.2181795, 29.9676974 31.2182334))"
way,477732725,,yes,,,"POLYGON ((29.9675843 31.2187539, 29.9676226 31.2188575, 29.9677247 31.218807, 29.9676545 31.2187238, 29.9675843 31.2187539))"
way,477732727,,yes,,,"POLYGON ((29.9676512 31.2187109, 29.9677237 31.2187955, 29.9678194 31.2187477, 29.9677461 31.2186557, 29.9676512 31.2187109))"
way,477732728,,yes,,,"POLYGON ((29.9675202 31.2186174, 29.9675698 31.2187216, 29.967651 31.218684, 29.9675788 31.2185943, 29.9675202 31.2186174))"
way,477732730,,yes,,,"POLYGON ((29.9674708 31.2184894, 29.9675144 31.2185884, 29.9675922 31.2185511, 29.9675467 31.2184537, 29.9674708 31.2184894))"
way,477732732,,yes,,,"POLYGON ((29.9675529 31.2184506, 29.9675985 31.2185495, 29.9676648 31.2185195, 29.967606 31.2184238, 29.9675529 31.2184506))"
way,477732733,,yes,,,"POLYGON ((29.9676151 31.2184247, 29.9676693 31.2185147, 29.9677219 31.2184868, 29.9676645 31.2184002, 29.9676151 31.2184247))"
way,477732735,,yes,,,"POLYGON ((29.967672 31.2183988, 29.9677255 31.218482, 29.9677789 31.2184533, 29.9677263 31.2183722, 29.967672 31.2183988))"
way,477732736,,yes,,,"POLYGON ((29.9677568 31.218654, 29.967826 31.2187432, 29.9678971 31.2187034, 29.967826 31.2186183, 29.9677568 31.218654))"
way,477732737,,yes,,,"POLYGON ((29.9678319 31.2186163, 29.9679021 31.2186988, 29.9679659 31.218662, 29.9678989 31.2185788, 29.9678319 31.2186163))"
way,477732738,,yes,,,"POLYGON ((29.9675865 31.2185911, 29.9676551 31.2186784, 29.9677268 31.2186375, 29.9676519 31.2185584, 29.9675865 31.2185911))"
way,477732739,,yes,,,"POLYGON ((29.9676575 31.218555, 29.9677315 31.2186328, 29.9677657 31.2186133, 29.9677012 31.2185322, 29.9676575 31.218555))"
way,477732740,,yes,,,"POLYGON ((29.9677092 31.218525, 29.9677729 31.2186065, 29.9678506 31.2185657, 29.9677916 31.2184803, 29.9677092 31.218525))"
way,477732741,,yes,,,"POLYGON ((29.9679069 31.2185779, 29.9679731 31.2186611, 29.9680497 31.2186141, 29.9679867 31.2185343, 29.9679069 31.2185779))"
way,477732742,,yes,,,"POLYGON ((29.9679942 31.2185323, 29.968053 31.2186053, 29.9681137 31.2185696, 29.9680568 31.2184942, 29.9679942 31.2185323))"
way,477732743,,yes,,,"POLYGON ((29.9677311 31.2183694, 29.9677861 31.2184513, 29.9678202 31.2184335, 29.9677681 31.2183516, 29.9677311 31.2183694))"
way,477732744,,yes,,,"POLYGON ((29.9677804 31.2183492, 29.9678288 31.2184295, 29.9678847 31.2183962, 29.9678354 31.2183224, 29.9677804 31.2183492))"
way,477732745,,yes,,,"POLYGON ((29.9678005 31.2184762, 29.9678579 31.2185614, 29.9679169 31.2185307, 29.9678539 31.2184448, 29.9678005 31.2184762))"
way,477732746,,yes,,,"POLYGON ((29.9678589 31.2184428, 29.9679199 31.2185265, 29.9679581 31.2185059, 29.9678964 31.218421, 29.9678589 31.2184428))"
way,477732747,,yes,,,"POLYGON ((29.9678046 31.2160374, 29.967848 31.2161244, 29.9679283 31.2160988, 29.9679009 31.2159986, 29.9678046 31.2160374))"
way,477732748,,yes,,,"POLYGON ((29.9676965 31.2162319, 29.9677326 31.2163135, 29.9677975 31.2162945, 29.9677557 31.2162075, 29.9676965 31.2162319))"
way,477732749,,yes,,,"POLYGON ((29.9677924 31.2161686, 29.9678152 31.2162124, 29.9679506 31.2161741, 29.967935 31.2161226, 29.9677924 31.2161686))"
way,477732750,,yes,,,"POLYGON ((29.9678235 31.2162284, 29.9678482 31.2162796, 29.9679688 31.2162478, 29.9679534 31.2161943, 29.9678235 31.2162284))"
way,477732752,,yes,,,"POLYGON ((29.9677221 31.2161729, 29.9677349 31.2161964, 29.9677844 31.2161771, 29.9677711 31.2161536, 29.9677221 31.2161729))"
way,477732754,,yes,,,"POLYGON ((29.9672887 31.2165743, 29.9673544 31.2165479, 29.9674107 31.2166483, 29.967347 31.2166724, 29.9672887 31.2165743))"
way,477732755,,yes,,,"POLYGON ((29.9672727 31.2170113, 29.9673078 31.2170795, 29.9674067 31.2170365, 29.9673732 31.2169717, 29.9672727 31.2170113))"
way,477732756,,yes,,,"POLYGON ((29.9673244 31.2171158, 29.967425 31.2170745, 29.9674699 31.2171709, 29.967376 31.2172093, 29.9673244 31.2171158))"
way,477732757,,yes,,,"POLYGON ((29.9674293 31.2174037, 29.9674843 31.217496, 29.9675185 31.2174823, 29.9674655 31.2173894, 29.9674293 31.2174037))"
way,477732758,,yes,,,"POLYGON ((29.9674713 31.2173865, 29.9675236 31.2174783, 29.9675739 31.2174588, 29.9675223 31.2173676, 29.9674713 31.2173865))"
way,477732759,,yes,,,"POLYGON ((29.967404 31.2175408, 29.9674335 31.2175855, 29.9674985 31.2175585, 29.967471 31.2175132, 29.967404 31.2175408))"
way,477732760,,yes,,,"POLYGON ((29.9674809 31.2175091, 29.9675075 31.2175533, 29.9676113 31.2175071, 29.9675866 31.2174625, 29.9674809 31.2175091))"
way,477732761,,yes,,,"POLYGON ((29.9675303 31.2173644, 29.9675799 31.2174556, 29.9676336 31.2174338, 29.9675826 31.2173426, 29.9675303 31.2173644))"
way,477732762,,yes,,,"POLYGON ((29.9675984 31.2174587, 29.9676216 31.2175033, 29.9676837 31.217477, 29.967661 31.217432, 29.9675984 31.2174587))"
way,477732763,,yes,,,"POLYGON ((29.9675883 31.2173382, 29.9676392 31.2174316, 29.9676714 31.2174173, 29.9676231 31.2173244, 29.9675883 31.2173382))"
way,477732764,,yes,,,"POLYGON ((29.9675425 31.2175782, 29.9675881 31.2176619, 29.9676726 31.2176286, 29.9676256 31.2175443, 29.9675425 31.2175782))"
way,477733983,,yes,,,"POLYGON ((29.9519161 31.2289418, 29.9514262 31.2286151, 29.9518946 31.228075, 29.9519839 31.2281541, 29.9518761 31.2282753, 29.9519581 31.228328, 29.9518963 31.2284129, 29.9520733 31.2285176, 29.9522396 31.2283095, 29.9523444 31.2283727, 29.9519161 31.2289418))"
way,477733985,,yes,,,"POLYGON ((29.9524221 31.2284048, 29.9527997 31.2286387, 29.9523226 31.2292347, 29.9520022 31.229016, 29.9524221 31.2284048))"
way,477733991,,yes,,,"POLYGON ((29.9547953 31.2300827, 29.954975 31.229936, 29.9547229 31.2297502, 29.9545887 31.2299405, 29.9547953 31.2300827))"
way,477733993,,yes,,,"POLYGON ((29.9538837 31.2302233, 29.9540098 31.2300975, 29.9538417 31.2299777, 29.9537343 31.2301174, 29.9538837 31.2302233))"
way,477733994,,yes,,,"POLYGON ((29.9538524 31.2299442, 29.9540232 31.2297982, 29.9538545 31.2296661, 29.9536898 31.2298225, 29.9538524 31.2299442))"
way,477733996,,yes,,,"POLYGON ((29.9536855 31.2301212, 29.9538213 31.2299622, 29.9536752 31.2298543, 29.9536135 31.2299386, 29.9534811 31.2298286, 29.9533898 31.2299128, 29.9536855 31.2301212))"
way,477733998,,yes,,,"POLYGON ((29.9531341 31.229767, 29.9532298 31.2296692, 29.9534563 31.229797, 29.9533676 31.2299148, 29.9531341 31.229767))"
way,477733999,,yes,,,"POLYGON ((29.9535594 31.2298596, 29.9538244 31.2296199, 29.9535594 31.229359, 29.9533838 31.2295597, 29.9535024 31.2296323, 29.9534015 31.2297413, 29.9535594 31.2298596))"
way,477734002,,yes,,,"POLYGON ((29.9523767 31.2293027, 29.9525691 31.2294264, 29.9526802 31.2292761, 29.9525074 31.2291663, 29.9523767 31.2293027))"
way,477734004,,yes,,,"POLYGON ((29.9527677 31.2292337, 29.9529622 31.2293862, 29.9528179 31.2295426, 29.9526166 31.2294158, 29.9527677 31.2292337))"
way,477734005,,yes,,,"POLYGON ((29.9528402 31.2295548, 29.952952 31.2294262, 29.9530313 31.2294888, 29.9529256 31.2296087, 29.9528402 31.2295548))"
way,477736855,,yes,,,"POLYGON ((29.9674793 31.2322241, 29.9675887 31.2321003, 29.9674408 31.2319936, 29.9673314 31.2321411, 29.9674793 31.2322241))"
way,477736856,,yes,,,"POLYGON ((29.9674649 31.2322338, 29.9673878 31.2323234, 29.967263 31.2322496, 29.9673354 31.2321548, 29.9674649 31.2322338))"
way,477736857,,yes,,,"POLYGON ((29.9672504 31.2322177, 29.967323 31.2321361, 29.9671895 31.2320494, 29.967117 31.232131, 29.9672504 31.2322177))"
way,477736858,,yes,,,"POLYGON ((29.9673311 31.2321254, 29.9673825 31.2320665, 29.9672354 31.2319867, 29.9672003 31.2320436, 29.9673311 31.2321254))"
way,477736859,,yes,,,"POLYGON ((29.9672595 31.2319859, 29.9673074 31.2319178, 29.967437 31.2319845, 29.967389 31.2320526, 29.9672595 31.2319859))"
way,477736860,,yes,,,"POLYGON ((29.9672609 31.2318459, 29.9673887 31.2316705, 29.9672548 31.2316004, 29.967127 31.2317728, 29.9672609 31.2318459))"
way,477736862,,yes,,,"POLYGON ((29.9670519 31.2318545, 29.9671086 31.231797, 29.9669865 31.2317122, 29.9669334 31.2317864, 29.9670519 31.2318545))"
way,477736863,,yes,,,"POLYGON ((29.9672255 31.2318816, 29.9671156 31.2318125, 29.9670608 31.2318893, 29.9671705 31.2319636, 29.9672255 31.2318816))"
way,477736865,,yes,,,"POLYGON ((29.9670725 31.2319177, 29.9669037 31.2318242, 29.9668547 31.231884, 29.9670194 31.2319828, 29.9670725 31.2319177))"
way,477736866,,yes,,,"POLYGON ((29.9668398 31.231769, 29.9666792 31.2316891, 29.9665898 31.2318316, 29.9667361 31.231929, 29.9668398 31.231769))"
way,477736868,,yes,,,"POLYGON ((29.9670326 31.2321765, 29.9667454 31.2320168, 29.9666913 31.2320933, 29.9665843 31.2322444, 29.9668762 31.2323922, 29.9670326 31.2321765))"
way,477736869,,yes,,,"POLYGON ((29.9666784 31.2319544, 29.9665935 31.2319052, 29.966489 31.2320369, 29.9665739 31.2320862, 29.9666089 31.2320421, 29.9666784 31.2319544))"
way,477736871,,yes,,,"POLYGON ((29.9671834 31.2326169, 29.9672789 31.2325074, 29.9671143 31.2324136, 29.9670382 31.2325163, 29.9671834 31.2326169))"
way,477736872,,yes,,,"POLYGON ((29.9670118 31.2325148, 29.9671074 31.2324071, 29.9669712 31.2323236, 29.9668872 31.2324234, 29.9670118 31.2325148))"
way,477736873,,yes,,,"POLYGON ((29.966999 31.2323303, 29.9671047 31.2321947, 29.9672511 31.2323059, 29.9671657 31.2324346, 29.966999 31.2323303))"
way,477736874,,yes,,,"POLYGON ((29.9670531 31.2327938, 29.9671434 31.2326681, 29.9670274 31.2326105, 29.9669365 31.2327369, 29.9670293 31.2327898, 29.9670531 31.2327938))"
way,477736875,,yes,,,"POLYGON ((29.9669642 31.2328726, 29.9670293 31.2327898, 29.9668471 31.2327013, 29.9668825 31.2326579, 29.9667655 31.2325933, 29.9666807 31.2327145, 29.9669642 31.2328726))"
way,477736876,,yes,,,"POLYGON ((29.9669118 31.2326487, 29.9669888 31.2325551, 29.9668704 31.2324635, 29.9668055 31.2325841, 29.9669118 31.2326487))"
way,477736877,,yes,,,"POLYGON ((29.9666513 31.2326833, 29.9667398 31.2325456, 29.9666059 31.2324623, 29.9665087 31.2325993, 29.9666513 31.2326833))"
