element_type,osmid,amenity,building,name,geometry
way,143101443,courthouse,yes,"High Court, South Gauteng Local Division, Johannesburg","POLYGON ((28.0458118 -26.2018877, 28.0453645 -26.2019401, 28.0453558 -26.2018801, 28.0451749 -26.2019005, 28.0451828 -26.2019607, 28.0447476 -26.2020124, 28.0448356 -26.2026291, 28.0452274 -26.2025827, 28.0452279 -26.2025859, 28.045265 -26.2025814, 28.0452699 -26.2026141, 28.0454751 -26.2025894, 28.0454702 -26.2025564, 28.0455054 -26.2025521, 28.0455051 -26.2025501, 28.0459015 -26.2025036, 28.0458118 -26.2018877))"
