UNIFORM_ID,ADM2_NAME,ADM2_ID,ADM3_NAME,ADM3_ID,ROAD_ID,ROAD_NAME,START_NODE,END_NODE,LINK_NAME,RD_TYPE,LOCAL_CLS,LENGTH,ROAD_WIDTH,AADT_CODE,AADT_VALUE,AADT_SOURC,SURF_TYPE_,SURF_TYPE1,SURF_TYP_1,ROAD_COND_,ROAD_COND1,ROAD_CON_1,LANE_NB,Shape_Leng,AICD_REG,TAH,geometry,country
290.0,NORD-OUEST,7.0,MENCHUM,38.0,140.0,D104,Bénakuma,Befang,D104.Bénakuma-Befang,3.0,3.0,15.6371912252,-99.0,-99.0,-99.0,Not applicable,5.0,Earth Road,CDP,-99.0,Unknown,Not applicable,2.0,0.141408963579,,,"LINESTRING (9.913934790735823 6.428465721658995, 9.92865428756835 6.415741737671851, 9.934071830452524 6.405924893083409, 9.969228661419208 6.368831576272726, 9.978901846508052 6.355003356134603, 9.990605718725476 6.347179472115613, 10.000244848287707 6.33388331876904, 10.00955319461707 6.325909955737586)",Cameroon
291.0,NORD-OUEST,7.0,BUI,5.0,15.0,N11,Ndu,Kumbo,N11.Ndu-Kumbo,2.0,1.0,8.13897329666,-99.0,5.0,508.343279,CDP,5.0,Earth Road,CDP,3.0,Fair,CDP,2.0,0.0735747481482,,,"LINESTRING (10.777252454498921 6.354123723861846, 10.773138440225352 6.343127948132633, 10.75236820945156 6.315657404914418, 10.749645562369892 6.308974535720154, 10.741831473766467 6.308703707588961, 10.738174272815684 6.305004887813311, 10.731044891133138 6.305657214644555)",Cameroon
292.0,NORD-OUEST,7.0,DONGA-MANTUNG,9.0,15.0,N11,Ndu,Kumbo,N11.Ndu-Kumbo,2.0,1.0,4.44995957135,-99.0,5.0,508.343279,CDP,5.0,Earth Road,CDP,3.0,Fair,CDP,2.0,0.0402279908624,,,"LINESTRING (10.802297810389803 6.383097327369967, 10.794322556983502 6.379565887611761, 10.789780375491773 6.369195643413889, 10.783153552945691 6.3618042064866245, 10.779257946221549 6.359483921476794, 10.777252454498921 6.354123723861846)",Cameroon
293.0,NORD-OUEST,7.0,BOYO,4.0,50.0,P24,Wé,Fundong,P24.Wé-Fundong,2.0,2.0,1.10462909233,-99.0,3.0,46.711652,CDP,5.0,Earth Road,CDP,4.0,Poor,CDP,2.0,0.00998804769832,,,"LINESTRING (10.272394871312486 6.3048659380631875, 10.272490701269305 6.304469128405572, 10.278523188865904 6.297027203539528)",Cameroon
294.0,NORD-OUEST,7.0,MENCHUM,38.0,50.0,P24,Wé,Fundong,P24.Wé-Fundong,2.0,2.0,13.5595169859,-99.0,3.0,46.711652,CDP,5.0,Earth Road,CDP,4.0,Poor,CDP,2.0,0.122596061773,,,"LINESTRING (10.20389509334882 6.359014609376459, 10.213549800067938 6.358841981814976, 10.227837305765036 6.352949207492941, 10.246003293296212 6.351907295257888, 10.255416720908102 6.3540320703565385, 10.265543475465165 6.351792354707982, 10.269906400492687 6.352507601705668, 10.273835410734932 6.348852167922701, 10.273431051268858 6.339653027166662, 10.267961887300203 6.331573504565597, 10.268253686721778 6.321228526820221, 10.273806747543233 6.315053481393477, 10.27060536166772 6.31227543337684, 10.271978601225442 6.306589623630657, 10.272394871312486 6.3048659380631875)",Cameroon
295.0,NORD-OUEST,7.0,BUI,5.0,15.0,N11,Kumbo,Jakir,N11.Kumbo-Jakir,2.0,1.0,16.8435313,-99.0,5.0,508.343279,CDP,5.0,Earth Road,CDP,2.0,Good,CDP,2.0,0.1522564976,,,"MULTILINESTRING ((10.684752314855928 6.195729670975425, 10.669610456828252 6.190819707243236, 10.660006357657721 6.1820292319071655, 10.653803899996205 6.181535714554457, 10.651521838870565 6.178534029430807, 10.655265796518222 6.166367050435042, 10.653457693390521 6.160838606755533, 10.643866939259567 6.149518506724235, 10.634678638931291 6.148778948354163, 10.632065829646308 6.141329563611919), (10.632065829646308 6.141329563611919, 10.627890607515496 6.129425578753114, 10.63581339177665 6.106948422177197, 10.63606133755809 6.106244610958413, 10.64369233139098 6.097548047325233, 10.637068348004505 6.090152792775939, 10.635504377532811 6.086320932695173))",Cameroon
296.0,NORD-OUEST,7.0,MEZAM,40.0,15.0,N11,Befang,Bafut,N11.Befang-Bafut,2.0,1.0,24.4327959956,-99.0,5.0,381.227002,CDP,5.0,Earth Road,CDP,2.0,Good,CDP,2.0,0.220925567237,,,"MULTILINESTRING ((10.020656653367439 6.3130844059177775, 10.023847475806349 6.304825904743041), (10.033045606623773 6.2923083646243185, 10.032943261978176 6.273363920347322, 10.031153253209709 6.265535210566327, 10.032566553966547 6.260026309154455, 10.042786775062098 6.242843474854908, 10.051792066954704 6.23600037705188, 10.05299555947937 6.227270441376902, 10.059632937368121 6.218229129838335, 10.058370296433566 6.213047341526192, 10.060489295186812 6.204781845424748, 10.071864380666284 6.186456033979823, 10.069374396287515 6.180462194747406, 10.075641753523257 6.170382802085726, 10.084433416863703 6.160778818028405, 10.091820363476131 6.1553047203790925, 10.094395197989058 6.14796190349864, 10.118601606935783 6.135461591692092, 10.126867821595567 6.136661781906298, 10.13111726027688 6.131183395390224, 10.13219487739508 6.129794843076297))",Cameroon
297.0,NORD-OUEST,7.0,MENCHUM,38.0,15.0,N11,Befang,Bafut,N11.Befang-Bafut,2.0,1.0,3.70869268489,-99.0,5.0,381.227002,CDP,5.0,Earth Road,CDP,2.0,Good,CDP,2.0,0.0335365985895,,,"MULTILINESTRING ((10.00955319461707 6.325909955737586, 10.010338995226618 6.3226598338027316, 10.020043315743465 6.314671848694388, 10.020656653367439 6.3130844059177775), (10.023847475806349 6.304825904743041, 10.02518346454633 6.301368091580059, 10.03305009513997 6.293139305803834, 10.033045606623773 6.2923083646243185))",Cameroon
298.0,NORD-OUEST,7.0,NGO-KETUNJIA,48.0,15.0,N11,Jakir,Ndop,N11.Jakir-Ndop,2.0,1.0,29.6018953956,-99.0,5.0,340.329632,CDP,5.0,Earth Road,CDP,3.0,Fair,CDP,2.0,0.267533453961,,,"MULTILINESTRING ((10.566357680361307 6.030107912629717, 10.557220092802254 6.027623842192611, 10.538160648620021 6.025448067441005, 10.525265540737848 6.030436276686373, 10.519027792780605 6.0363800560573395, 10.511201275546682 6.038866295659204, 10.494432457633138 6.036819260654738, 10.492549975177667 6.036589427218985, 10.490306058795909 6.03621940386796, 10.481539250018386 6.042379194095133, 10.47621889686593 6.04855805714385, 10.46922778504603 6.065766163291812, 10.466681568758759 6.068971465714753, 10.463463028315516 6.069183185006182, 10.456369838948774 6.063854540104614, 10.448090328712112 6.0651877886103875, 10.448170412439481 6.051159244490236, 10.446192533500437 6.0355104107556485, 10.440040580864775 6.026276948273733, 10.447018348544361 6.011597986583013, 10.445892089795564 6.006780501933747, 10.444615887984128 6.001319749324068), (10.604024833874462 6.053711167875122, 10.597302534805124 6.056512480453364, 10.601005496858022 6.046032549544918, 10.590029099719914 6.036543032994132, 10.566357680361307 6.030107912629717))",Cameroon
299.0,NORD-OUEST,7.0,BUI,5.0,15.0,N11,Jakir,Ndop,N11.Jakir-Ndop,2.0,1.0,8.64936635225,-99.0,5.0,340.329632,CDP,5.0,Earth Road,CDP,3.0,Fair,CDP,2.0,0.0781822885162,,,"LINESTRING (10.635504377532811 6.086320932695173, 10.632080805156761 6.0779381425180645, 10.630248861002087 6.07677752427179, 10.623786070297456 6.08203180243612, 10.620590421197221 6.078105052190097, 10.611140826450594 6.083112809099077, 10.607005852577856 6.0828596148742236, 10.606797950908401 6.078949074907825, 10.609129586261588 6.072753525838095, 10.609189647483277 6.061945065397822, 10.611985703524283 6.055061439647545, 10.610848960479245 6.052755458354625, 10.608556415956684 6.051822770578724, 10.604024833874462 6.053711167875122)",Cameroon
300.0,ADAMAOUA,1.0,DJÉREM,8.0,20.0,N15,Tibati,Sangbe,N15.Tibati-Sangbe,1.0,1.0,22.2662345988,-99.0,3.0,47.332541,CDP,5.0,Earth Road,CDP,2.0,Good,CDP,2.0,0.200971845919,,,"LINESTRING (12.532077110173816 6.248650419681098, 12.541753982482987 6.24086269200501, 12.54571509132711 6.229098638056712, 12.546161359199743 6.227770648786191, 12.54433619323521 6.22362598831586, 12.540210054302065 6.220394003008323, 12.540465575072915 6.212346907261633, 12.54393275467487 6.205919136156922, 12.532233282840139 6.199444206403541, 12.532506904265517 6.18564836635511, 12.541236907389703 6.186365496533142, 12.54196919833845 6.172800922540489, 12.536480370693653 6.164505887307655, 12.53372452963589 6.164267475239001, 12.530267824437601 6.167245334624113, 12.527278355704425 6.16769643005739, 12.51787033931322 6.163527478899084, 12.509582804426088 6.167871008248369, 12.500864214597811 6.163704435796831, 12.500367401229823 6.164246124434726, 12.496021960821224 6.168977789480721, 12.487993752635816 6.164353454022319, 12.481792620574993 6.163183793093026, 12.479505920746305 6.159957045437011, 12.485046185114584 6.151926141983495, 12.485752766245241 6.146639928893876, 12.490358545092874 6.143664928453518, 12.49059883584522 6.14044675853097)",Cameroon
301.0,NORD-OUEST,7.0,MEZAM,40.0,50.0,P24,Fundong,Bambui,P24.Fundong-Bambui,2.0,2.0,18.9687791705,-99.0,6.0,1074.938948,CDP,2.0,Asphalt,CDP,3.0,Fair,CDP,2.0,0.171516674308,,,"LINESTRING (10.229782253330029 6.014939468844261, 10.233736073169155 6.0202495220614765, 10.2355193990756 6.029459626452365, 10.236727708369074 6.05798258418821, 10.230685431652205 6.06921496344944, 10.227376306997598 6.084603455147715, 10.227553697368535 6.093342923636214, 10.233519703483466 6.09475816782799, 10.246322402429882 6.1058717907159235, 10.248803797383971 6.113705266004331, 10.258435611860818 6.116981601377745, 10.257993123838673 6.120093918399448, 10.256277533068783 6.132146449673769, 10.258066586757252 6.140435304765617, 10.263346914683495 6.141386591420428, 10.264231907814917 6.147140104826917, 10.27199557323081 6.15790294985527)",Cameroon
302.0,NORD-OUEST,7.0,BOYO,4.0,50.0,P24,Fundong,Bambui,P24.Fundong-Bambui,2.0,2.0,10.3766572648,-99.0,6.0,1074.938948,CDP,2.0,Asphalt,CDP,3.0,Fair,CDP,2.0,0.0937824807676,,,"LINESTRING (10.27199557323081 6.15790294985527, 10.272893879026185 6.159148279740123, 10.281136234672545 6.164256148278071, 10.293753905306005 6.168009791623945, 10.29927645842622 6.166892080031687, 10.302482608909827 6.16875078441268, 10.30641161645417 6.165093918909008, 10.312369987325042 6.167888172708615, 10.320645708717961 6.167476654639245, 10.32640570893426 6.164980402885192, 10.330752423682213 6.168455585553886, 10.336622750027118 6.168566983674339, 10.355746059563273 6.1796382754743036)",Cameroon
303.0,NORD-OUEST,7.0,MEZAM,40.0,50.0,P24,Bafut,Bambui,P24.Bafut-Bambui,3.0,2.0,11.7845904909,-99.0,-99.0,-99.0,Not applicable,5.0,Earth Road,CDP,2.0,Good,CDP,2.0,0.106504371329,,,"MULTILINESTRING ((10.142493224393945 6.0667903561848675, 10.14250062581425 6.066779253155119), (10.14250062581425 6.066779253155119, 10.14825800180887 6.058143386564325, 10.158405744743447 6.051995993491403, 10.170152751143405 6.0474669798728655, 10.175257606952528 6.039218169792321, 10.191113876507757 6.039083683377385, 10.204494461803733 6.0301944705764186, 10.220618689753508 6.023621728760531, 10.229782253330029 6.014939468844261))",Cameroon
304.0,NORD-OUEST,7.0,MOMO,43.0,44.0,P18,Mbengwi,jct_N11,P18.Mbengwi-jct_N11,2.0,2.0,6.33174620945,-99.0,5.0,600.0,Tecsult Estimate,5.0,Earth Road,CDP,3.0,Fair,CDP,2.0,0.0572286686273,,,"LINESTRING (9.999957188445478 6.020644621208646, 10.008792742298283 6.018885077873222, 10.016888250348416 6.007459103357405, 10.018528517502375 6.0051469149437935, 10.030982200361052 5.9978651242576575, 10.032588145789134 5.9981040192622, 10.036952990869167 5.998361026612372, 10.040668397740376 5.991945181417066, 10.04409408532183 5.991032603381029)",Cameroon
305.0,NORD-OUEST,7.0,MEZAM,40.0,44.0,P18,Mbengwi,jct_N11,P18.Mbengwi-jct_N11,2.0,2.0,9.64025166786,-99.0,5.0,600.0,Tecsult Estimate,5.0,Earth Road,CDP,3.0,Fair,CDP,2.0,0.0871162061542,,,"LINESTRING (10.04409408532183 5.991032603381029, 10.045732264250091 5.99059620466835, 10.052362986256526 5.99592723277334, 10.055551037884243 6.000545398882593, 10.067917945160332 6.007061361102842, 10.07227897621567 6.007777564979165, 10.081039177674313 6.003231870735647, 10.089276791195573 6.008801312707817, 10.105359095450297 6.009129360203076, 10.110845431073756 6.013762301273971, 10.120256308208354 6.016580280088078)",Cameroon
306.0,NORD-OUEST,7.0,NGO-KETUNJIA,48.0,15.0,N11,Bambui,Ndop,N11.Bambui-Ndop,2.0,1.0,5.0790821532,-99.0,5.0,727.284349,CDP,2.0,Asphalt,CDP,2.0,Good,CDP,2.0,0.0458926581418,,,"LINESTRING (10.366992014989819 5.999552622005979, 10.369203051258864 5.998274309485737, 10.37475419382639 5.991866566282567, 10.39457372700133 5.981401879781799, 10.40663358775015 5.9784291384384005, 10.406660182501241 5.978422583280121)",Cameroon
307.0,NORD-OUEST,7.0,MEZAM,40.0,15.0,N11,Bambui,Ndop,N11.Bambui-Ndop,2.0,1.0,6.60540611964,-99.0,5.0,727.284349,CDP,2.0,Asphalt,CDP,2.0,Good,CDP,2.0,0.0596964201507,,,"LINESTRING (10.320423272205915 6.009719895517037, 10.328173547616075 6.020344289019647, 10.334365554256294 6.022450471534626, 10.340818854415488 6.019038217126308, 10.344200467123642 6.01630593920504, 10.359749597521443 6.0037398303008445, 10.366992014989819 5.999552622005979)",Cameroon
308.0,NORD-OUEST,7.0,MEZAM,40.0,15.0,N11,Bambui,Bamenda,N11.Bambui-Bamenda,2.0,1.0,8.9996375329,-99.0,6.0,1700.0,Tecsult Estimate,2.0,Asphalt,CDP,3.0,Fair,CDP,2.0,0.0813407105863,,,"LINESTRING (10.16981260866612 5.966384295468117, 10.179762543921697 5.97830223510681, 10.183141329161401 5.989361036223158, 10.195504400829009 5.996794910358346, 10.200786645210485 5.997286044507746, 10.21107267509484 6.006086532895267, 10.217269466128243 6.007273378069897, 10.229782253330029 6.014939468844261)",Cameroon
309.0,NORD-OUEST,7.0,MEZAM,40.0,15.0,N11,Bafut,Bamenda,N11.Bafut-Bamenda,2.0,1.0,7.14328817072,-99.0,5.0,1000.0,Tecsult Estimate,2.0,Asphalt,CDP,3.0,Fair,CDP,2.0,0.0645848262366,,,"LINESTRING (10.14549299755896 5.965875248622581, 10.145451298694411 5.96589545548926, 10.14236053482449 5.970027725999955, 10.136384031822843 5.970451167280885, 10.131710217465013 5.972977930333343, 10.128479277169674 5.985582641736357, 10.130236867177643 5.998931217463394, 10.129028609145507 6.00858287727948, 10.120256308208354 6.016580280088078)",Cameroon
310.0,OUEST,8.0,NOUN,50.0,8.0,N6,Bankim,Magba,N6.Bankim-Magba,1.0,1.0,2.89712398039,-99.0,5.0,431.588078,CDP,5.0,Earth Road,CDP,4.0,Poor,CDP,2.0,0.0261631611485,1.0,1.0,"LINESTRING (11.244763692125105 5.978112327072552, 11.247919313301168 5.980101583334545, 11.255725679426348 5.981287459040061, 11.263738036161612 5.987534965540647, 11.268112874508063 5.987664808755881)",Cameroon
311.0,ADAMAOUA,1.0,MAYO-BANYO,25.0,8.0,N6,Bankim,Magba,N6.Bankim-Magba,1.0,1.0,29.1992151856,-99.0,5.0,431.588078,CDP,5.0,Earth Road,CDP,4.0,Poor,CDP,2.0,0.263707234995,1.0,1.0,"LINESTRING (11.268112874508063 5.987664808755881, 11.272927150376347 5.98780769393926, 11.28070014985559 5.99612324180822, 11.290795206908342 5.9991597163052575, 11.301296525493342 6.013696548243161, 11.317190555781906 6.018047650783274, 11.326079269459171 6.020480458066061, 11.331798150873624 6.0260255823706075, 11.342523567018475 6.04194285293903, 11.354922552212031 6.043839209235443, 11.374451745565011 6.044388005215353, 11.384811859799527 6.039836101153185, 11.399282087947881 6.041050575299209, 11.408670490125644 6.048221701711668, 11.420160646556724 6.048043343670258, 11.424764710397255 6.045994839173602, 11.428483823374506 6.046108795865223, 11.433495092136013 6.046263760742022, 11.45276868377914 6.052557964539005, 11.462350679412907 6.067778579794094, 11.483889115560714 6.081211504732835, 11.488484597171123 6.081462313056306, 11.49089343842121 6.083140295078238)",Cameroon
312.0,EST,3.0,LOM-ET-DJÉREM,23.0,1.0,N1,Meidougou,Garoua-Boulai,N1.Meidougou-Garoua-Boulai,1.0,1.0,20.412809993,-99.0,4.0,180.692806,CDP,5.0,Earth Road,CDP,2.0,Good,CDP,2.0,0.183689199311,1.0,1.0,"MULTILINESTRING ((14.549809746859353 5.896018106832969, 14.535965848840306 5.893247827159996, 14.519252708852889 5.8907196935407455, 14.515118622610942 5.890487499384619, 14.494212737202929 5.8957618962820675, 14.479731138026807 5.910010322839753, 14.475596091309 5.910697464225393, 14.473066649176133 5.913225187753824, 14.472361287526212 5.933922751508987, 14.470945445285281 5.934799179497418, 14.467535971580674 5.936909677858807, 14.446842753349529 5.96035106143421, 14.443617360072494 5.971157143167773, 14.44199570528724 5.987484986618199, 14.429815546727127 5.993224730505119), (14.549887609261305 5.896033687587135, 14.549809746859353 5.896018106832969))",Cameroon
313.0,NORD-OUEST,7.0,MEZAM,40.0,8.0,N6,Bamenda,Santa,N6.Bamenda-Santa,1.0,1.0,15.705715943,-99.0,6.0,2046.0,CDP,2.0,Asphalt,CDP,4.0,Poor,CDP,2.0,0.14200197968,1.0,1.0,"MULTILINESTRING ((10.143703067031481 5.874733272302819, 10.14246244779548 5.875881978129485, 10.149347779559605 5.878994761899321, 10.155248002966061 5.890989588175614, 10.159291482513481 5.906193533597559, 10.162697912912336 5.912653717167586, 10.158725996016074 5.923669610730599, 10.16099186484854 5.928742675505987, 10.158917686506584 5.929880890741174, 10.158412262130184 5.937466893291571, 10.1668045662351 5.956681593730934), (10.159940822696285 5.8369691934586285, 10.161984490639043 5.84089165393857, 10.16146381555967 5.851008227270881, 10.15592027855854 5.856034573166198, 10.157489987604038 5.862483792202056, 10.152387036558991 5.870272930015119, 10.147557775287737 5.871164146454987, 10.143703067031481 5.874733272302819))",Cameroon
