ET_ID,LINKNO,ROADNO,STARTKM,ENDKM,LENGTHKM,STARTDESC,ENDDESC,CLASS,REGION,WIDTH,LANES,SURFTYPE,CONDITION,AADT,PAVEMTYPE,COMMENT,geometry
,160-43,EN160,0.0,22.66,22.66,NANCOVA,RITO,Primary,CUANDO CUBANGO,6.0,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (18.927640441605565 -16.401944100490336, 18.93823308335717 -16.423129383993544, 18.95209167417445 -16.45777586103675, 18.969414912696056 -16.516674872010206, 18.969414912696056 -16.551321349053413, 18.98673815121766 -16.575573882983658, 18.994499287597428 -16.586439473915334)"
,100-23,EN100,0.0,53.79,53.79,DOMBE GRANDE,RIO CATARA,Primary,BENGUELA,6.0,2,Paved,Good,173,Paved,,"LINESTRING (12.919383269946739 -13.363424113614098, 12.926950916371489 -13.346775291479647, 12.93300503351129 -13.301369412931148, 12.93300503351129 -13.287747649366597, 12.96327561921029 -13.236287653678298, 12.99051914633939 -13.190881775129798, 13.022303261323339 -13.112178252312399, 13.031384437033038 -13.081907666613398, 13.046519729882538 -13.063745315193998, 13.06316855201699 -13.054664139484299, 13.069222669156789 -13.034988258779949, 13.087385020576189 -13.000177085226099, 13.091925608431039 -12.977474145951849, 13.084549081083173 -12.9507624109475)"
,120-12,EN120,0.0,19.45,19.45,PONTE DO SANGUE,QUIBAXE,Primary,CUANZA NORTE,8.0,2,Paved,Good,200,Paved,Assumed a minimum of 200 cars for all paved roads with no traffic information available.,"LINESTRING (14.448103361907812 -8.521240348238706, 14.465644243045986 -8.500191290872896, 14.465644243045986 -8.47563405727945, 14.48318512418416 -8.449322735572188, 14.530545503257235 -8.435290030661648, 14.563873177419767 -8.42651959009256)"
,120-34,EN120,0.0,23.38,23.38,COLUI,JAMBA,Primary,HUILA,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (15.98653484782789 -14.469898764265682, 15.996533940910465 -14.494453629169875, 16.00691092357547 -14.5318107667639, 16.011061716641475 -14.569167904357926, 16.01728790624048 -14.606525041951949, 16.023514095839484 -14.645957576078976, 16.031815681971487 -14.666711541408988)"
,120-35,EN120,0.0,78.27,78.27,JAMBA,CASSINGA,Primary,HUILA,6.0,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (16.09444900501395 -15.082300168741847, 16.10266201537501 -15.043972787056866, 16.124563376337857 -14.997432395010817, 16.157415417782133 -14.959105013325832, 16.187529789106044 -14.918039961520495, 16.214906490309602 -14.844122868270887, 16.247758531753874 -14.789369465863771, 16.206148990743603 -14.801612316054076, 16.160490267017572 -14.803687712587077, 16.114831543291544 -14.809913902186082, 16.077474405697522 -14.816140091785087, 16.054645043834505 -14.820290884851087, 16.052569647301503 -14.79331072992207, 16.0484188542355 -14.766330574993054, 16.044268061169497 -14.728973437399027, 16.038041871570492 -14.70199328247001, 16.031815681971487 -14.666711541408986)"
,140-22,EN140,0.0,14.13,14.13,CUTATO,BUANGA,Primary,BIE,7.9,2,Paved,Good,200,Paved,Assumed a minimum of 200 cars for all paved roads with no traffic information available.,"LINESTRING (16.437643844033747 -11.492461966938224, 16.41948672752041 -11.496284531957896, 16.39508165178535 -11.489776479735001, 16.356033536967264 -11.460490253673896, 16.328374456497652 -11.44584713958115)"
,160-30,EN160,0.0,14.55,14.55,ICIENGO,MUNHANGO,Primary,BIE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (18.50948709332938 -12.050286391311388, 18.534135738447095 -12.113277373278876, 18.558647128947676 -12.168263301156554)"
,202-01,EN202,0.0,10.66,10.66,MALEMBO(CLOSE),SASSAZAU,Primary,CABINDA,7.9,2,Paved,Good,200,Paved,,"LINESTRING (12.06427001953125 -5.37060546875, 12.0950927734375 -5.3507080078125, 12.11749267578125 -5.3394775390625, 12.1455078125 -5.33660888671875)"
,210-10,EN210,0.0,22.21,22.21,MAQUELA DO ZOMBO,BEU (CLOSE TO THE BORDER),Primary,UIGE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (15.0537109375 -6.07928466796875, 15.0584716796875 -6.06549072265625, 15.08673095703125 -6.04449462890625, 15.1270751953125 -6.0198974609375, 15.14447021484375 -5.9918212890625, 15.16748046875 -5.99310302734375, 15.1990966796875 -5.97198486328125)"
,210-11,EN210,0.0,38.2,38.2,BEU (CLOSE TO THE BORDER),SAMBA,Primary,UIGE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (15.1990966796875 -5.97198486328125, 15.22308349609375 -5.9525146484375, 15.247314453125 -5.94189453125, 15.268310546875 -5.9434814453125, 15.27288818359375 -5.96148681640625, 15.2742919921875 -5.9810791015625, 15.268310546875 -6.00811767578125, 15.263671875 -6.03369140625, 15.2623291015625 -6.05169677734375, 15.2623291015625 -6.07122802734375, 15.27288818359375 -6.08929443359375, 15.30291748046875 -6.1072998046875, 15.326904296875 -6.12078857421875, 15.34490966796875 -6.1282958984375, 15.35247802734375 -6.1448974609375)"
,210-12,EN210,0.0,15.88,15.88,SAMBA,BEU,Primary,UIGE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (15.35247802734375 -6.1448974609375, 15.35687255859375 -6.16748046875, 15.3660888671875 -6.1824951171875, 15.381103515625 -6.2034912109375, 15.381103515625 -6.21710205078125, 15.381103515625 -6.22601318359375, 15.3914794921875 -6.2396240234375, 15.42169189453125 -6.24560546875)"
,210-13,EN210,0.0,17.46,17.46,BEU,BANZA VOGO,Primary,UIGE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (15.42169189453125 -6.24560546875, 15.439697265625 -6.23809814453125, 15.4622802734375 -6.236572265625, 15.4788818359375 -6.22601318359375, 15.4923095703125 -6.20648193359375, 15.5042724609375 -6.17340087890625, 15.519287109375 -6.16888427734375, 15.52691650390625 -6.15692138671875)"
