year,Country,Country Code,"Transport - Rails: Carriage productivity (1,000 passenger-km per carriage)",Transport - Rails: Carriages (number),"Transport - Rails: Concessioned company (1-concessioned, 0-non-concessioned)",Transport - Rails: Employees (number),Transport - Rails: Employees - average 2000 to 2005 (number),"Transport - Rails: Freight (number of tons, annual)","Transport - Rails: Gauge (1-cape, 2-metre, 3-narrow, 4-standard, 5-meter/standard)","Transport - Rails: Labour productivity (1,000 traffic units per employee)",Transport - Rails: Length of haul freight - average (km),Transport - Rails: Locomotive productivity (million traffic units per locomotive),Transport - Rails: Locomotives (number),"Transport - Rails: Passengers (number, annual)","Transport - Rails: Private company (1-private, 0-non-private)","Transport - Rails: Traffic - operated by private company (route-km, annual)","Transport - Rails: Traffic - operated by public rail company (route-km, annual)","Transport - Rails: Traffic - total (route-km, annual)","Transport - Rails: Traffic density - passengers (1,000 passenger-km/route-km)","Transport - Rails: Traffic density freight - operated by private rail company (1,000 net tonne-km/route-km)","Transport - Rails: Traffic density freight - operated by public rail company (1,000 net tonne-km/route-km)",Transport - Rails: Traffic unit - freight - operated by private rail company (million net ton-km),Transport - Rails: Traffic unit - freight - operated by public rail company (million net ton-km),Transport - Rails: Traffic unit - net tonne-km (million),Transport - Rails: Traffic unit - passenger - long-distance (million passenger-km),Transport - Rails: Traffic unit - passenger - suburban (million passenger-km),Transport - Rails: Traffic unit - passenger and freight  (million passenger-km+net tons-km),Transport - Rails: Traffic unit - passenger-km (million),Transport - Rails: Trip length per passenger - average (km per passenger),"Transport - Rails: Wagon productivity (1,000 net tonne-km per wagon)",Transport - Rails: Wagons (number)
1995,Nigeria,047,1351.702863480714,1351.702863480714,1351.702863480714,1351.702863480714,1351.702863480714,1351.702863480714,1351.702863480714,1351.702863480714,1351.702863480714,1351.702863480714,1351.702863480714,1351.702863480714,1351.702863480714,1351.702863480714,1351.702863480714,1351.702863480714,1351.702863480714,1351.702863480714,1351.702863480714,1351.702863480714,1351.702863480714,1351.702863480714,1351.702863480714,1351.702863480714,1351.702863480714,1351.702863480714,1351.702863480714,1351.702863480714,1351.702863480714
1995,Senegal,049,547.4340147428571,547.4340147428571,547.4340147428571,547.4340147428571,547.4340147428571,547.4340147428571,547.4340147428571,547.4340147428571,547.4340147428571,547.4340147428571,547.4340147428571,547.4340147428571,547.4340147428571,547.4340147428571,547.4340147428571,547.4340147428571,547.4340147428571,547.4340147428571,547.4340147428571,547.4340147428571,547.4340147428571,547.4340147428571,547.4340147428571,547.4340147428571,547.4340147428571,547.4340147428571,547.4340147428571,547.4340147428571,547.4340147428571
1995,South Africa,056,65961.83044794001,65961.83044794001,65961.83044794001,65961.83044794001,65961.83044794001,65961.83044794001,65961.83044794001,65961.83044794001,65961.83044794001,65961.83044794001,65961.83044794001,65961.83044794001,65961.83044794001,65961.83044794001,65961.83044794001,65961.83044794001,65961.83044794001,65961.83044794001,65961.83044794001,65961.83044794001,65961.83044794001,65961.83044794001,65961.83044794001,65961.83044794001,65961.83044794001,65961.83044794001,65961.83044794001,65961.83044794001,65961.83044794001
1995,Sudan,058,2660.8088274875,2660.8088274875,2660.8088274875,2660.8088274875,2660.8088274875,2660.8088274875,2660.8088274875,2660.8088274875,2660.8088274875,2660.8088274875,2660.8088274875,2660.8088274875,2660.8088274875,2660.8088274875,2660.8088274875,2660.8088274875,2660.8088274875,2660.8088274875,2660.8088274875,2660.8088274875,2660.8088274875,2660.8088274875,2660.8088274875,2660.8088274875,2660.8088274875,2660.8088274875,2660.8088274875,2660.8088274875,2660.8088274875
1995,Swaziland,060,241.66666666666666,241.66666666666666,241.66666666666666,241.66666666666666,241.66666666666666,241.66666666666666,241.66666666666666,241.66666666666666,241.66666666666666,241.66666666666666,241.66666666666666,241.66666666666666,241.66666666666666,241.66666666666666,241.66666666666666,241.66666666666666,241.66666666666666,241.66666666666666,241.66666666666666,241.66666666666666,241.66666666666666,241.66666666666666,241.66666666666666,241.66666666666666,241.66666666666666,241.66666666666666,241.66666666666666,241.66666666666666,241.66666666666666
1995,Tanzania,062,1903.719996809286,1903.719996809286,1903.719996809286,1903.719996809286,1903.719996809286,1903.719996809286,1903.719996809286,1903.719996809286,1903.719996809286,1903.719996809286,1903.719996809286,1903.719996809286,1903.719996809286,1903.719996809286,1903.719996809286,1903.719996809286,1903.719996809286,1903.719996809286,1903.719996809286,1903.719996809286,1903.719996809286,1903.719996809286,1903.719996809286,1903.719996809286,1903.719996809286,1903.719996809286,1903.719996809286,1903.719996809286,1903.719996809286
1995,Tanzania/Zambia,063,1576.5019791857142,1576.5019791857142,1576.5019791857142,1576.5019791857142,1576.5019791857142,1576.5019791857142,1576.5019791857142,1576.5019791857142,1576.5019791857142,1576.5019791857142,1576.5019791857142,1576.5019791857142,1576.5019791857142,1576.5019791857142,1576.5019791857142,1576.5019791857142,1576.5019791857142,1576.5019791857142,1576.5019791857142,1576.5019791857142,1576.5019791857142,1576.5019791857142,1576.5019791857142,1576.5019791857142,1576.5019791857142,1576.5019791857142,1576.5019791857142,1576.5019791857142,1576.5019791857142
1995,Uganda,067,489.83618288450003,489.83618288450003,489.83618288450003,489.83618288450003,489.83618288450003,489.83618288450003,489.83618288450003,489.83618288450003,489.83618288450003,489.83618288450003,489.83618288450003,489.83618288450003,489.83618288450003,489.83618288450003,489.83618288450003,489.83618288450003,489.83618288450003,489.83618288450003,489.83618288450003,489.83618288450003,489.83618288450003,489.83618288450003,489.83618288450003,489.83618288450003,489.83618288450003,489.83618288450003,489.83618288450003,489.83618288450003,489.83618288450003
1995,Zambia,068,1371.0168326028572,1371.0168326028572,1371.0168326028572,1371.0168326028572,1371.0168326028572,1371.0168326028572,1371.0168326028572,1371.0168326028572,1371.0168326028572,1371.0168326028572,1371.0168326028572,1371.0168326028572,1371.0168326028572,1371.0168326028572,1371.0168326028572,1371.0168326028572,1371.0168326028572,1371.0168326028572,1371.0168326028572,1371.0168326028572,1371.0168326028572,1371.0168326028572,1371.0168326028572,1371.0168326028572,1371.0168326028572,1371.0168326028572,1371.0168326028572,1371.0168326028572,1371.0168326028572
1995,Zimbabwe,071,4085.17244733625,4085.17244733625,4085.17244733625,4085.17244733625,4085.17244733625,4085.17244733625,4085.17244733625,4085.17244733625,4085.17244733625,4085.17244733625,4085.17244733625,4085.17244733625,4085.17244733625,4085.17244733625,4085.17244733625,4085.17244733625,4085.17244733625,4085.17244733625,4085.17244733625,4085.17244733625,4085.17244733625,4085.17244733625,4085.17244733625,4085.17244733625,4085.17244733625,4085.17244733625,4085.17244733625,4085.17244733625,4085.17244733625
1996,Angola,005,1312.4540126850002,1312.4540126850002,1312.4540126850002,1312.4540126850002,1312.4540126850002,1312.4540126850002,1312.4540126850002,1312.4540126850002,1312.4540126850002,1312.4540126850002,1312.4540126850002,1312.4540126850002,1312.4540126850002,1312.4540126850002,1312.4540126850002,1312.4540126850002,1312.4540126850002,1312.4540126850002,1312.4540126850002,1312.4540126850002,1312.4540126850002,1312.4540126850002,1312.4540126850002,1312.4540126850002,1312.4540126850002,1312.4540126850002,1312.4540126850002,1312.4540126850002,1312.4540126850002
1996,Benin,006,756.6905007164286,756.6905007164286,756.6905007164286,756.6905007164286,756.6905007164286,756.6905007164286,756.6905007164286,756.6905007164286,756.6905007164286,756.6905007164286,756.6905007164286,756.6905007164286,756.6905007164286,756.6905007164286,756.6905007164286,756.6905007164286,756.6905007164286,756.6905007164286,756.6905007164286,756.6905007164286,756.6905007164286,756.6905007164286,756.6905007164286,756.6905007164286,756.6905007164286,756.6905007164286,756.6905007164286,756.6905007164286,756.6905007164286
1996,Botswana,008,698.5099232792857,698.5099232792857,698.5099232792857,698.5099232792857,698.5099232792857,698.5099232792857,698.5099232792857,698.5099232792857,698.5099232792857,698.5099232792857,698.5099232792857,698.5099232792857,698.5099232792857,698.5099232792857,698.5099232792857,698.5099232792857,698.5099232792857,698.5099232792857,698.5099232792857,698.5099232792857,698.5099232792857,698.5099232792857,698.5099232792857,698.5099232792857,698.5099232792857,698.5099232792857,698.5099232792857,698.5099232792857,698.5099232792857
1996,Burkina Faso,009,771.8615501107142,771.8615501107142,771.8615501107142,771.8615501107142,771.8615501107142,771.8615501107142,771.8615501107142,771.8615501107142,771.8615501107142,771.8615501107142,771.8615501107142,771.8615501107142,771.8615501107142,771.8615501107142,771.8615501107142,771.8615501107142,771.8615501107142,771.8615501107142,771.8615501107142,771.8615501107142,771.8615501107142,771.8615501107142,771.8615501107142,771.8615501107142,771.8615501107142,771.8615501107142,771.8615501107142,771.8615501107142,771.8615501107142
1996,Cameroon,010,1015.9755163357142,1015.9755163357142,1015.9755163357142,1015.9755163357142,1015.9755163357142,1015.9755163357142,1015.9755163357142,1015.9755163357142,1015.9755163357142,1015.9755163357142,1015.9755163357142,1015.9755163357142,1015.9755163357142,1015.9755163357142,1015.9755163357142,1015.9755163357142,1015.9755163357142,1015.9755163357142,1015.9755163357142,1015.9755163357142,1015.9755163357142,1015.9755163357142,1015.9755163357142,1015.9755163357142,1015.9755163357142,1015.9755163357142,1015.9755163357142,1015.9755163357142,1015.9755163357142
1996,Congo,011,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0
1996,Congo,013,1647.155680826,1647.155680826,1647.155680826,1647.155680826,1647.155680826,1647.155680826,1647.155680826,1647.155680826,1647.155680826,1647.155680826,1647.155680826,1647.155680826,1647.155680826,1647.155680826,1647.155680826,1647.155680826,1647.155680826,1647.155680826,1647.155680826,1647.155680826,1647.155680826,1647.155680826,1647.155680826,1647.155680826,1647.155680826,1647.155680826,1647.155680826,1647.155680826,1647.155680826
1996,Congo,014,441.81718612538464,441.81718612538464,441.81718612538464,441.81718612538464,441.81718612538464,441.81718612538464,441.81718612538464,441.81718612538464,441.81718612538464,441.81718612538464,441.81718612538464,441.81718612538464,441.81718612538464,441.81718612538464,441.81718612538464,441.81718612538464,441.81718612538464,441.81718612538464,441.81718612538464,441.81718612538464,441.81718612538464,441.81718612538464,441.81718612538464,441.81718612538464,441.81718612538464,441.81718612538464,441.81718612538464,441.81718612538464,441.81718612538464
1996,Congo,015,943.4671786614286,943.4671786614286,943.4671786614286,943.4671786614286,943.4671786614286,943.4671786614286,943.4671786614286,943.4671786614286,943.4671786614286,943.4671786614286,943.4671786614286,943.4671786614286,943.4671786614286,943.4671786614286,943.4671786614286,943.4671786614286,943.4671786614286,943.4671786614286,943.4671786614286,943.4671786614286,943.4671786614286,943.4671786614286,943.4671786614286,943.4671786614286,943.4671786614286,943.4671786614286,943.4671786614286,943.4671786614286,943.4671786614286
1996,Ethiopia/Djibouti,021,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666
1996,Gabon,023,882.7361190221428,882.7361190221428,882.7361190221428,882.7361190221428,882.7361190221428,882.7361190221428,882.7361190221428,882.7361190221428,882.7361190221428,882.7361190221428,882.7361190221428,882.7361190221428,882.7361190221428,882.7361190221428,882.7361190221428,882.7361190221428,882.7361190221428,882.7361190221428,882.7361190221428,882.7361190221428,882.7361190221428,882.7361190221428,882.7361190221428,882.7361190221428,882.7361190221428,882.7361190221428,882.7361190221428,882.7361190221428,882.7361190221428
1996,Ghana,024,761.3479044192857,761.3479044192857,761.3479044192857,761.3479044192857,761.3479044192857,761.3479044192857,761.3479044192857,761.3479044192857,761.3479044192857,761.3479044192857,761.3479044192857,761.3479044192857,761.3479044192857,761.3479044192857,761.3479044192857,761.3479044192857,761.3479044192857,761.3479044192857,761.3479044192857,761.3479044192857,761.3479044192857,761.3479044192857,761.3479044192857,761.3479044192857,761.3479044192857,761.3479044192857,761.3479044192857,761.3479044192857,761.3479044192857
1996,Kenya,027,2200.202313685,2200.202313685,2200.202313685,2200.202313685,2200.202313685,2200.202313685,2200.202313685,2200.202313685,2200.202313685,2200.202313685,2200.202313685,2200.202313685,2200.202313685,2200.202313685,2200.202313685,2200.202313685,2200.202313685,2200.202313685,2200.202313685,2200.202313685,2200.202313685,2200.202313685,2200.202313685,2200.202313685,2200.202313685,2200.202313685,2200.202313685,2200.202313685,2200.202313685
1996,Malawi,034,244.7782972897143,244.7782972897143,244.7782972897143,244.7782972897143,244.7782972897143,244.7782972897143,244.7782972897143,244.7782972897143,244.7782972897143,244.7782972897143,244.7782972897143,244.7782972897143,244.7782972897143,244.7782972897143,244.7782972897143,244.7782972897143,244.7782972897143,244.7782972897143,244.7782972897143,244.7782972897143,244.7782972897143,244.7782972897143,244.7782972897143,244.7782972897143,244.7782972897143,244.7782972897143,244.7782972897143,244.7782972897143,244.7782972897143
1996,Mali,035,664.8733769492857,664.8733769492857,664.8733769492857,664.8733769492857,664.8733769492857,664.8733769492857,664.8733769492857,664.8733769492857,664.8733769492857,664.8733769492857,664.8733769492857,664.8733769492857,664.8733769492857,664.8733769492857,664.8733769492857,664.8733769492857,664.8733769492857,664.8733769492857,664.8733769492857,664.8733769492857,664.8733769492857,664.8733769492857,664.8733769492857,664.8733769492857,664.8733769492857,664.8733769492857,664.8733769492857,664.8733769492857,664.8733769492857
1996,Mozambique,040,1219.1466900085713,1219.1466900085713,1219.1466900085713,1219.1466900085713,1219.1466900085713,1219.1466900085713,1219.1466900085713,1219.1466900085713,1219.1466900085713,1219.1466900085713,1219.1466900085713,1219.1466900085713,1219.1466900085713,1219.1466900085713,1219.1466900085713,1219.1466900085713,1219.1466900085713,1219.1466900085713,1219.1466900085713,1219.1466900085713,1219.1466900085713,1219.1466900085713,1219.1466900085713,1219.1466900085713,1219.1466900085713,1219.1466900085713,1219.1466900085713,1219.1466900085713,1219.1466900085713
1996,Mozambique,041,1063.5703543564287,1063.5703543564287,1063.5703543564287,1063.5703543564287,1063.5703543564287,1063.5703543564287,1063.5703543564287,1063.5703543564287,1063.5703543564287,1063.5703543564287,1063.5703543564287,1063.5703543564287,1063.5703543564287,1063.5703543564287,1063.5703543564287,1063.5703543564287,1063.5703543564287,1063.5703543564287,1063.5703543564287,1063.5703543564287,1063.5703543564287,1063.5703543564287,1063.5703543564287,1063.5703543564287,1063.5703543564287,1063.5703543564287,1063.5703543564287,1063.5703543564287,1063.5703543564287
1996,Namibia,045,765.7943192185714,765.7943192185714,765.7943192185714,765.7943192185714,765.7943192185714,765.7943192185714,765.7943192185714,765.7943192185714,765.7943192185714,765.7943192185714,765.7943192185714,765.7943192185714,765.7943192185714,765.7943192185714,765.7943192185714,765.7943192185714,765.7943192185714,765.7943192185714,765.7943192185714,765.7943192185714,765.7943192185714,765.7943192185714,765.7943192185714,765.7943192185714,765.7943192185714,765.7943192185714,765.7943192185714,765.7943192185714,765.7943192185714
1996,Nigeria,047,1382.1758779849285,1382.1758779849285,1382.1758779849285,1382.1758779849285,1382.1758779849285,1382.1758779849285,1382.1758779849285,1382.1758779849285,1382.1758779849285,1382.1758779849285,1382.1758779849285,1382.1758779849285,1382.1758779849285,1382.1758779849285,1382.1758779849285,1382.1758779849285,1382.1758779849285,1382.1758779849285,1382.1758779849285,1382.1758779849285,1382.1758779849285,1382.1758779849285,1382.1758779849285,1382.1758779849285,1382.1758779849285,1382.1758779849285,1382.1758779849285,1382.1758779849285,1382.1758779849285
1996,Senegal,049,547.8054893307143,547.8054893307143,547.8054893307143,547.8054893307143,547.8054893307143,547.8054893307143,547.8054893307143,547.8054893307143,547.8054893307143,547.8054893307143,547.8054893307143,547.8054893307143,547.8054893307143,547.8054893307143,547.8054893307143,547.8054893307143,547.8054893307143,547.8054893307143,547.8054893307143,547.8054893307143,547.8054893307143,547.8054893307143,547.8054893307143,547.8054893307143,547.8054893307143,547.8054893307143,547.8054893307143,547.8054893307143,547.8054893307143
1996,South Africa,056,43354.345148605455,43354.345148605455,43354.345148605455,43354.345148605455,43354.345148605455,43354.345148605455,43354.345148605455,43354.345148605455,43354.345148605455,43354.345148605455,43354.345148605455,43354.345148605455,43354.345148605455,43354.345148605455,43354.345148605455,43354.345148605455,43354.345148605455,43354.345148605455,43354.345148605455,43354.345148605455,43354.345148605455,43354.345148605455,43354.345148605455,43354.345148605455,43354.345148605455,43354.345148605455,43354.345148605455,43354.345148605455,43354.345148605455
1996,Sudan,058,4034.68320315,4034.68320315,4034.68320315,4034.68320315,4034.68320315,4034.68320315,4034.68320315,4034.68320315,4034.68320315,4034.68320315,4034.68320315,4034.68320315,4034.68320315,4034.68320315,4034.68320315,4034.68320315,4034.68320315,4034.68320315,4034.68320315,4034.68320315,4034.68320315,4034.68320315,4034.68320315,4034.68320315,4034.68320315,4034.68320315,4034.68320315,4034.68320315,4034.68320315
1996,Swaziland,060,718.0998124690909,718.0998124690909,718.0998124690909,718.0998124690909,718.0998124690909,718.0998124690909,718.0998124690909,718.0998124690909,718.0998124690909,718.0998124690909,718.0998124690909,718.0998124690909,718.0998124690909,718.0998124690909,718.0998124690909,718.0998124690909,718.0998124690909,718.0998124690909,718.0998124690909,718.0998124690909,718.0998124690909,718.0998124690909,718.0998124690909,718.0998124690909,718.0998124690909,718.0998124690909,718.0998124690909,718.0998124690909,718.0998124690909
1996,Tanzania,062,1788.9659440735716,1788.9659440735716,1788.9659440735716,1788.9659440735716,1788.9659440735716,1788.9659440735716,1788.9659440735716,1788.9659440735716,1788.9659440735716,1788.9659440735716,1788.9659440735716,1788.9659440735716,1788.9659440735716,1788.9659440735716,1788.9659440735716,1788.9659440735716,1788.9659440735716,1788.9659440735716,1788.9659440735716,1788.9659440735716,1788.9659440735716,1788.9659440735716,1788.9659440735716,1788.9659440735716,1788.9659440735716,1788.9659440735716,1788.9659440735716,1788.9659440735716,1788.9659440735716
1996,Tanzania/Zambia,063,1358.7200939164286,1358.7200939164286,1358.7200939164286,1358.7200939164286,1358.7200939164286,1358.7200939164286,1358.7200939164286,1358.7200939164286,1358.7200939164286,1358.7200939164286,1358.7200939164286,1358.7200939164286,1358.7200939164286,1358.7200939164286,1358.7200939164286,1358.7200939164286,1358.7200939164286,1358.7200939164286,1358.7200939164286,1358.7200939164286,1358.7200939164286,1358.7200939164286,1358.7200939164286,1358.7200939164286,1358.7200939164286,1358.7200939164286,1358.7200939164286,1358.7200939164286,1358.7200939164286
1996,Uganda,067,506.44011196364283,506.44011196364283,506.44011196364283,506.44011196364283,506.44011196364283,506.44011196364283,506.44011196364283,506.44011196364283,506.44011196364283,506.44011196364283,506.44011196364283,506.44011196364283,506.44011196364283,506.44011196364283,506.44011196364283,506.44011196364283,506.44011196364283,506.44011196364283,506.44011196364283,506.44011196364283,506.44011196364283,506.44011196364283,506.44011196364283,506.44011196364283,506.44011196364283,506.44011196364283,506.44011196364283,506.44011196364283,506.44011196364283
1996,Zambia,068,1387.0988901092858,1387.0988901092858,1387.0988901092858,1387.0988901092858,1387.0988901092858,1387.0988901092858,1387.0988901092858,1387.0988901092858,1387.0988901092858,1387.0988901092858,1387.0988901092858,1387.0988901092858,1387.0988901092858,1387.0988901092858,1387.0988901092858,1387.0988901092858,1387.0988901092858,1387.0988901092858,1387.0988901092858,1387.0988901092858,1387.0988901092858,1387.0988901092858,1387.0988901092858,1387.0988901092858,1387.0988901092858,1387.0988901092858,1387.0988901092858,1387.0988901092858,1387.0988901092858
1996,Zimbabwe,071,3438.172664432857,3438.172664432857,3438.172664432857,3438.172664432857,3438.172664432857,3438.172664432857,3438.172664432857,3438.172664432857,3438.172664432857,3438.172664432857,3438.172664432857,3438.172664432857,3438.172664432857,3438.172664432857,3438.172664432857,3438.172664432857,3438.172664432857,3438.172664432857,3438.172664432857,3438.172664432857,3438.172664432857,3438.172664432857,3438.172664432857,3438.172664432857,3438.172664432857,3438.172664432857,3438.172664432857,3438.172664432857,3438.172664432857
1997,Angola,005,1397.2630582642855,1397.2630582642855,1397.2630582642855,1397.2630582642855,1397.2630582642855,1397.2630582642855,1397.2630582642855,1397.2630582642855,1397.2630582642855,1397.2630582642855,1397.2630582642855,1397.2630582642855,1397.2630582642855,1397.2630582642855,1397.2630582642855,1397.2630582642855,1397.2630582642855,1397.2630582642855,1397.2630582642855,1397.2630582642855,1397.2630582642855,1397.2630582642855,1397.2630582642855,1397.2630582642855,1397.2630582642855,1397.2630582642855,1397.2630582642855,1397.2630582642855,1397.2630582642855
1997,Benin,006,839.7561291714285,839.7561291714285,839.7561291714285,839.7561291714285,839.7561291714285,839.7561291714285,839.7561291714285,839.7561291714285,839.7561291714285,839.7561291714285,839.7561291714285,839.7561291714285,839.7561291714285,839.7561291714285,839.7561291714285,839.7561291714285,839.7561291714285,839.7561291714285,839.7561291714285,839.7561291714285,839.7561291714285,839.7561291714285,839.7561291714285,839.7561291714285,839.7561291714285,839.7561291714285,839.7561291714285,839.7561291714285,839.7561291714285
1997,Botswana,008,706.9343886857142,706.9343886857142,706.9343886857142,706.9343886857142,706.9343886857142,706.9343886857142,706.9343886857142,706.9343886857142,706.9343886857142,706.9343886857142,706.9343886857142,706.9343886857142,706.9343886857142,706.9343886857142,706.9343886857142,706.9343886857142,706.9343886857142,706.9343886857142,706.9343886857142,706.9343886857142,706.9343886857142,706.9343886857142,706.9343886857142,706.9343886857142,706.9343886857142,706.9343886857142,706.9343886857142,706.9343886857142,706.9343886857142
1997,Burkina Faso,009,782.6386196407144,782.6386196407144,782.6386196407144,782.6386196407144,782.6386196407144,782.6386196407144,782.6386196407144,782.6386196407144,782.6386196407144,782.6386196407144,782.6386196407144,782.6386196407144,782.6386196407144,782.6386196407144,782.6386196407144,782.6386196407144,782.6386196407144,782.6386196407144,782.6386196407144,782.6386196407144,782.6386196407144,782.6386196407144,782.6386196407144,782.6386196407144,782.6386196407144,782.6386196407144,782.6386196407144,782.6386196407144,782.6386196407144
1997,Cameroon,010,1069.3664805671428,1069.3664805671428,1069.3664805671428,1069.3664805671428,1069.3664805671428,1069.3664805671428,1069.3664805671428,1069.3664805671428,1069.3664805671428,1069.3664805671428,1069.3664805671428,1069.3664805671428,1069.3664805671428,1069.3664805671428,1069.3664805671428,1069.3664805671428,1069.3664805671428,1069.3664805671428,1069.3664805671428,1069.3664805671428,1069.3664805671428,1069.3664805671428,1069.3664805671428,1069.3664805671428,1069.3664805671428,1069.3664805671428,1069.3664805671428,1069.3664805671428,1069.3664805671428
1997,Congo,011,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0
1997,Congo,013,1529.8661372917143,1529.8661372917143,1529.8661372917143,1529.8661372917143,1529.8661372917143,1529.8661372917143,1529.8661372917143,1529.8661372917143,1529.8661372917143,1529.8661372917143,1529.8661372917143,1529.8661372917143,1529.8661372917143,1529.8661372917143,1529.8661372917143,1529.8661372917143,1529.8661372917143,1529.8661372917143,1529.8661372917143,1529.8661372917143,1529.8661372917143,1529.8661372917143,1529.8661372917143,1529.8661372917143,1529.8661372917143,1529.8661372917143,1529.8661372917143,1529.8661372917143,1529.8661372917143
1997,Congo,014,456.9055818576923,456.9055818576923,456.9055818576923,456.9055818576923,456.9055818576923,456.9055818576923,456.9055818576923,456.9055818576923,456.9055818576923,456.9055818576923,456.9055818576923,456.9055818576923,456.9055818576923,456.9055818576923,456.9055818576923,456.9055818576923,456.9055818576923,456.9055818576923,456.9055818576923,456.9055818576923,456.9055818576923,456.9055818576923,456.9055818576923,456.9055818576923,456.9055818576923,456.9055818576923,456.9055818576923,456.9055818576923,456.9055818576923
1997,Congo,015,803.0869514285714,803.0869514285714,803.0869514285714,803.0869514285714,803.0869514285714,803.0869514285714,803.0869514285714,803.0869514285714,803.0869514285714,803.0869514285714,803.0869514285714,803.0869514285714,803.0869514285714,803.0869514285714,803.0869514285714,803.0869514285714,803.0869514285714,803.0869514285714,803.0869514285714,803.0869514285714,803.0869514285714,803.0869514285714,803.0869514285714,803.0869514285714,803.0869514285714,803.0869514285714,803.0869514285714,803.0869514285714,803.0869514285714
1997,Ethiopia/Djibouti,021,741.5444384457143,741.5444384457143,741.5444384457143,741.5444384457143,741.5444384457143,741.5444384457143,741.5444384457143,741.5444384457143,741.5444384457143,741.5444384457143,741.5444384457143,741.5444384457143,741.5444384457143,741.5444384457143,741.5444384457143,741.5444384457143,741.5444384457143,741.5444384457143,741.5444384457143,741.5444384457143,741.5444384457143,741.5444384457143,741.5444384457143,741.5444384457143,741.5444384457143,741.5444384457143,741.5444384457143,741.5444384457143,741.5444384457143
1997,Gabon,023,831.4088015028572,831.4088015028572,831.4088015028572,831.4088015028572,831.4088015028572,831.4088015028572,831.4088015028572,831.4088015028572,831.4088015028572,831.4088015028572,831.4088015028572,831.4088015028572,831.4088015028572,831.4088015028572,831.4088015028572,831.4088015028572,831.4088015028572,831.4088015028572,831.4088015028572,831.4088015028572,831.4088015028572,831.4088015028572,831.4088015028572,831.4088015028572,831.4088015028572,831.4088015028572,831.4088015028572,831.4088015028572,831.4088015028572
1997,Ghana,024,770.7043365885713,770.7043365885713,770.7043365885713,770.7043365885713,770.7043365885713,770.7043365885713,770.7043365885713,770.7043365885713,770.7043365885713,770.7043365885713,770.7043365885713,770.7043365885713,770.7043365885713,770.7043365885713,770.7043365885713,770.7043365885713,770.7043365885713,770.7043365885713,770.7043365885713,770.7043365885713,770.7043365885713,770.7043365885713,770.7043365885713,770.7043365885713,770.7043365885713,770.7043365885713,770.7043365885713,770.7043365885713,770.7043365885713
1997,Kenya,027,2135.067880585,2135.067880585,2135.067880585,2135.067880585,2135.067880585,2135.067880585,2135.067880585,2135.067880585,2135.067880585,2135.067880585,2135.067880585,2135.067880585,2135.067880585,2135.067880585,2135.067880585,2135.067880585,2135.067880585,2135.067880585,2135.067880585,2135.067880585,2135.067880585,2135.067880585,2135.067880585,2135.067880585,2135.067880585,2135.067880585,2135.067880585,2135.067880585,2135.067880585
1997,Malawi,034,261.3350037142143,261.3350037142143,261.3350037142143,261.3350037142143,261.3350037142143,261.3350037142143,261.3350037142143,261.3350037142143,261.3350037142143,261.3350037142143,261.3350037142143,261.3350037142143,261.3350037142143,261.3350037142143,261.3350037142143,261.3350037142143,261.3350037142143,261.3350037142143,261.3350037142143,261.3350037142143,261.3350037142143,261.3350037142143,261.3350037142143,261.3350037142143,261.3350037142143,261.3350037142143,261.3350037142143,261.3350037142143,261.3350037142143
1997,Mali,035,867.3324242171428,867.3324242171428,867.3324242171428,867.3324242171428,867.3324242171428,867.3324242171428,867.3324242171428,867.3324242171428,867.3324242171428,867.3324242171428,867.3324242171428,867.3324242171428,867.3324242171428,867.3324242171428,867.3324242171428,867.3324242171428,867.3324242171428,867.3324242171428,867.3324242171428,867.3324242171428,867.3324242171428,867.3324242171428,867.3324242171428,867.3324242171428,867.3324242171428,867.3324242171428,867.3324242171428,867.3324242171428,867.3324242171428
1997,Mozambique,040,1194.3391643778573,1194.3391643778573,1194.3391643778573,1194.3391643778573,1194.3391643778573,1194.3391643778573,1194.3391643778573,1194.3391643778573,1194.3391643778573,1194.3391643778573,1194.3391643778573,1194.3391643778573,1194.3391643778573,1194.3391643778573,1194.3391643778573,1194.3391643778573,1194.3391643778573,1194.3391643778573,1194.3391643778573,1194.3391643778573,1194.3391643778573,1194.3391643778573,1194.3391643778573,1194.3391643778573,1194.3391643778573,1194.3391643778573,1194.3391643778573,1194.3391643778573,1194.3391643778573
