year,Country,Country Code,"Transport - Rails: Carriage productivity (1,000 passenger-km per carriage)",Transport - Rails: Carriages (number),"Transport - Rails: Concessioned company (1-concessioned, 0-non-concessioned)",Transport - Rails: Employees (number),Transport - Rails: Employees - average 2000 to 2005 (number),"Transport - Rails: Freight (number of tons, annual)","Transport - Rails: Gauge (1-cape, 2-metre, 3-narrow, 4-standard, 5-meter/standard)","Transport - Rails: Labour productivity (1,000 traffic units per employee)",Transport - Rails: Length of haul freight - average (km),Transport - Rails: Locomotive productivity (million traffic units per locomotive),Transport - Rails: Locomotives (number),"Transport - Rails: Passengers (number, annual)","Transport - Rails: Private company (1-private, 0-non-private)","Transport - Rails: Traffic - operated by private company (route-km, annual)","Transport - Rails: Traffic - operated by public rail company (route-km, annual)","Transport - Rails: Traffic - total (route-km, annual)","Transport - Rails: Traffic density - passengers (1,000 passenger-km/route-km)","Transport - Rails: Traffic density freight - operated by private rail company (1,000 net tonne-km/route-km)","Transport - Rails: Traffic density freight - operated by public rail company (1,000 net tonne-km/route-km)",Transport - Rails: Traffic unit - freight - operated by private rail company (million net ton-km),Transport - Rails: Traffic unit - freight - operated by public rail company (million net ton-km),Transport - Rails: Traffic unit - net tonne-km (million),Transport - Rails: Traffic unit - passenger - long-distance (million passenger-km),Transport - Rails: Traffic unit - passenger - suburban (million passenger-km),Transport - Rails: Traffic unit - passenger and freight  (million passenger-km+net tons-km),Transport - Rails: Traffic unit - passenger-km (million),Transport - Rails: Trip length per passenger - average (km per passenger),"Transport - Rails: Wagon productivity (1,000 net tonne-km per wagon)",Transport - Rails: Wagons (number)
1950,Congo,015,622.4014825416981,622.4014825416981,622.4014825416981,622.4014825416981,622.4014825416981,622.4014825416981,622.4014825416981,622.4014825416981,622.4014825416981,622.4014825416981,622.4014825416981,622.4014825416981,622.4014825416981,622.4014825416981,622.4014825416981,622.4014825416981,622.4014825416981,622.4014825416981,622.4014825416981,622.4014825416981,622.4014825416981,622.4014825416981,622.4014825416981,622.4014825416981,622.4014825416981,622.4014825416981,622.4014825416981,622.4014825416981,622.4014825416981
1950,Côte dIvoire,016,287.5025213,287.5025213,287.5025213,287.5025213,287.5025213,287.5025213,287.5025213,287.5025213,287.5025213,287.5025213,287.5025213,287.5025213,287.5025213,287.5025213,287.5025213,287.5025213,287.5025213,287.5025213,287.5025213,287.5025213,287.5025213,287.5025213,287.5025213,287.5025213,287.5025213,287.5025213,287.5025213,287.5025213,287.5025213
1950,Djibouti,017,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5
1950,Egypt,018,16057.358144544443,16057.358144544443,16057.358144544443,16057.358144544443,16057.358144544443,16057.358144544443,16057.358144544443,16057.358144544443,16057.358144544443,16057.358144544443,16057.358144544443,16057.358144544443,16057.358144544443,16057.358144544443,16057.358144544443,16057.358144544443,16057.358144544443,16057.358144544443,16057.358144544443,16057.358144544443,16057.358144544443,16057.358144544443,16057.358144544443,16057.358144544443,16057.358144544443,16057.358144544443,16057.358144544443,16057.358144544443,16057.358144544443
1950,Eritrea,019,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5
1950,Ethiopia,020,213.15330396,213.15330396,213.15330396,213.15330396,213.15330396,213.15330396,213.15330396,213.15330396,213.15330396,213.15330396,213.15330396,213.15330396,213.15330396,213.15330396,213.15330396,213.15330396,213.15330396,213.15330396,213.15330396,213.15330396,213.15330396,213.15330396,213.15330396,213.15330396,213.15330396,213.15330396,213.15330396,213.15330396,213.15330396
1950,Ethiopia/Djibouti,021,613.0395364293333,613.0395364293333,613.0395364293333,613.0395364293333,613.0395364293333,613.0395364293333,613.0395364293333,613.0395364293333,613.0395364293333,613.0395364293333,613.0395364293333,613.0395364293333,613.0395364293333,613.0395364293333,613.0395364293333,613.0395364293333,613.0395364293333,613.0395364293333,613.0395364293333,613.0395364293333,613.0395364293333,613.0395364293333,613.0395364293333,613.0395364293333,613.0395364293333,613.0395364293333,613.0395364293333,613.0395364293333,613.0395364293333
1950,Gabon,022,846.7519260384615,846.7519260384615,846.7519260384615,846.7519260384615,846.7519260384615,846.7519260384615,846.7519260384615,846.7519260384615,846.7519260384615,846.7519260384615,846.7519260384615,846.7519260384615,846.7519260384615,846.7519260384615,846.7519260384615,846.7519260384615,846.7519260384615,846.7519260384615,846.7519260384615,846.7519260384615,846.7519260384615,846.7519260384615,846.7519260384615,846.7519260384615,846.7519260384615,846.7519260384615,846.7519260384615,846.7519260384615,846.7519260384615
1950,Gabon,023,928.3608316207143,928.3608316207143,928.3608316207143,928.3608316207143,928.3608316207143,928.3608316207143,928.3608316207143,928.3608316207143,928.3608316207143,928.3608316207143,928.3608316207143,928.3608316207143,928.3608316207143,928.3608316207143,928.3608316207143,928.3608316207143,928.3608316207143,928.3608316207143,928.3608316207143,928.3608316207143,928.3608316207143,928.3608316207143,928.3608316207143,928.3608316207143,928.3608316207143,928.3608316207143,928.3608316207143,928.3608316207143,928.3608316207143
1950,Ghana,024,671.449698668302,671.449698668302,671.449698668302,671.449698668302,671.449698668302,671.449698668302,671.449698668302,671.449698668302,671.449698668302,671.449698668302,671.449698668302,671.449698668302,671.449698668302,671.449698668302,671.449698668302,671.449698668302,671.449698668302,671.449698668302,671.449698668302,671.449698668302,671.449698668302,671.449698668302,671.449698668302,671.449698668302,671.449698668302,671.449698668302,671.449698668302,671.449698668302,671.449698668302
1950,Guinée Conakry,025,1693.797389,1693.797389,1693.797389,1693.797389,1693.797389,1693.797389,1693.797389,1693.797389,1693.797389,1693.797389,1693.797389,1693.797389,1693.797389,1693.797389,1693.797389,1693.797389,1693.797389,1693.797389,1693.797389,1693.797389,1693.797389,1693.797389,1693.797389,1693.797389,1693.797389,1693.797389,1693.797389,1693.797389,1693.797389
1950,Guinée Conakry,026,94.85714285714286,94.85714285714286,94.85714285714286,94.85714285714286,94.85714285714286,94.85714285714286,94.85714285714286,94.85714285714286,94.85714285714286,94.85714285714286,94.85714285714286,94.85714285714286,94.85714285714286,94.85714285714286,94.85714285714286,94.85714285714286,94.85714285714286,94.85714285714286,94.85714285714286,94.85714285714286,94.85714285714286,94.85714285714286,94.85714285714286,94.85714285714286,94.85714285714286,94.85714285714286,94.85714285714286,94.85714285714286,94.85714285714286
1950,Kenya,027,1850.8830943824073,1850.8830943824073,1850.8830943824073,1850.8830943824073,1850.8830943824073,1850.8830943824073,1850.8830943824073,1850.8830943824073,1850.8830943824073,1850.8830943824073,1850.8830943824073,1850.8830943824073,1850.8830943824073,1850.8830943824073,1850.8830943824073,1850.8830943824073,1850.8830943824073,1850.8830943824073,1850.8830943824073,1850.8830943824073,1850.8830943824073,1850.8830943824073,1850.8830943824073,1850.8830943824073,1850.8830943824073,1850.8830943824073,1850.8830943824073,1850.8830943824073,1850.8830943824073
1950,Kenya,028,62.125,62.125,62.125,62.125,62.125,62.125,62.125,62.125,62.125,62.125,62.125,62.125,62.125,62.125,62.125,62.125,62.125,62.125,62.125,62.125,62.125,62.125,62.125,62.125,62.125,62.125,62.125,62.125,62.125
1950,Liberia,029,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8
1950,Liberia,030,30.11111111111111,30.11111111111111,30.11111111111111,30.11111111111111,30.11111111111111,30.11111111111111,30.11111111111111,30.11111111111111,30.11111111111111,30.11111111111111,30.11111111111111,30.11111111111111,30.11111111111111,30.11111111111111,30.11111111111111,30.11111111111111,30.11111111111111,30.11111111111111,30.11111111111111,30.11111111111111,30.11111111111111,30.11111111111111,30.11111111111111,30.11111111111111,30.11111111111111,30.11111111111111,30.11111111111111,30.11111111111111,30.11111111111111
1950,Liberia,031,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25
1950,Madagascar,032,51.24854781785714,51.24854781785714,51.24854781785714,51.24854781785714,51.24854781785714,51.24854781785714,51.24854781785714,51.24854781785714,51.24854781785714,51.24854781785714,51.24854781785714,51.24854781785714,51.24854781785714,51.24854781785714,51.24854781785714,51.24854781785714,51.24854781785714,51.24854781785714,51.24854781785714,51.24854781785714,51.24854781785714,51.24854781785714,51.24854781785714,51.24854781785714,51.24854781785714,51.24854781785714,51.24854781785714,51.24854781785714,51.24854781785714
1950,Madagascar,033,140.7845983125909,140.7845983125909,140.7845983125909,140.7845983125909,140.7845983125909,140.7845983125909,140.7845983125909,140.7845983125909,140.7845983125909,140.7845983125909,140.7845983125909,140.7845983125909,140.7845983125909,140.7845983125909,140.7845983125909,140.7845983125909,140.7845983125909,140.7845983125909,140.7845983125909,140.7845983125909,140.7845983125909,140.7845983125909,140.7845983125909,140.7845983125909,140.7845983125909,140.7845983125909,140.7845983125909,140.7845983125909,140.7845983125909
1950,Malawi,034,266.7666001412641,266.7666001412641,266.7666001412641,266.7666001412641,266.7666001412641,266.7666001412641,266.7666001412641,266.7666001412641,266.7666001412641,266.7666001412641,266.7666001412641,266.7666001412641,266.7666001412641,266.7666001412641,266.7666001412641,266.7666001412641,266.7666001412641,266.7666001412641,266.7666001412641,266.7666001412641,266.7666001412641,266.7666001412641,266.7666001412641,266.7666001412641,266.7666001412641,266.7666001412641,266.7666001412641,266.7666001412641,266.7666001412641
1950,Mali,035,661.9849781530435,661.9849781530435,661.9849781530435,661.9849781530435,661.9849781530435,661.9849781530435,661.9849781530435,661.9849781530435,661.9849781530435,661.9849781530435,661.9849781530435,661.9849781530435,661.9849781530435,661.9849781530435,661.9849781530435,661.9849781530435,661.9849781530435,661.9849781530435,661.9849781530435,661.9849781530435,661.9849781530435,661.9849781530435,661.9849781530435,661.9849781530435,661.9849781530435,661.9849781530435,661.9849781530435,661.9849781530435,661.9849781530435
1950,Mali,036,211.59589041200002,211.59589041200002,211.59589041200002,211.59589041200002,211.59589041200002,211.59589041200002,211.59589041200002,211.59589041200002,211.59589041200002,211.59589041200002,211.59589041200002,211.59589041200002,211.59589041200002,211.59589041200002,211.59589041200002,211.59589041200002,211.59589041200002,211.59589041200002,211.59589041200002,211.59589041200002,211.59589041200002,211.59589041200002,211.59589041200002,211.59589041200002,211.59589041200002,211.59589041200002,211.59589041200002,211.59589041200002,211.59589041200002
1950,Mali/Senegal,037,495.6160383691667,495.6160383691667,495.6160383691667,495.6160383691667,495.6160383691667,495.6160383691667,495.6160383691667,495.6160383691667,495.6160383691667,495.6160383691667,495.6160383691667,495.6160383691667,495.6160383691667,495.6160383691667,495.6160383691667,495.6160383691667,495.6160383691667,495.6160383691667,495.6160383691667,495.6160383691667,495.6160383691667,495.6160383691667,495.6160383691667,495.6160383691667,495.6160383691667,495.6160383691667,495.6160383691667,495.6160383691667,495.6160383691667
1950,Mauritania,038,3614.777777777778,3614.777777777778,3614.777777777778,3614.777777777778,3614.777777777778,3614.777777777778,3614.777777777778,3614.777777777778,3614.777777777778,3614.777777777778,3614.777777777778,3614.777777777778,3614.777777777778,3614.777777777778,3614.777777777778,3614.777777777778,3614.777777777778,3614.777777777778,3614.777777777778,3614.777777777778,3614.777777777778,3614.777777777778,3614.777777777778,3614.777777777778,3614.777777777778,3614.777777777778,3614.777777777778,3614.777777777778,3614.777777777778
1950,Morocco,039,2572.2711064444443,2572.2711064444443,2572.2711064444443,2572.2711064444443,2572.2711064444443,2572.2711064444443,2572.2711064444443,2572.2711064444443,2572.2711064444443,2572.2711064444443,2572.2711064444443,2572.2711064444443,2572.2711064444443,2572.2711064444443,2572.2711064444443,2572.2711064444443,2572.2711064444443,2572.2711064444443,2572.2711064444443,2572.2711064444443,2572.2711064444443,2572.2711064444443,2572.2711064444443,2572.2711064444443,2572.2711064444443,2572.2711064444443,2572.2711064444443,2572.2711064444443,2572.2711064444443
1950,Mozambique,040,626.1667451743396,626.1667451743396,626.1667451743396,626.1667451743396,626.1667451743396,626.1667451743396,626.1667451743396,626.1667451743396,626.1667451743396,626.1667451743396,626.1667451743396,626.1667451743396,626.1667451743396,626.1667451743396,626.1667451743396,626.1667451743396,626.1667451743396,626.1667451743396,626.1667451743396,626.1667451743396,626.1667451743396,626.1667451743396,626.1667451743396,626.1667451743396,626.1667451743396,626.1667451743396,626.1667451743396,626.1667451743396,626.1667451743396
1950,Mozambique,041,693.2303121043396,693.2303121043396,693.2303121043396,693.2303121043396,693.2303121043396,693.2303121043396,693.2303121043396,693.2303121043396,693.2303121043396,693.2303121043396,693.2303121043396,693.2303121043396,693.2303121043396,693.2303121043396,693.2303121043396,693.2303121043396,693.2303121043396,693.2303121043396,693.2303121043396,693.2303121043396,693.2303121043396,693.2303121043396,693.2303121043396,693.2303121043396,693.2303121043396,693.2303121043396,693.2303121043396,693.2303121043396,693.2303121043396
1950,Mozambique,042,20.428571428571427,20.428571428571427,20.428571428571427,20.428571428571427,20.428571428571427,20.428571428571427,20.428571428571427,20.428571428571427,20.428571428571427,20.428571428571427,20.428571428571427,20.428571428571427,20.428571428571427,20.428571428571427,20.428571428571427,20.428571428571427,20.428571428571427,20.428571428571427,20.428571428571427,20.428571428571427,20.428571428571427,20.428571428571427,20.428571428571427,20.428571428571427,20.428571428571427,20.428571428571427,20.428571428571427,20.428571428571427,20.428571428571427
1950,Mozambique,043,613.2114501936363,613.2114501936363,613.2114501936363,613.2114501936363,613.2114501936363,613.2114501936363,613.2114501936363,613.2114501936363,613.2114501936363,613.2114501936363,613.2114501936363,613.2114501936363,613.2114501936363,613.2114501936363,613.2114501936363,613.2114501936363,613.2114501936363,613.2114501936363,613.2114501936363,613.2114501936363,613.2114501936363,613.2114501936363,613.2114501936363,613.2114501936363,613.2114501936363,613.2114501936363,613.2114501936363,613.2114501936363,613.2114501936363
1950,Namibia,044,780.8201263963637,780.8201263963637,780.8201263963637,780.8201263963637,780.8201263963637,780.8201263963637,780.8201263963637,780.8201263963637,780.8201263963637,780.8201263963637,780.8201263963637,780.8201263963637,780.8201263963637,780.8201263963637,780.8201263963637,780.8201263963637,780.8201263963637,780.8201263963637,780.8201263963637,780.8201263963637,780.8201263963637,780.8201263963637,780.8201263963637,780.8201263963637,780.8201263963637,780.8201263963637,780.8201263963637,780.8201263963637,780.8201263963637
1950,Namibia,045,801.8471665985295,801.8471665985295,801.8471665985295,801.8471665985295,801.8471665985295,801.8471665985295,801.8471665985295,801.8471665985295,801.8471665985295,801.8471665985295,801.8471665985295,801.8471665985295,801.8471665985295,801.8471665985295,801.8471665985295,801.8471665985295,801.8471665985295,801.8471665985295,801.8471665985295,801.8471665985295,801.8471665985295,801.8471665985295,801.8471665985295,801.8471665985295,801.8471665985295,801.8471665985295,801.8471665985295,801.8471665985295,801.8471665985295
1950,Nigeria,046,8.142857142857142,8.142857142857142,8.142857142857142,8.142857142857142,8.142857142857142,8.142857142857142,8.142857142857142,8.142857142857142,8.142857142857142,8.142857142857142,8.142857142857142,8.142857142857142,8.142857142857142,8.142857142857142,8.142857142857142,8.142857142857142,8.142857142857142,8.142857142857142,8.142857142857142,8.142857142857142,8.142857142857142,8.142857142857142,8.142857142857142,8.142857142857142,8.142857142857142,8.142857142857142,8.142857142857142,8.142857142857142,8.142857142857142
1950,Nigeria,047,1366.2548857290567,1366.2548857290567,1366.2548857290567,1366.2548857290567,1366.2548857290567,1366.2548857290567,1366.2548857290567,1366.2548857290567,1366.2548857290567,1366.2548857290567,1366.2548857290567,1366.2548857290567,1366.2548857290567,1366.2548857290567,1366.2548857290567,1366.2548857290567,1366.2548857290567,1366.2548857290567,1366.2548857290567,1366.2548857290567,1366.2548857290567,1366.2548857290567,1366.2548857290567,1366.2548857290567,1366.2548857290567,1366.2548857290567,1366.2548857290567,1366.2548857290567,1366.2548857290567
1950,Senegal,048,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333
1950,Senegal,049,582.6873745897873,582.6873745897873,582.6873745897873,582.6873745897873,582.6873745897873,582.6873745897873,582.6873745897873,582.6873745897873,582.6873745897873,582.6873745897873,582.6873745897873,582.6873745897873,582.6873745897873,582.6873745897873,582.6873745897873,582.6873745897873,582.6873745897873,582.6873745897873,582.6873745897873,582.6873745897873,582.6873745897873,582.6873745897873,582.6873745897873,582.6873745897873,582.6873745897873,582.6873745897873,582.6873745897873,582.6873745897873,582.6873745897873
1950,Senegal,050,45.333333333333336,45.333333333333336,45.333333333333336,45.333333333333336,45.333333333333336,45.333333333333336,45.333333333333336,45.333333333333336,45.333333333333336,45.333333333333336,45.333333333333336,45.333333333333336,45.333333333333336,45.333333333333336,45.333333333333336,45.333333333333336,45.333333333333336,45.333333333333336,45.333333333333336,45.333333333333336,45.333333333333336,45.333333333333336,45.333333333333336,45.333333333333336,45.333333333333336,45.333333333333336,45.333333333333336,45.333333333333336,45.333333333333336
1950,Senegal,051,228.930232562,228.930232562,228.930232562,228.930232562,228.930232562,228.930232562,228.930232562,228.930232562,228.930232562,228.930232562,228.930232562,228.930232562,228.930232562,228.930232562,228.930232562,228.930232562,228.930232562,228.930232562,228.930232562,228.930232562,228.930232562,228.930232562,228.930232562,228.930232562,228.930232562,228.930232562,228.930232562,228.930232562,228.930232562
1950,Sierra Leone,052,9.555555555555555,9.555555555555555,9.555555555555555,9.555555555555555,9.555555555555555,9.555555555555555,9.555555555555555,9.555555555555555,9.555555555555555,9.555555555555555,9.555555555555555,9.555555555555555,9.555555555555555,9.555555555555555,9.555555555555555,9.555555555555555,9.555555555555555,9.555555555555555,9.555555555555555,9.555555555555555,9.555555555555555,9.555555555555555,9.555555555555555,9.555555555555555,9.555555555555555,9.555555555555555,9.555555555555555,9.555555555555555,9.555555555555555
1950,South Africa,053,17787.91071375,17787.91071375,17787.91071375,17787.91071375,17787.91071375,17787.91071375,17787.91071375,17787.91071375,17787.91071375,17787.91071375,17787.91071375,17787.91071375,17787.91071375,17787.91071375,17787.91071375,17787.91071375,17787.91071375,17787.91071375,17787.91071375,17787.91071375,17787.91071375,17787.91071375,17787.91071375,17787.91071375,17787.91071375,17787.91071375,17787.91071375,17787.91071375,17787.91071375
1950,South Africa,054,4928.761254444445,4928.761254444445,4928.761254444445,4928.761254444445,4928.761254444445,4928.761254444445,4928.761254444445,4928.761254444445,4928.761254444445,4928.761254444445,4928.761254444445,4928.761254444445,4928.761254444445,4928.761254444445,4928.761254444445,4928.761254444445,4928.761254444445,4928.761254444445,4928.761254444445,4928.761254444445,4928.761254444445,4928.761254444445,4928.761254444445,4928.761254444445,4928.761254444445,4928.761254444445,4928.761254444445,4928.761254444445,4928.761254444445
