Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],LAV [YR20080],MRV [YR19950],MRV1 [YR20006],MRV2 [YR20081]
"001. Algeria, SNTF",SN_ALG,Transport - Rails: Carriages (number),AFRA133,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"001. Algeria, SNTF",SN_ALG,"Transport - Rails: Carriage productivity (1,000 passenger-km per carriage)",AFRA137,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"001. Algeria, SNTF",SN_ALG,"Transport - Rails: Concessioned company (1-concessioned, 0-non-concessioned)",AFRA114,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,..,..,0
"001. Algeria, SNTF",SN_ALG,Transport - Rails: Employees - average 2000 to 2005 (number),AFRA123,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"001. Algeria, SNTF",SN_ALG,Transport - Rails: Employees (number),AFRA131,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"001. Algeria, SNTF",SN_ALG,"Transport - Rails: Freight (number of tons, annual)",AFRA127,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"001. Algeria, SNTF",SN_ALG,"Transport - Rails: Gauge (1-cape, 2-metre, 3-narrow, 4-standard, 5-meter/standard)",AFRA111,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,..,..,..,..,5,..,..,5
"001. Algeria, SNTF",SN_ALG,"Transport - Rails: Labour productivity (1,000 traffic units per employee)",AFRA135,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"001. Algeria, SNTF",SN_ALG,Transport - Rails: Length of haul freight - average (km),AFRA140,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"001. Algeria, SNTF",SN_ALG,Transport - Rails: Locomotive productivity (million traffic units per locomotive),AFRA136,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"001. Algeria, SNTF",SN_ALG,Transport - Rails: Locomotives (number),AFRA132,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"001. Algeria, SNTF",SN_ALG,"Transport - Rails: Passengers (number, annual)",AFRA128,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"001. Algeria, SNTF",SN_ALG,"Transport - Rails: Private company (1-private, 0-non-private)",AFRA113,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,..,..,0
"001. Algeria, SNTF",SN_ALG,"Transport - Rails: Traffic - operated by private company (route-km, annual)",AFRA117,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"001. Algeria, SNTF",SN_ALG,"Transport - Rails: Traffic - operated by public rail company (route-km, annual)",AFRA116,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"001. Algeria, SNTF",SN_ALG,"Transport - Rails: Traffic - total (route-km, annual)",AFRA115,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3572,..,..,..,..,3572,..,..,3572
"001. Algeria, SNTF",SN_ALG,"Transport - Rails: Traffic density - passengers (1,000 passenger-km/route-km)",AFRA124,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,276.315789473684,..,..,..,..,276.315789473684,..,..,276.315789473684
"001. Algeria, SNTF",SN_ALG,"Transport - Rails: Traffic density freight - operated by private rail company (1,000 net tonne-km/route-km)",AFRA126,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"001. Algeria, SNTF",SN_ALG,Transport - Rails: Traffic unit - freight - operated by private rail company (million net ton-km),AFRA121,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"001. Algeria, SNTF",SN_ALG,"Transport - Rails: Traffic density freight - operated by public rail company (1,000 net tonne-km/route-km)",AFRA125,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,544.51287793953,..,..,..,..,544.51287793953,..,..,544.51287793953
"001. Algeria, SNTF",SN_ALG,Transport - Rails: Traffic unit - freight - operated by public rail company (million net ton-km),AFRA120,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2932,..,..,..,..,2932,..,..,2932
"001. Algeria, SNTF",SN_ALG,Transport - Rails: Traffic unit - net tonne-km (million),AFRA129,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"001. Algeria, SNTF",SN_ALG,Transport - Rails: Traffic unit - passenger - long-distance (million passenger-km),AFRA118,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,987,..,..,..,..,987,..,..,987
"001. Algeria, SNTF",SN_ALG,Transport - Rails: Traffic unit - passenger - suburban (million passenger-km),AFRA119,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"001. Algeria, SNTF",SN_ALG,Transport - Rails: Traffic unit - passenger and freight  (million passenger-km+net tons-km),AFRA122,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2932,..,..,..,..,2932,..,..,2932
"001. Algeria, SNTF",SN_ALG,Transport - Rails: Traffic unit - passenger-km (million),AFRA130,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"001. Algeria, SNTF",SN_ALG,Transport - Rails: Trip length per passenger - average (km per passenger),AFRA139,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"001. Algeria, SNTF",SN_ALG,Transport - Rails: Wagons (number),AFRA134,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"001. Algeria, SNTF",SN_ALG,"Transport - Rails: Wagon productivity (1,000 net tonne-km per wagon)",AFRA138,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"002. Angola, Amboin",AM_ANG,Transport - Rails: Carriages (number),AFRA133,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"002. Angola, Amboin",AM_ANG,"Transport - Rails: Carriage productivity (1,000 passenger-km per carriage)",AFRA137,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"002. Angola, Amboin",AM_ANG,"Transport - Rails: Concessioned company (1-concessioned, 0-non-concessioned)",AFRA114,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,..,..,0
"002. Angola, Amboin",AM_ANG,Transport - Rails: Employees - average 2000 to 2005 (number),AFRA123,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"002. Angola, Amboin",AM_ANG,Transport - Rails: Employees (number),AFRA131,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"002. Angola, Amboin",AM_ANG,"Transport - Rails: Freight (number of tons, annual)",AFRA127,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"002. Angola, Amboin",AM_ANG,"Transport - Rails: Gauge (1-cape, 2-metre, 3-narrow, 4-standard, 5-meter/standard)",AFRA111,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,3,..,..,3
"002. Angola, Amboin",AM_ANG,"Transport - Rails: Labour productivity (1,000 traffic units per employee)",AFRA135,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"002. Angola, Amboin",AM_ANG,Transport - Rails: Length of haul freight - average (km),AFRA140,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"002. Angola, Amboin",AM_ANG,Transport - Rails: Locomotive productivity (million traffic units per locomotive),AFRA136,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"002. Angola, Amboin",AM_ANG,Transport - Rails: Locomotives (number),AFRA132,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"002. Angola, Amboin",AM_ANG,"Transport - Rails: Passengers (number, annual)",AFRA128,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"002. Angola, Amboin",AM_ANG,"Transport - Rails: Private company (1-private, 0-non-private)",AFRA113,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,..,..,0
"002. Angola, Amboin",AM_ANG,"Transport - Rails: Traffic - operated by private company (route-km, annual)",AFRA117,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"002. Angola, Amboin",AM_ANG,"Transport - Rails: Traffic - operated by public rail company (route-km, annual)",AFRA116,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,..,..,0
"002. Angola, Amboin",AM_ANG,"Transport - Rails: Traffic - total (route-km, annual)",AFRA115,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,123,..,..,..,..,123,..,..,123
"002. Angola, Amboin",AM_ANG,"Transport - Rails: Traffic density - passengers (1,000 passenger-km/route-km)",AFRA124,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"002. Angola, Amboin",AM_ANG,"Transport - Rails: Traffic density freight - operated by private rail company (1,000 net tonne-km/route-km)",AFRA126,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"002. Angola, Amboin",AM_ANG,Transport - Rails: Traffic unit - freight - operated by private rail company (million net ton-km),AFRA121,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"002. Angola, Amboin",AM_ANG,"Transport - Rails: Traffic density freight - operated by public rail company (1,000 net tonne-km/route-km)",AFRA125,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"002. Angola, Amboin",AM_ANG,Transport - Rails: Traffic unit - freight - operated by public rail company (million net ton-km),AFRA120,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,..,..,0
"002. Angola, Amboin",AM_ANG,Transport - Rails: Traffic unit - net tonne-km (million),AFRA129,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"002. Angola, Amboin",AM_ANG,Transport - Rails: Traffic unit - passenger - long-distance (million passenger-km),AFRA118,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"002. Angola, Amboin",AM_ANG,Transport - Rails: Traffic unit - passenger - suburban (million passenger-km),AFRA119,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"002. Angola, Amboin",AM_ANG,Transport - Rails: Traffic unit - passenger and freight  (million passenger-km+net tons-km),AFRA122,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,..,..,0
"002. Angola, Amboin",AM_ANG,Transport - Rails: Traffic unit - passenger-km (million),AFRA130,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"002. Angola, Amboin",AM_ANG,Transport - Rails: Trip length per passenger - average (km per passenger),AFRA139,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"002. Angola, Amboin",AM_ANG,Transport - Rails: Wagons (number),AFRA134,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"002. Angola, Amboin",AM_ANG,"Transport - Rails: Wagon productivity (1,000 net tonne-km per wagon)",AFRA138,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"003. Angola, CFB",CF_ANG,Transport - Rails: Carriages (number),AFRA133,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"003. Angola, CFB",CF_ANG,"Transport - Rails: Carriage productivity (1,000 passenger-km per carriage)",AFRA137,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"003. Angola, CFB",CF_ANG,"Transport - Rails: Concessioned company (1-concessioned, 0-non-concessioned)",AFRA114,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,..,..,0
"003. Angola, CFB",CF_ANG,Transport - Rails: Employees - average 2000 to 2005 (number),AFRA123,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"003. Angola, CFB",CF_ANG,Transport - Rails: Employees (number),AFRA131,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"003. Angola, CFB",CF_ANG,"Transport - Rails: Freight (number of tons, annual)",AFRA127,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"003. Angola, CFB",CF_ANG,"Transport - Rails: Gauge (1-cape, 2-metre, 3-narrow, 4-standard, 5-meter/standard)",AFRA111,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,1,..,..,1
"003. Angola, CFB",CF_ANG,"Transport - Rails: Labour productivity (1,000 traffic units per employee)",AFRA135,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"003. Angola, CFB",CF_ANG,Transport - Rails: Length of haul freight - average (km),AFRA140,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"003. Angola, CFB",CF_ANG,Transport - Rails: Locomotive productivity (million traffic units per locomotive),AFRA136,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"003. Angola, CFB",CF_ANG,Transport - Rails: Locomotives (number),AFRA132,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"003. Angola, CFB",CF_ANG,"Transport - Rails: Passengers (number, annual)",AFRA128,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"003. Angola, CFB",CF_ANG,"Transport - Rails: Private company (1-private, 0-non-private)",AFRA113,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,..,..,0
"003. Angola, CFB",CF_ANG,"Transport - Rails: Traffic - operated by private company (route-km, annual)",AFRA117,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"003. Angola, CFB",CF_ANG,"Transport - Rails: Traffic - operated by public rail company (route-km, annual)",AFRA116,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,246,..,..,..,..,246,..,..,246
"003. Angola, CFB",CF_ANG,"Transport - Rails: Traffic - total (route-km, annual)",AFRA115,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1348,..,..,..,..,1348,..,..,1348
"003. Angola, CFB",CF_ANG,"Transport - Rails: Traffic density - passengers (1,000 passenger-km/route-km)",AFRA124,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,187.793427230047,..,..,..,..,187.793427230047,..,..,187.793427230047
"003. Angola, CFB",CF_ANG,"Transport - Rails: Traffic density freight - operated by private rail company (1,000 net tonne-km/route-km)",AFRA126,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"003. Angola, CFB",CF_ANG,Transport - Rails: Traffic unit - freight - operated by private rail company (million net ton-km),AFRA121,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"003. Angola, CFB",CF_ANG,"Transport - Rails: Traffic density freight - operated by public rail company (1,000 net tonne-km/route-km)",AFRA125,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,469.483568075117,..,..,..,..,469.483568075117,..,..,469.483568075117
"003. Angola, CFB",CF_ANG,Transport - Rails: Traffic unit - freight - operated by public rail company (million net ton-km),AFRA120,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,..,..,0
"003. Angola, CFB",CF_ANG,Transport - Rails: Traffic unit - net tonne-km (million),AFRA129,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"003. Angola, CFB",CF_ANG,Transport - Rails: Traffic unit - passenger - long-distance (million passenger-km),AFRA118,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"003. Angola, CFB",CF_ANG,Transport - Rails: Traffic unit - passenger - suburban (million passenger-km),AFRA119,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"003. Angola, CFB",CF_ANG,Transport - Rails: Traffic unit - passenger and freight  (million passenger-km+net tons-km),AFRA122,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,..,..,0
"003. Angola, CFB",CF_ANG,Transport - Rails: Traffic unit - passenger-km (million),AFRA130,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"003. Angola, CFB",CF_ANG,Transport - Rails: Trip length per passenger - average (km per passenger),AFRA139,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"003. Angola, CFB",CF_ANG,Transport - Rails: Wagons (number),AFRA134,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"003. Angola, CFB",CF_ANG,"Transport - Rails: Wagon productivity (1,000 net tonne-km per wagon)",AFRA138,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"004. Angola, CFL",CFL_ANG,Transport - Rails: Carriages (number),AFRA133,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"004. Angola, CFL",CFL_ANG,"Transport - Rails: Carriage productivity (1,000 passenger-km per carriage)",AFRA137,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"004. Angola, CFL",CFL_ANG,"Transport - Rails: Concessioned company (1-concessioned, 0-non-concessioned)",AFRA114,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,..,..,0
"004. Angola, CFL",CFL_ANG,Transport - Rails: Employees - average 2000 to 2005 (number),AFRA123,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"004. Angola, CFL",CFL_ANG,Transport - Rails: Employees (number),AFRA131,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"004. Angola, CFL",CFL_ANG,"Transport - Rails: Freight (number of tons, annual)",AFRA127,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"004. Angola, CFL",CFL_ANG,"Transport - Rails: Gauge (1-cape, 2-metre, 3-narrow, 4-standard, 5-meter/standard)",AFRA111,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,1,..,..,1
"004. Angola, CFL",CFL_ANG,"Transport - Rails: Labour productivity (1,000 traffic units per employee)",AFRA135,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"004. Angola, CFL",CFL_ANG,Transport - Rails: Length of haul freight - average (km),AFRA140,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"004. Angola, CFL",CFL_ANG,Transport - Rails: Locomotive productivity (million traffic units per locomotive),AFRA136,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"004. Angola, CFL",CFL_ANG,Transport - Rails: Locomotives (number),AFRA132,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"004. Angola, CFL",CFL_ANG,"Transport - Rails: Passengers (number, annual)",AFRA128,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"004. Angola, CFL",CFL_ANG,"Transport - Rails: Private company (1-private, 0-non-private)",AFRA113,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,..,..,0
"004. Angola, CFL",CFL_ANG,"Transport - Rails: Traffic - operated by private company (route-km, annual)",AFRA117,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"004. Angola, CFL",CFL_ANG,"Transport - Rails: Traffic - operated by public rail company (route-km, annual)",AFRA116,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,181,..,..,..,..,181,..,..,181
"004. Angola, CFL",CFL_ANG,"Transport - Rails: Traffic - total (route-km, annual)",AFRA115,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,510,..,..,..,..,510,..,..,510
"004. Angola, CFL",CFL_ANG,"Transport - Rails: Traffic density - passengers (1,000 passenger-km/route-km)",AFRA124,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,187.793427230047,..,..,..,..,187.793427230047,..,..,187.793427230047
"004. Angola, CFL",CFL_ANG,"Transport - Rails: Traffic density freight - operated by private rail company (1,000 net tonne-km/route-km)",AFRA126,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"004. Angola, CFL",CFL_ANG,Transport - Rails: Traffic unit - freight - operated by private rail company (million net ton-km),AFRA121,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"004. Angola, CFL",CFL_ANG,"Transport - Rails: Traffic density freight - operated by public rail company (1,000 net tonne-km/route-km)",AFRA125,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,469.483568075117,..,..,..,..,469.483568075117,..,..,469.483568075117
"004. Angola, CFL",CFL_ANG,Transport - Rails: Traffic unit - freight - operated by public rail company (million net ton-km),AFRA120,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60,..,..,..,..,60,..,..,60
"004. Angola, CFL",CFL_ANG,Transport - Rails: Traffic unit - net tonne-km (million),AFRA129,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"004. Angola, CFL",CFL_ANG,Transport - Rails: Traffic unit - passenger - long-distance (million passenger-km),AFRA118,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"004. Angola, CFL",CFL_ANG,Transport - Rails: Traffic unit - passenger - suburban (million passenger-km),AFRA119,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60,..,..,..,..,60,..,..,60
"004. Angola, CFL",CFL_ANG,Transport - Rails: Traffic unit - passenger and freight  (million passenger-km+net tons-km),AFRA122,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60,..,..,..,..,60,..,..,60
"004. Angola, CFL",CFL_ANG,Transport - Rails: Traffic unit - passenger-km (million),AFRA130,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"004. Angola, CFL",CFL_ANG,Transport - Rails: Trip length per passenger - average (km per passenger),AFRA139,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"004. Angola, CFL",CFL_ANG,Transport - Rails: Wagons (number),AFRA134,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"004. Angola, CFL",CFL_ANG,"Transport - Rails: Wagon productivity (1,000 net tonne-km per wagon)",AFRA138,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"005. Angola, CFM",CFM_ANG,Transport - Rails: Carriages (number),AFRA133,..,..,..,..,..,35,32,34,36,26,29,29,23,22,22,22,..,..,..,..,22,35,29,22
"005. Angola, CFM",CFM_ANG,"Transport - Rails: Carriage productivity (1,000 passenger-km per carriage)",AFRA137,..,..,..,..,..,1942.85714285714,2093.75,2117.64705882353,1472.22222222222,2653.84615384615,1793.10344827586,1620.68965517241,2347.82608695652,1409.09090909091,1409.09090909091,4045.45454545455,..,..,..,..,4045.45454545455,1942.85714285714,1793.10344827586,4045.45454545455
"005. Angola, CFM",CFM_ANG,"Transport - Rails: Concessioned company (1-concessioned, 0-non-concessioned)",AFRA114,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,..,..,0
"005. Angola, CFM",CFM_ANG,Transport - Rails: Employees - average 2000 to 2005 (number),AFRA123,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"005. Angola, CFM",CFM_ANG,Transport - Rails: Employees (number),AFRA131,..,..,..,..,..,8124,8044,8044,7948,7368,6492,5117,2988,1748,1319,967,..,..,..,..,967,8124,6492,967
"005. Angola, CFM",CFM_ANG,"Transport - Rails: Freight (number of tons, annual)",AFRA127,..,..,..,..,..,1826,2667,2607,3082,3073,2307,2944,2848,3352,2900,3222,..,..,..,..,3222,1826,2307,3222
"005. Angola, CFM",CFM_ANG,"Transport - Rails: Gauge (1-cape, 2-metre, 3-narrow, 4-standard, 5-meter/standard)",AFRA111,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,1,..,..,1
"005. Angola, CFM",CFM_ANG,"Transport - Rails: Labour productivity (1,000 traffic units per employee)",AFRA135,..,..,..,..,..,68.3161004431315,70.3630034808553,70.8602685231228,65.928535480624,66.6395222584148,42.5138632162662,75.0439710768028,146.251673360107,271.739130434783,339.651250947688,580.144777662875,..,..,..,..,580.144777662875,68.3161004431315,42.5138632162662,580.144777662875
"005. Angola, CFM",CFM_ANG,Transport - Rails: Length of haul freight - average (km),AFRA140,..,..,..,..,..,266.703176341731,187.101612298463,191.02416570771,152.822842310188,137.325089489099,97.0957954052883,114.470108695652,134.480337078652,132.458233890215,143.793103448276,146.49286157666,..,..,..,..,146.49286157666,266.703176341731,97.0957954052883,146.49286157666
"005. Angola, CFM",CFM_ANG,Transport - Rails: Locomotive productivity (million traffic units per locomotive),AFRA136,..,..,..,..,..,20.5555555555556,21.7692307692308,20.3571428571429,18.7142857142857,17.5357142857143,9.85714285714286,13.7142857142857,13.65625,14.84375,14,29.5263157894737,..,..,..,..,29.5263157894737,20.5555555555556,9.85714285714286,29.5263157894737
"005. Angola, CFM",CFM_ANG,Transport - Rails: Locomotives (number),AFRA132,..,..,..,..,..,27,26,28,28,28,28,28,32,32,32,19,..,..,..,..,19,27,28,19
"005. Angola, CFM",CFM_ANG,"Transport - Rails: Passengers (number, annual)",AFRA128,..,..,..,..,..,3004,2974,4092,3212,2396,1469,931,1037,584,485,975,..,..,..,..,975,3004,1469,975
"005. Angola, CFM",CFM_ANG,"Transport - Rails: Private company (1-private, 0-non-private)",AFRA113,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,..,..,0
"005. Angola, CFM",CFM_ANG,"Transport - Rails: Traffic - operated by private company (route-km, annual)",AFRA117,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"005. Angola, CFM",CFM_ANG,"Transport - Rails: Traffic - operated by public rail company (route-km, annual)",AFRA116,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,425,..,..,..,..,425,..,..,425
"005. Angola, CFM",CFM_ANG,"Transport - Rails: Traffic - total (route-km, annual)",AFRA115,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,907,..,..,..,..,907,..,..,907
