Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],LAV [YR20080],MRV [YR19950],MRV1 [YR20006],MRV2 [YR20081]
"025. Guinée Conakry, Bauxite lines",BA_GUI,Transport - Rails: Locomotive productivity (million traffic units per locomotive),AFRA136,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"025. Guinée Conakry, Bauxite lines",BA_GUI,Transport - Rails: Locomotives (number),AFRA132,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"025. Guinée Conakry, Bauxite lines",BA_GUI,"Transport - Rails: Passengers (number, annual)",AFRA128,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"025. Guinée Conakry, Bauxite lines",BA_GUI,"Transport - Rails: Private company (1-private, 0-non-private)",AFRA113,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,1,..,..,1
"025. Guinée Conakry, Bauxite lines",BA_GUI,"Transport - Rails: Traffic - operated by private company (route-km, annual)",AFRA117,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,383,..,..,..,..,383,..,..,383
"025. Guinée Conakry, Bauxite lines",BA_GUI,"Transport - Rails: Traffic - operated by public rail company (route-km, annual)",AFRA116,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"025. Guinée Conakry, Bauxite lines",BA_GUI,"Transport - Rails: Traffic - total (route-km, annual)",AFRA115,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,383,..,..,..,..,383,..,..,383
"025. Guinée Conakry, Bauxite lines",BA_GUI,"Transport - Rails: Traffic density - passengers (1,000 passenger-km/route-km)",AFRA124,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"025. Guinée Conakry, Bauxite lines",BA_GUI,"Transport - Rails: Traffic density freight - operated by private rail company (1,000 net tonne-km/route-km)",AFRA126,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7469.97389033943,..,..,..,..,7469.97389033943,..,..,7469.97389033943
"025. Guinée Conakry, Bauxite lines",BA_GUI,Transport - Rails: Traffic unit - freight - operated by private rail company (million net ton-km),AFRA121,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2861,..,..,..,..,2861,..,..,2861
"025. Guinée Conakry, Bauxite lines",BA_GUI,"Transport - Rails: Traffic density freight - operated by public rail company (1,000 net tonne-km/route-km)",AFRA125,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"025. Guinée Conakry, Bauxite lines",BA_GUI,Transport - Rails: Traffic unit - freight - operated by public rail company (million net ton-km),AFRA120,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2899,..,..,..,..,2899,..,..,2899
"025. Guinée Conakry, Bauxite lines",BA_GUI,Transport - Rails: Traffic unit - net tonne-km (million),AFRA129,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"025. Guinée Conakry, Bauxite lines",BA_GUI,Transport - Rails: Traffic unit - passenger - long-distance (million passenger-km),AFRA118,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38,..,..,..,..,38,..,..,38
"025. Guinée Conakry, Bauxite lines",BA_GUI,Transport - Rails: Traffic unit - passenger - suburban (million passenger-km),AFRA119,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"025. Guinée Conakry, Bauxite lines",BA_GUI,Transport - Rails: Traffic unit - passenger and freight  (million passenger-km+net tons-km),AFRA122,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2899,..,..,..,..,2899,..,..,2899
"025. Guinée Conakry, Bauxite lines",BA_GUI,Transport - Rails: Traffic unit - passenger-km (million),AFRA130,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"025. Guinée Conakry, Bauxite lines",BA_GUI,Transport - Rails: Trip length per passenger - average (km per passenger),AFRA139,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"025. Guinée Conakry, Bauxite lines",BA_GUI,Transport - Rails: Wagons (number),AFRA134,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"025. Guinée Conakry, Bauxite lines",BA_GUI,"Transport - Rails: Wagon productivity (1,000 net tonne-km per wagon)",AFRA138,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"026. Guinée Conakry, ONCFG",ON_GUI,Transport - Rails: Carriages (number),AFRA133,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"026. Guinée Conakry, ONCFG",ON_GUI,"Transport - Rails: Carriage productivity (1,000 passenger-km per carriage)",AFRA137,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"026. Guinée Conakry, ONCFG",ON_GUI,"Transport - Rails: Concessioned company (1-concessioned, 0-non-concessioned)",AFRA114,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,..,..,0
"026. Guinée Conakry, ONCFG",ON_GUI,Transport - Rails: Employees - average 2000 to 2005 (number),AFRA123,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"026. Guinée Conakry, ONCFG",ON_GUI,Transport - Rails: Employees (number),AFRA131,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"026. Guinée Conakry, ONCFG",ON_GUI,"Transport - Rails: Freight (number of tons, annual)",AFRA127,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"026. Guinée Conakry, ONCFG",ON_GUI,"Transport - Rails: Gauge (1-cape, 2-metre, 3-narrow, 4-standard, 5-meter/standard)",AFRA111,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,..,..,..,..,2,..,..,2
"026. Guinée Conakry, ONCFG",ON_GUI,"Transport - Rails: Labour productivity (1,000 traffic units per employee)",AFRA135,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"026. Guinée Conakry, ONCFG",ON_GUI,Transport - Rails: Length of haul freight - average (km),AFRA140,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"026. Guinée Conakry, ONCFG",ON_GUI,Transport - Rails: Locomotive productivity (million traffic units per locomotive),AFRA136,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"026. Guinée Conakry, ONCFG",ON_GUI,Transport - Rails: Locomotives (number),AFRA132,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"026. Guinée Conakry, ONCFG",ON_GUI,"Transport - Rails: Passengers (number, annual)",AFRA128,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"026. Guinée Conakry, ONCFG",ON_GUI,"Transport - Rails: Private company (1-private, 0-non-private)",AFRA113,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,..,..,0
"026. Guinée Conakry, ONCFG",ON_GUI,"Transport - Rails: Traffic - operated by private company (route-km, annual)",AFRA117,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"026. Guinée Conakry, ONCFG",ON_GUI,"Transport - Rails: Traffic - operated by public rail company (route-km, annual)",AFRA116,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,..,..,0
"026. Guinée Conakry, ONCFG",ON_GUI,"Transport - Rails: Traffic - total (route-km, annual)",AFRA115,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,662,..,..,..,..,662,..,..,662
"026. Guinée Conakry, ONCFG",ON_GUI,"Transport - Rails: Traffic density - passengers (1,000 passenger-km/route-km)",AFRA124,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"026. Guinée Conakry, ONCFG",ON_GUI,"Transport - Rails: Traffic density freight - operated by private rail company (1,000 net tonne-km/route-km)",AFRA126,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"026. Guinée Conakry, ONCFG",ON_GUI,Transport - Rails: Traffic unit - freight - operated by private rail company (million net ton-km),AFRA121,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"026. Guinée Conakry, ONCFG",ON_GUI,"Transport - Rails: Traffic density freight - operated by public rail company (1,000 net tonne-km/route-km)",AFRA125,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"026. Guinée Conakry, ONCFG",ON_GUI,Transport - Rails: Traffic unit - freight - operated by public rail company (million net ton-km),AFRA120,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,..,..,0
"026. Guinée Conakry, ONCFG",ON_GUI,Transport - Rails: Traffic unit - net tonne-km (million),AFRA129,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"026. Guinée Conakry, ONCFG",ON_GUI,Transport - Rails: Traffic unit - passenger - long-distance (million passenger-km),AFRA118,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"026. Guinée Conakry, ONCFG",ON_GUI,Transport - Rails: Traffic unit - passenger - suburban (million passenger-km),AFRA119,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"026. Guinée Conakry, ONCFG",ON_GUI,Transport - Rails: Traffic unit - passenger and freight  (million passenger-km+net tons-km),AFRA122,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,..,..,0
"026. Guinée Conakry, ONCFG",ON_GUI,Transport - Rails: Traffic unit - passenger-km (million),AFRA130,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"026. Guinée Conakry, ONCFG",ON_GUI,Transport - Rails: Trip length per passenger - average (km per passenger),AFRA139,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"026. Guinée Conakry, ONCFG",ON_GUI,Transport - Rails: Wagons (number),AFRA134,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"026. Guinée Conakry, ONCFG",ON_GUI,"Transport - Rails: Wagon productivity (1,000 net tonne-km per wagon)",AFRA138,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"027. Kenya, KRC (now RVRC)",KR_KE,Transport - Rails: Carriages (number),AFRA133,..,..,..,..,..,304,286,210,358,328,328,328,328,328,328,328,..,..,..,..,328,304,328,328
"027. Kenya, KRC (now RVRC)",KR_KE,"Transport - Rails: Carriage productivity (1,000 passenger-km per carriage)",AFRA137,..,..,..,..,..,1023.02631578947,1083.91608391608,1952.38095238095,871.508379888268,963.414634146341,948.170731707317,951.219512195122,951.219512195122,954.268292682927,1060.9756097561,1158.53658536585,..,..,..,..,1158.53658536585,1023.02631578947,948.170731707317,1158.53658536585
"027. Kenya, KRC (now RVRC)",KR_KE,"Transport - Rails: Concessioned company (1-concessioned, 0-non-concessioned)",AFRA114,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,1,..,..,1
"027. Kenya, KRC (now RVRC)",KR_KE,Transport - Rails: Employees - average 2000 to 2005 (number),AFRA123,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9533,..,..,..,..,9533,..,..,9533
"027. Kenya, KRC (now RVRC)",KR_KE,Transport - Rails: Employees (number),AFRA131,..,..,..,..,..,17300,15000,15000,10000,9800,9700,9500,9500,9500,9500,9500,..,..,..,..,9500,17300,9700,9500
"027. Kenya, KRC (now RVRC)",KR_KE,"Transport - Rails: Freight (number of tons, annual)",AFRA127,..,..,..,..,..,2144,1983,1983,1621,1688,2202,2357,2330,2227,3136,1983,..,..,..,..,1983,2144,2202,1983
"027. Kenya, KRC (now RVRC)",KR_KE,"Transport - Rails: Gauge (1-cape, 2-metre, 3-narrow, 4-standard, 5-meter/standard)",AFRA111,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,..,..,..,..,2,..,..,2
"027. Kenya, KRC (now RVRC)",KR_KE,"Transport - Rails: Labour productivity (1,000 traffic units per employee)",AFRA135,..,..,..,..,..,94.3352601156069,109,117.866666666667,175.4,190.816326530612,169.690721649485,182.421052631579,180.105263157895,175.368421052632,184,203.473684210526,..,..,..,..,203.473684210526,94.3352601156069,169.690721649485,203.473684210526
"027. Kenya, KRC (now RVRC)",KR_KE,Transport - Rails: Length of haul freight - average (km),AFRA140,..,..,..,..,..,616.138059701492,668.179525970751,684.820978315683,889.574336829118,920.616113744076,606.267029972752,602.885023334748,600.429184549356,607.543780871127,446.428571428571,783.15683308119,..,..,..,..,783.15683308119,616.138059701492,606.267029972752,783.15683308119
"027. Kenya, KRC (now RVRC)",KR_KE,Transport - Rails: Locomotive productivity (million traffic units per locomotive),AFRA136,..,..,..,..,..,20.1481481481481,20.1851851851852,21.8271604938272,21.6543209876543,23.0864197530864,20.320987654321,21.3950617283951,21.1234567901235,20.5679012345679,21.5802469135802,23.8641975308642,..,..,..,..,23.8641975308642,20.1481481481481,20.320987654321,23.8641975308642
"027. Kenya, KRC (now RVRC)",KR_KE,Transport - Rails: Locomotives (number),AFRA132,..,..,..,..,..,81,81,81,81,81,81,81,81,81,81,81,..,..,..,..,81,81,81,81
"027. Kenya, KRC (now RVRC)",KR_KE,"Transport - Rails: Passengers (number, annual)",AFRA128,..,..,..,..,..,626,457,629,528,625,422,434,478,627,530,487,..,..,..,..,487,626,422,487
"027. Kenya, KRC (now RVRC)",KR_KE,"Transport - Rails: Private company (1-private, 0-non-private)",AFRA113,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,..,..,0
"027. Kenya, KRC (now RVRC)",KR_KE,"Transport - Rails: Traffic - operated by private company (route-km, annual)",AFRA117,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"027. Kenya, KRC (now RVRC)",KR_KE,"Transport - Rails: Traffic - operated by public rail company (route-km, annual)",AFRA116,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1894,..,..,..,..,1894,..,..,1894
"027. Kenya, KRC (now RVRC)",KR_KE,"Transport - Rails: Traffic - total (route-km, annual)",AFRA115,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1894,..,..,..,..,1894,..,..,1894
"027. Kenya, KRC (now RVRC)",KR_KE,"Transport - Rails: Traffic density - passengers (1,000 passenger-km/route-km)",AFRA124,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,175.818373812038,..,..,..,..,175.818373812038,..,..,175.818373812038
"027. Kenya, KRC (now RVRC)",KR_KE,"Transport - Rails: Traffic density freight - operated by private rail company (1,000 net tonne-km/route-km)",AFRA126,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"027. Kenya, KRC (now RVRC)",KR_KE,Transport - Rails: Traffic unit - freight - operated by private rail company (million net ton-km),AFRA121,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"027. Kenya, KRC (now RVRC)",KR_KE,"Transport - Rails: Traffic density freight - operated by public rail company (1,000 net tonne-km/route-km)",AFRA125,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,725.448785638859,..,..,..,..,725.448785638859,..,..,725.448785638859
"027. Kenya, KRC (now RVRC)",KR_KE,Transport - Rails: Traffic unit - freight - operated by public rail company (million net ton-km),AFRA120,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1807,..,..,..,..,1807,..,..,1807
"027. Kenya, KRC (now RVRC)",KR_KE,Transport - Rails: Traffic unit - net tonne-km (million),AFRA129,..,..,..,..,..,1321,1325,1358,1442,1554,1335,1421,1399,1353,1400,1553,..,..,..,..,1553,1321,1335,1553
"027. Kenya, KRC (now RVRC)",KR_KE,Transport - Rails: Traffic unit - passenger - long-distance (million passenger-km),AFRA118,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,333,..,..,..,..,333,..,..,333
"027. Kenya, KRC (now RVRC)",KR_KE,Transport - Rails: Traffic unit - passenger - suburban (million passenger-km),AFRA119,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,100,..,..,100
"027. Kenya, KRC (now RVRC)",KR_KE,Transport - Rails: Traffic unit - passenger and freight  (million passenger-km+net tons-km),AFRA122,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1807,..,..,..,..,1807,..,..,1807
"027. Kenya, KRC (now RVRC)",KR_KE,Transport - Rails: Traffic unit - passenger-km (million),AFRA130,..,..,..,..,..,311,310,410,312,316,311,312,312,313,348,380,..,..,..,..,380,311,311,380
"027. Kenya, KRC (now RVRC)",KR_KE,Transport - Rails: Trip length per passenger - average (km per passenger),AFRA139,..,..,..,..,..,496.805111821086,678.336980306346,651.828298887123,590.909090909091,505.6,736.96682464455,718.89400921659,652.719665271967,499.202551834131,656.603773584906,780.287474332649,..,..,..,..,780.287474332649,496.805111821086,736.96682464455,780.287474332649
"027. Kenya, KRC (now RVRC)",KR_KE,Transport - Rails: Wagons (number),AFRA134,..,..,..,..,..,8374,8648,6585,7451,7140,7140,7140,7140,7140,7140,7140,..,..,..,..,7140,8374,7140,7140
"027. Kenya, KRC (now RVRC)",KR_KE,"Transport - Rails: Wagon productivity (1,000 net tonne-km per wagon)",AFRA138,..,..,..,..,..,157.750179125866,153.214616096207,206.226271829916,193.53106965508,217.647058823529,186.974789915966,199.019607843137,195.93837535014,189.495798319328,196.078431372549,217.50700280112,..,..,..,..,217.50700280112,157.750179125866,186.974789915966,217.50700280112
"028. Kenya, Magadi",MA_KEN,Transport - Rails: Carriages (number),AFRA133,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"028. Kenya, Magadi",MA_KEN,"Transport - Rails: Carriage productivity (1,000 passenger-km per carriage)",AFRA137,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"028. Kenya, Magadi",MA_KEN,"Transport - Rails: Concessioned company (1-concessioned, 0-non-concessioned)",AFRA114,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,..,..,0
"028. Kenya, Magadi",MA_KEN,Transport - Rails: Employees - average 2000 to 2005 (number),AFRA123,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"028. Kenya, Magadi",MA_KEN,Transport - Rails: Employees (number),AFRA131,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"028. Kenya, Magadi",MA_KEN,"Transport - Rails: Freight (number of tons, annual)",AFRA127,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"028. Kenya, Magadi",MA_KEN,"Transport - Rails: Gauge (1-cape, 2-metre, 3-narrow, 4-standard, 5-meter/standard)",AFRA111,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,..,..,..,..,2,..,..,2
"028. Kenya, Magadi",MA_KEN,"Transport - Rails: Labour productivity (1,000 traffic units per employee)",AFRA135,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"028. Kenya, Magadi",MA_KEN,Transport - Rails: Length of haul freight - average (km),AFRA140,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"028. Kenya, Magadi",MA_KEN,Transport - Rails: Locomotive productivity (million traffic units per locomotive),AFRA136,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"028. Kenya, Magadi",MA_KEN,Transport - Rails: Locomotives (number),AFRA132,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"028. Kenya, Magadi",MA_KEN,"Transport - Rails: Passengers (number, annual)",AFRA128,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"028. Kenya, Magadi",MA_KEN,"Transport - Rails: Private company (1-private, 0-non-private)",AFRA113,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,..,..,0
"028. Kenya, Magadi",MA_KEN,"Transport - Rails: Traffic - operated by private company (route-km, annual)",AFRA117,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,171,..,..,..,..,171,..,..,171
"028. Kenya, Magadi",MA_KEN,"Transport - Rails: Traffic - operated by public rail company (route-km, annual)",AFRA116,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"028. Kenya, Magadi",MA_KEN,"Transport - Rails: Traffic - total (route-km, annual)",AFRA115,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,171,..,..,..,..,171,..,..,171
"028. Kenya, Magadi",MA_KEN,"Transport - Rails: Traffic density - passengers (1,000 passenger-km/route-km)",AFRA124,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"028. Kenya, Magadi",MA_KEN,"Transport - Rails: Traffic density freight - operated by private rail company (1,000 net tonne-km/route-km)",AFRA126,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"028. Kenya, Magadi",MA_KEN,Transport - Rails: Traffic unit - freight - operated by private rail company (million net ton-km),AFRA121,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51,..,..,..,..,51,..,..,51
"028. Kenya, Magadi",MA_KEN,"Transport - Rails: Traffic density freight - operated by public rail company (1,000 net tonne-km/route-km)",AFRA125,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"028. Kenya, Magadi",MA_KEN,Transport - Rails: Traffic unit - freight - operated by public rail company (million net ton-km),AFRA120,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51,..,..,..,..,51,..,..,51
"028. Kenya, Magadi",MA_KEN,Transport - Rails: Traffic unit - net tonne-km (million),AFRA129,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"028. Kenya, Magadi",MA_KEN,Transport - Rails: Traffic unit - passenger - long-distance (million passenger-km),AFRA118,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"028. Kenya, Magadi",MA_KEN,Transport - Rails: Traffic unit - passenger - suburban (million passenger-km),AFRA119,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"028. Kenya, Magadi",MA_KEN,Transport - Rails: Traffic unit - passenger and freight  (million passenger-km+net tons-km),AFRA122,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51,..,..,..,..,51,..,..,51
"028. Kenya, Magadi",MA_KEN,Transport - Rails: Traffic unit - passenger-km (million),AFRA130,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"028. Kenya, Magadi",MA_KEN,Transport - Rails: Trip length per passenger - average (km per passenger),AFRA139,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"028. Kenya, Magadi",MA_KEN,Transport - Rails: Wagons (number),AFRA134,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"028. Kenya, Magadi",MA_KEN,"Transport - Rails: Wagon productivity (1,000 net tonne-km per wagon)",AFRA138,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"029. Liberia, Bong",Bo_LIB,Transport - Rails: Carriages (number),AFRA133,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"029. Liberia, Bong",Bo_LIB,"Transport - Rails: Carriage productivity (1,000 passenger-km per carriage)",AFRA137,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"029. Liberia, Bong",Bo_LIB,"Transport - Rails: Concessioned company (1-concessioned, 0-non-concessioned)",AFRA114,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,1,..,..,1
"029. Liberia, Bong",Bo_LIB,Transport - Rails: Employees - average 2000 to 2005 (number),AFRA123,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"029. Liberia, Bong",Bo_LIB,Transport - Rails: Employees (number),AFRA131,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"029. Liberia, Bong",Bo_LIB,"Transport - Rails: Freight (number of tons, annual)",AFRA127,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"029. Liberia, Bong",Bo_LIB,"Transport - Rails: Gauge (1-cape, 2-metre, 3-narrow, 4-standard, 5-meter/standard)",AFRA111,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,..,..,4,..,..,4
"029. Liberia, Bong",Bo_LIB,"Transport - Rails: Labour productivity (1,000 traffic units per employee)",AFRA135,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"029. Liberia, Bong",Bo_LIB,Transport - Rails: Length of haul freight - average (km),AFRA140,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"029. Liberia, Bong",Bo_LIB,Transport - Rails: Locomotive productivity (million traffic units per locomotive),AFRA136,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"029. Liberia, Bong",Bo_LIB,Transport - Rails: Locomotives (number),AFRA132,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"029. Liberia, Bong",Bo_LIB,"Transport - Rails: Passengers (number, annual)",AFRA128,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"029. Liberia, Bong",Bo_LIB,"Transport - Rails: Private company (1-private, 0-non-private)",AFRA113,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,..,..,0
"029. Liberia, Bong",Bo_LIB,"Transport - Rails: Traffic - operated by private company (route-km, annual)",AFRA117,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"029. Liberia, Bong",Bo_LIB,"Transport - Rails: Traffic - operated by public rail company (route-km, annual)",AFRA116,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77,..,..,..,..,77,..,..,77
"029. Liberia, Bong",Bo_LIB,"Transport - Rails: Traffic - total (route-km, annual)",AFRA115,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77,..,..,..,..,77,..,..,77
"029. Liberia, Bong",Bo_LIB,"Transport - Rails: Traffic density - passengers (1,000 passenger-km/route-km)",AFRA124,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"029. Liberia, Bong",Bo_LIB,"Transport - Rails: Traffic density freight - operated by private rail company (1,000 net tonne-km/route-km)",AFRA126,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
