name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
South Africa,2021-01-10,30.8,18.4,23.3,31.9,18.4,23.4,17.2,71.9,0.558,100,4.17,rain,0,0,42.5,20.4,214.7,1014.4,61.3,11.6,276.4,14,7,,2021-01-10T05:25:59,2021-01-10T19:03:31,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-01-11,28.3,18.4,22,28.8,18.4,22.1,17.2,76,47.808,100,12.5,rain,0,0,16.5,12.9,95.2,1016.9,63.1,10.4,123.9,6.1,3,,2021-01-11T05:26:45,2021-01-11T19:03:33,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"68264399999,FALA,E0397,FAWB,68263099999,F0671,68263599999,68269099999,FAOR"
South Africa,2021-01-12,30.5,16.7,23.7,30.5,16.7,23.6,15.4,63,0,0,0,,0,0,38.6,20.9,84.6,1018.5,42,12.2,454.9,23,9,,2021-01-12T05:27:30,2021-01-12T19:03:33,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,E0397,FAWB,68263099999,68263599999,68269099999,FAOR"
South Africa,2021-01-13,28.2,19.5,23.3,28.7,19.5,23.5,17.1,68.8,0,0,0,,0,0,35.5,19.8,111.6,1018.8,64.9,12.2,273.3,13.8,9,,2021-01-13T05:28:16,2021-01-13T19:03:32,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,E0397,FAWB,68263099999,68263599999,68269099999,FAOR"
South Africa,2021-01-14,27.3,18.7,22.1,28.7,18.7,22.2,18.3,79.3,0,0,0,,0,0,24,14.2,51.2,1017,58.1,12.1,412.1,21,9,,2021-01-14T05:29:02,2021-01-14T19:03:29,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,E0397,FAWB,68263099999,F0671,68263599999,68269099999,FAOR"
South Africa,2021-01-15,28.8,18.3,23.3,29.5,18.3,23.4,17.4,70.9,0.004,100,4.17,rain,0,0,18.6,14.9,18.7,1014.4,52.7,13.2,407.6,20.6,8,,2021-01-15T05:29:48,2021-01-15T19:03:25,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"68264399999,FALA,E0397,FAWB,68263099999,68263599999,68269099999,FAOR"
South Africa,2021-01-16,30,20,24.7,31.3,20,25,18.3,69.4,0.004,100,4.17,rain,0,0,22.4,17.2,265,1011.3,55.9,12.4,290.7,15.5,7,,2021-01-16T05:30:35,2021-01-16T19:03:19,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"68264399999,FALA,E0397,FAWB,68263099999,F0671,68263599999,68269099999,FAOR"
South Africa,2021-01-17,33.4,18.9,25.2,32,18.9,25.2,16.2,61.8,0,0,0,,0,0,29.3,17.8,128.8,1012.5,34.3,12.7,479.9,24.4,10,,2021-01-17T05:31:21,2021-01-17T19:03:12,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,E0397,FAWB,68263099999,F0671,68263599999,68269099999,FAOR"
South Africa,2021-01-18,29.1,19.2,23.5,29.3,19.2,23.6,16,64.5,0,0,0,,0,0,20.7,16.8,83.1,1015.9,73.1,11.8,361.4,18.2,7,,2021-01-18T05:32:08,2021-01-18T19:03:04,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,E0397,FAWB,68263099999,68263599999,68269099999,FAOR"
South Africa,2021-01-19,31.9,15,22.3,31.2,15,22.2,14.1,62.4,0.128,100,4.17,rain,0,0,14.8,11.5,71.3,1017.3,48.7,11.3,413.4,20.7,10,,2021-01-19T05:32:55,2021-01-19T19:02:53,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"68264399999,FALA,E0397,FAWB,68263099999,68263599999,68269099999,FAOR"
South Africa,2021-01-20,33.3,16.1,24.7,32.3,16.1,24.4,13.8,55.4,0,0,0,,0,0,22.2,17,100.8,1018.1,30.7,12.3,431.4,21.9,9,,2021-01-20T05:33:42,2021-01-20T19:02:42,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,E0397,FAWB,68263099999,68263599999,68269099999,FAOR"
South Africa,2021-01-21,33.9,16.7,24.1,33.3,16.7,24,13.9,55.6,0,0,0,,0,0,25.9,18.1,98.8,1022,22.7,12.1,505.9,25.6,10,,2021-01-21T05:34:29,2021-01-21T19:02:29,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"FALA,E0397,FAWB,68263099999,68263599999,68269099999,FAOR"
South Africa,2021-01-22,35.3,16.7,24.6,32.8,16.7,24,10.5,47.9,0,0,0,,0,0,27.7,9.2,80.9,1019.1,59.6,12.1,475.1,24,10,,2021-01-22T05:35:15,2021-01-22T19:02:14,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"FALA,68264399999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR"
South Africa,2021-01-23,35.6,15.1,24.8,33.3,15.1,24,9.2,44.4,0,0,0,,0,0,31.7,14.3,110.9,1015.7,25.8,12.3,526.5,26.7,10,,2021-01-23T05:36:02,2021-01-23T19:01:58,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,E0397,FAWB,68263099999,68263599999,68269099999,FAOR"
South Africa,2021-01-24,24.2,18.4,21.5,24.2,18.4,21.5,16.6,74,0.996,100,4.17,rain,0,0,55.6,36,130.5,1013.2,76.1,12,216.9,10.9,6,,2021-01-24T05:36:49,2021-01-24T19:01:40,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"68264399999,FALA,E0397,FAWB,68263099999,68263599999,68269099999,FAOR"
South Africa,2021-01-25,23.6,16.5,19.4,23.6,16.5,19.4,17,86.4,24.127,100,16.67,rain,0,0,57.6,32.3,116.6,1015.7,83.6,11.3,164.3,7.8,4,,2021-01-25T05:37:35,2021-01-25T19:01:21,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"68264399999,FALA,E0397,FAWB,68263099999,68263599999,68269099999,FAOR"
South Africa,2021-01-26,26.6,17.7,20.7,26.6,17.7,20.7,17.7,83.9,1.978,100,4.17,rain,0,0,20.6,20.8,47.9,1017.7,81.4,12,158.2,8,4,,2021-01-26T05:38:22,2021-01-26T19:01:01,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"68264399999,FALA,E0397,FAWB,68263099999,68263599999,68269099999,FAOR"
South Africa,2021-01-27,26.6,18.2,21,26.6,18.2,21,17.9,83.1,0.792,100,8.33,rain,0,0,24.2,28.3,2.8,1016.5,75.7,11.7,200.7,10.1,4,,2021-01-27T05:39:08,2021-01-27T19:00:39,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"FALA,68264399999,E0397,68263099999,FAWB,68263599999,68269099999,FAOR"
South Africa,2021-01-28,24,17.8,20.5,24,17.8,20.5,18.8,90.5,33.281,100,8.33,rain,0,0,27.7,15.2,55,1016.4,82.3,9.1,126.8,6.3,4,,2021-01-28T05:39:54,2021-01-28T19:00:16,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"FALA,68264399999,E0397,68263099999,FAWB,68263599999,68269099999,FAOR"
South Africa,2021-01-29,26.4,17.8,21.1,26.4,17.8,21.1,18.4,85.7,10.09,100,8.33,rain,0,0,31.7,18.4,54,1018.8,87.9,9.9,157.8,7.5,4,,2021-01-29T05:40:40,2021-01-29T18:59:51,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"68264399999,FALA,E0397,FAWB,68263099999,68263599999,68269099999,FAOR"
South Africa,2021-01-30,26.1,18.8,21.7,26.1,18.8,21.7,18.6,83.7,8.8,100,8.33,rain,0,0,24.1,16.9,28.8,1018,76,9.9,172.3,8.8,4,,2021-01-30T05:41:25,2021-01-30T18:59:25,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"68264399999,FALA,E0397,FAWB,68263099999,68263599999,68269099999,FAOR"
South Africa,2021-01-31,24.5,17.7,20.8,24.5,17.7,20.8,18.8,88.6,0,0,0,,0,0,40.7,19.3,335.3,1015.2,64.9,9.9,136.1,6.9,3,,2021-01-31T05:42:11,2021-01-31T18:58:58,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,E0397,FAWB,68263099999,F0671,68263599999,68269099999,FAOR"
South Africa,2021-02-01,27.2,18,20.3,28.5,18,20.4,17.7,85.7,3.149,100,12.5,rain,0,0,43.2,21.2,33.9,1017.1,76.3,11.7,230.6,11.6,9,,2021-02-01T05:42:56,2021-02-01T18:58:29,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-02-02,21.5,14.6,17.1,21.5,14.6,17.1,15.3,89.2,19.96,100,12.5,rain,0,0,53.6,31.1,100.3,1022.8,91.3,12.1,103.8,5,3,,2021-02-02T05:43:40,2021-02-02T18:57:59,0.66,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"FALA,68264399999,68264099999,E0397,FAWB,68263099999,F0671,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-02-03,22.7,15.7,19,22.7,15.7,19,16.1,84.2,0.096,100,8.33,rain,0,0,14.9,14.8,49.9,1021.7,82.1,13.2,113.2,5.4,2,,2021-02-03T05:44:25,2021-02-03T18:57:27,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68269099999,68263599999,FAOR,FAWK"
South Africa,2021-02-04,23.5,16.7,19.7,23.5,16.7,19.7,17.4,86.9,6.981,100,8.33,rain,0,0,25.7,9.7,73,1021,68.4,11.4,200.9,10.1,5,,2021-02-04T05:45:09,2021-02-04T18:56:55,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-02-05,25.4,18.2,21,25.4,18.2,21,17.9,83.8,2.952,100,8.33,rain,0,0,18.4,14.8,36.4,1021.3,58.6,13.2,226,10.6,6,,2021-02-05T05:45:52,2021-02-05T18:56:21,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-02-06,23.2,16.7,19.1,23.2,16.7,19.1,16.1,83.4,0,0,0,,0,0,5.4,19.5,8,1021.5,53.3,10.1,195.8,9.3,5,,2021-02-06T05:46:36,2021-02-06T18:55:46,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,F0671,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-02-07,23.2,15.7,18.8,23.2,15.7,18.8,15.9,84,,0,0,,0,0,,12.6,9.6,1018.3,79.8,9.8,203.1,10.2,5,,2021-02-07T05:47:18,2021-02-07T18:55:09,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"FALA,E0397,68263599999,FAOR"
South Africa,2021-02-08,26.7,17.7,21.5,27.2,17.7,21.5,16.3,74.1,0,0,0,,0,0,18.4,12.1,12.6,1018.2,68.9,11.6,390.4,19.5,9,,2021-02-08T05:48:01,2021-02-08T18:54:32,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"FALA,68264399999,68264099999,E0397,68263099999,FAWB,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-02-09,28.1,18.4,22.3,29,18.4,22.4,17.2,74.5,0,0,0,,0,0,31.7,18.5,58.5,1020.1,84.2,13.1,261.3,12.1,6,,2021-02-09T05:48:43,2021-02-09T18:53:53,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-02-10,27.9,17.9,22.5,28.4,17.9,22.6,17.3,74.1,0,0,0,,0,0,40.7,11.4,70.6,1020.9,46.7,11.9,334.7,16.8,8,,2021-02-10T05:49:25,2021-02-10T18:53:13,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,F0671,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-02-11,28.2,17.3,22.8,28.2,17.3,22.9,15.8,66.7,0.681,100,4.17,rain,0,0,25.9,18.3,102.9,1020.7,53.8,10,344.8,17.2,9,,2021-02-11T05:50:06,2021-02-11T18:52:32,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"FALA,68264399999,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-02-12,29.2,16.7,22.2,29.2,16.7,22.2,15.1,65.9,,0,0,,0,0,29.5,21.3,121.4,,43.4,9.7,417.9,21.3,9,,2021-02-12T05:50:47,2021-02-12T18:51:50,0.02,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"FALA,E0397,FAWB,FAOR,FAWK"
South Africa,2021-02-13,27.6,18.5,22.8,28.2,18.5,22.8,16.7,69.9,0.607,100,4.17,rain,0,0,31.7,19.6,130,1011.5,60.8,10.6,306.8,14.4,7,,2021-02-13T05:51:27,2021-02-13T18:51:06,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"FALA,68264399999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR"
South Africa,2021-02-14,30.4,18,23.5,31.1,18,23.7,17.6,71.5,0,0,0,,0,0,20.4,14.3,123.7,1010.9,40.3,11.8,355.3,17.9,9,,2021-02-14T05:52:07,2021-02-14T18:50:22,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,E0397,FAWB,68263099999,68263599999,68269099999,FAOR"
South Africa,2021-02-15,30.6,18.5,23.6,31,18.5,23.7,17.4,70.1,0.233,100,4.17,rain,0,0,55.4,28.2,153.6,1009.9,54.5,11.5,450.8,22.6,10,,2021-02-15T05:52:46,2021-02-15T18:49:37,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"68264399999,FALA,E0397,FAWB,68263099999,68263599999,68269099999,FAOR"
South Africa,2021-02-16,27.6,15.3,20.7,27.9,15.3,20.7,13.6,65.2,0,0,0,,0,0,48.4,31,135.7,1014.8,46.9,12,458.9,23,10,,2021-02-16T05:53:25,2021-02-16T18:48:51,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"FALA,68264399999,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-02-17,31.6,11.8,20.8,30.1,11.8,20.5,11.3,59.3,0,0,0,,0,0,37.1,21.9,150.2,1016.7,19.5,13.1,491.4,24.9,10,,2021-02-17T05:54:04,2021-02-17T18:48:03,0.18,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-02-18,30.4,15,23.1,30.1,15,22.8,12.9,56,0,0,0,,0,0,25.9,9.6,182,1016.8,47.1,13.6,428.1,21.5,9,,2021-02-18T05:54:42,2021-02-18T18:47:15,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-02-19,31.5,17.3,24.6,29.9,17.3,24.1,11,45.6,0,0,0,,0,0,25.9,12.2,138.5,1018.2,26.6,12,475.5,24,10,,2021-02-19T05:55:20,2021-02-19T18:46:26,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-02-20,32.5,16.8,24.8,30.2,16.8,24,8,40.4,,0,0,,0,0,38.9,19.3,202.2,,25,10,523.4,24.5,10,,2021-02-20T05:55:57,2021-02-20T18:45:36,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"FALA,E0397,FAWB,FAOR,FAWK"
South Africa,2021-02-21,31.6,15.7,24.3,30,15.7,23.7,9,40.4,0,0,0,,0,0,35.3,16.7,322.4,1018.5,44,11.2,483.9,24.4,10,,2021-02-21T05:56:34,2021-02-21T18:44:45,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"FALA,68264399999,68264099999,E0397,FAWB,68263099999,F0671,68269099999,68263599999,FAOR,FAWK"
South Africa,2021-02-22,23.7,18.6,21.1,23.7,18.6,21.1,16.8,76.8,8.243,100,8.33,rain,0,0,48.5,25.5,33.7,1022.3,67.9,11.4,94.8,4.5,2,,2021-02-22T05:57:10,2021-02-22T18:43:53,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-02-23,26.8,17,20.7,27.3,17,20.7,16.4,78.2,0.196,100,4.17,rain,0,0,37.1,16.8,26.8,1022.8,80.9,12.9,243.8,11.3,7,,2021-02-23T05:57:46,2021-02-23T18:43:01,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-02-24,26.7,17.4,21.1,27.1,17.4,21.1,16.3,75.4,0.393,100,4.17,rain,0,0,29.7,16.6,218.1,1019.7,60.2,13,241.9,11.9,6,,2021-02-24T05:58:22,2021-02-24T18:42:08,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-02-25,25,16,19.9,25,16,19.9,16.1,79.9,0.204,100,8.33,rain,0,0,24.2,20.8,327.9,1017.6,70.6,11.4,207.8,9.6,7,,2021-02-25T05:58:57,2021-02-25T18:41:13,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-02-26,26,14.6,18.7,26,14.6,18.7,15.1,81.2,3.018,100,8.33,rain,0,0,51.9,24.6,53.9,1017.8,63.2,12.5,252.2,11.7,10,,2021-02-26T05:59:31,2021-02-26T18:40:19,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-02-27,23.6,14,18.2,23.6,14,18.2,13.7,76.8,0.196,100,4.17,rain,0,0,36.1,18.5,70.4,1020.8,56.1,13,319.4,15,8,,2021-02-27T06:00:05,2021-02-27T18:39:23,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-02-28,27.8,14.4,19.6,27,14.4,19.6,10.9,61.7,0.011,100,4.17,rain,0,0,37.1,18.1,93.7,1022.7,39.9,13.6,495.6,23.1,10,,2021-02-28T06:00:39,2021-02-28T18:38:27,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-03-01,23.8,10.9,17,23.8,10.9,17,9.8,64.8,0,0,0,,0,0,31.7,11.8,87.8,1024.1,51.7,12.7,445.5,20.9,10,,2021-03-01T06:01:13,2021-03-01T18:37:30,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-03-02,26.5,14.5,19.5,26.5,14.5,19.5,12.3,65.8,0,0,0,,0,0,22.3,7.2,155.7,1022.9,69.4,13.5,269.3,12.7,8,,2021-03-02T06:01:46,2021-03-02T18:36:33,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-03-03,28.3,13.5,20.3,27.4,13.5,20.2,12,62.4,0,0,0,,0,0,27.7,12,186.6,1020.1,40.8,12.9,367.7,17.3,9,,2021-03-03T06:02:18,2021-03-03T18:35:35,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-03-04,28.6,14.2,20.5,28.7,14.2,20.5,12.7,63.3,0.393,100,4.17,rain,0,0,33.5,14.6,126.2,1017.8,31.7,13.3,346.7,16.1,10,,2021-03-04T06:02:51,2021-03-04T18:34:37,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-03-05,31.7,14,20.8,30.5,14,20.7,12.8,63,12.766,100,8.33,rain,0,0,55.5,14.3,147.2,1018.5,35.4,14.4,413,19.3,10,,2021-03-05T06:03:23,2021-03-05T18:33:38,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-03-06,28.8,15,20.6,29.2,15,20.7,14.3,68.8,0.607,100,4.17,rain,0,0,44.6,16.7,359.7,1021.5,50.3,13.5,438.1,20.6,9,,2021-03-06T06:03:54,2021-03-06T18:32:38,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-03-07,30.7,14.4,22.2,29,14.4,21.8,10.4,54.5,0.196,100,4.17,rain,0,0,35,16.7,229.4,1020.2,37.5,14,462,21.5,9,,2021-03-07T06:04:26,2021-03-07T18:31:38,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-03-08,31.4,14,22.2,29.8,14,21.8,9.5,47.9,0,0,0,,0,0,29.4,13.1,320,1017.4,25.5,13.7,481.8,22.4,9,,2021-03-08T06:04:56,2021-03-08T18:30:38,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-03-09,32,16.5,23.2,30.7,16.5,22.9,12.5,53.6,0,0,0,,0,0,40.7,19.7,320.7,1017.6,40.3,14,447.3,21.1,9,,2021-03-09T06:05:27,2021-03-09T18:29:37,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-03-10,32.8,16.6,23.8,31.1,16.6,23.5,12.6,53.5,0,0,0,,0,0,35.3,16.5,287.3,1017.5,30.6,13.5,491.8,23,10,,2021-03-10T06:05:57,2021-03-10T18:28:36,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-03-11,34.2,16.6,25.6,31.8,16.6,24.6,6.3,33.4,0,0,0,,0,0,35.3,13.5,203,1018.1,25,13.4,525,22.7,10,,2021-03-11T06:06:28,2021-03-11T18:27:34,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,F0671,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-03-12,31.7,16.4,22.4,30.7,16.4,22.2,13.7,61.3,0,0,0,,0,0,59.4,32,74.2,1021.9,44.9,13.9,411.5,19.3,8,,2021-03-12T06:06:57,2021-03-12T18:26:32,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-03-13,28.6,15.4,21.1,28.1,15.4,21.1,13.6,65.5,13.758,100,4.17,rain,0,0,29.5,10.9,50.2,1024,46.9,13.9,368,17.4,9,,2021-03-13T06:07:27,2021-03-13T18:25:30,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-03-14,28,13.5,20.1,27.4,13.5,20.1,11.1,59.4,0,0,0,,0,0,31.7,15.3,52.8,1022.6,26.7,13.7,470.6,21.8,9,,2021-03-14T06:07:56,2021-03-14T18:24:28,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,F0671,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-03-15,28.5,15.6,20.8,27.7,15.6,20.7,12.6,62.4,0,0,0,,0,0,20.5,12.2,20.2,1019.4,53.6,14.4,489.1,23,10,,2021-03-15T06:08:25,2021-03-15T18:23:25,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,F0671,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-03-16,29.3,15.3,21.4,28.3,15.3,21.3,12,58.2,0,0,0,,0,0,14.9,10.5,331.2,1019.2,38.2,14.4,462.1,21.7,9,,2021-03-16T06:08:54,2021-03-16T18:22:22,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,F0671,68263599999,68269099999,FAWK"
South Africa,2021-03-17,23.9,16.7,19,23.9,16.7,19,14.8,77,3.348,100,12.5,rain,0,0,37.1,20.3,118.6,1021.5,82.7,12.2,167.3,7.3,5,,2021-03-17T06:09:23,2021-03-17T18:21:19,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-03-18,27.7,15.3,20.5,27.5,15.3,20.5,13.9,69,0,0,0,,0,0,35.3,13.7,281.8,1021.4,50.3,13.4,437.5,20.6,9,,2021-03-18T06:09:51,2021-03-18T18:20:16,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,F0671,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-03-19,27.4,14,20.5,27.3,14,20.5,12.7,63.6,0,0,0,,0,0,20.5,8.4,220.1,1021.6,43.6,13.9,358.9,15.5,8,,2021-03-19T06:10:19,2021-03-19T18:19:13,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
