name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Tanzania,2017-03-16,27.2,18.7,22.3,27.7,18.7,22.3,18.8,81.5,6,100,8.33,rain,0,0,,18.4,254,1016.2,73.2,16.3,,,,,2017-03-16T06:41:29,2017-03-16T18:49:35,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"63862099999,HTDO"
Tanzania,2017-03-17,26.6,20.1,23.1,26.6,20.1,23.1,19.4,80.1,4.5,100,8.33,rain,0,0,,16.6,87.1,1016.6,75.5,18.2,,,,,2017-03-17T06:41:22,2017-03-17T18:49:07,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"63862099999,HTDO"
Tanzania,2017-03-18,28,20,23.3,28.9,20,23.5,18.9,77.8,2,100,4.17,rain,0,0,,22.3,87.3,1017.4,52.7,17,,,,,2017-03-18T06:41:15,2017-03-18T18:48:39,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"63862099999,HTDO"
Tanzania,2017-03-19,28.7,20,22.9,29.9,20,23.1,19.1,80,0,0,0,,0,0,,20.5,97.3,1017.8,63.8,16.4,,,,,2017-03-19T06:41:08,2017-03-19T18:48:11,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"63862099999,HTDO"
Tanzania,2017-03-20,29,20,24.3,30.3,20,24.6,18.4,71.5,0,0,0,,0,0,,20.5,98.8,1017.1,65.8,17.7,,,,,2017-03-20T06:41:01,2017-03-20T18:47:43,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"63862099999,HTDO"
Tanzania,2017-03-21,29.4,19.6,24.7,30.4,19.6,25.1,18.9,72.1,0,0,0,,0,0,,14.8,95,,40,30,,,,,2017-03-21T06:40:53,2017-03-21T18:47:15,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,63862099999
Tanzania,2017-03-22,29.2,19.7,26.2,30.4,19.7,26.9,18.9,65.8,0,0,0,,0,0,,20.5,86.7,1014.8,50.9,21.9,,,,,2017-03-22T06:40:45,2017-03-22T18:46:47,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"63862099999,HTDO"
Tanzania,2017-03-23,30,20,25.4,30.5,20,25.8,17.8,64.4,0,0,0,,0,0,,16.6,88.1,1016,54.7,16.6,,,,,2017-03-23T06:40:37,2017-03-23T18:46:19,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"63862099999,HTDO"
Tanzania,2017-03-24,30,19,24,31.4,19,24.4,18.7,74,0,0,0,,0,0,,24.1,82.6,1016.5,46.4,16.2,,,,,2017-03-24T06:40:30,2017-03-24T18:45:51,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"63862099999,HTDO"
Tanzania,2017-03-25,29,20,24,30.9,20,24.4,19.3,76.6,0,0,0,,0,0,,18.4,105.3,1016.9,59.6,16.3,,,,,2017-03-25T06:40:22,2017-03-25T18:45:22,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"63862099999,HTDO"
